ngram;time_slot;df;idft;df_idft
kppn awas penuh;2025-08-09 14:00;2;2.803360380906535;5.60672076181307
pasar dana transparan;2025-08-09 14:00;1;2.803360380906535;2.803360380906535
gizi gratis mark;2025-08-09 14:00;1;2.803360380906535;2.803360380906535
harga pasar dana;2025-08-09 14:00;1;2.803360380906535;2.803360380906535
dana transparan kppn;2025-08-09 14:00;1;2.3978952727983707;2.3978952727983707
penuh bpkp kpk;2025-08-09 14:00;1;2.803360380906535;2.803360380906535
biaya sesuai harga;2025-08-09 14:00;1;2.803360380906535;2.803360380906535
awas penuh bpkp;2025-08-09 14:00;1;2.803360380906535;2.803360380906535
mark up biaya;2025-08-09 14:00;1;2.803360380906535;2.803360380906535
gratis anggar pantau;2025-08-09 14:00;1;2.803360380906535;2.803360380906535
pantau bareng kppn;2025-08-09 14:00;1;2.803360380906535;2.803360380906535
kppn bpkp kpk;2025-08-09 14:00;1;2.803360380906535;2.803360380906535
bareng kppn bpkp;2025-08-09 14:00;1;2.803360380906535;2.803360380906535
anggar pantau bareng;2025-08-09 14:00;1;2.803360380906535;2.803360380906535
proses dana transparan;2025-08-09 14:00;1;2.803360380906535;2.803360380906535
bangsa proses dana;2025-08-09 14:00;1;2.803360380906535;2.803360380906535
mbg hadir anak;2025-08-09 14:00;1;2.3978952727983707;2.3978952727983707
harga pasar kawal;2025-08-09 14:00;1;2.803360380906535;2.803360380906535
anak bangsa proses;2025-08-09 14:00;1;2.803360380906535;2.803360380906535
hadir anak bangsa;2025-08-09 14:00;1;2.803360380906535;2.803360380906535
pasar kawal bpkp;2025-08-09 14:00;1;2.803360380906535;2.803360380906535
kawal bpkp kpk;2025-08-09 14:00;1;2.3978952727983707;2.3978952727983707
hadir dgn makan;2025-08-09 14:00;1;2.803360380906535;2.803360380906535
transparan at cost;2025-08-09 14:00;1;2.3978952727983707;2.3978952727983707
celah korupsi mbg;2025-08-09 14:00;1;2.3978952727983707;2.3978952727983707
mbg hadir dgn;2025-08-09 14:00;1;2.803360380906535;2.803360380906535
kelola transparan at;2025-08-09 14:00;1;2.803360380906535;2.803360380906535
dgn makan gizi;2025-08-09 14:00;1;2.803360380906535;2.803360380906535
korupsi mbg hadir;2025-08-09 14:00;1;2.803360380906535;2.803360380906535
gk produktif anak;2025-08-09 14:00;1;2.803360380906535;2.803360380906535
gratis kali keluarga;2025-08-09 14:00;1;2.803360380906535;2.803360380906535
tua masakin negara;2025-08-09 14:00;1;2.803360380906535;2.803360380906535
atuh suruh org;2025-08-09 14:00;1;2.803360380906535;2.803360380906535
amsiong stop dl;2025-08-09 14:00;1;2.803360380906535;2.803360380906535
niat kerja kantin;2025-08-09 14:00;1;2.803360380906535;2.803360380906535
keluarga gk makan;2025-08-09 14:00;1;2.803360380906535;2.803360380906535
sekolah jg bs;2025-08-09 14:00;1;2.803360380906535;2.803360380906535
kantin sekolah jg;2025-08-09 14:00;1;2.803360380906535;2.803360380906535
kampanye evaluasi mbg;2025-08-09 14:00;1;2.803360380906535;2.803360380906535
negara lg amsiong;2025-08-09 14:00;1;2.803360380906535;2.803360380906535
buang anggar gk;2025-08-09 14:00;1;2.803360380906535;2.803360380906535
dl buang anggar;2025-08-09 14:00;1;2.803360380906535;2.803360380906535
stop dl buang;2025-08-09 14:00;1;2.803360380906535;2.803360380906535
masakin negara lg;2025-08-09 14:00;1;2.803360380906535;2.803360380906535
jg bs atuh;2025-08-09 14:00;1;2.803360380906535;2.803360380906535
kerja kantin sekolah;2025-08-09 14:00;1;2.803360380906535;2.803360380906535
evaluasi mbg niat;2025-08-09 14:00;1;2.803360380906535;2.803360380906535
org tua masakin;2025-08-09 14:00;1;2.803360380906535;2.803360380906535
anggar gk produktif;2025-08-09 14:00;1;2.803360380906535;2.803360380906535
kali keluarga gk;2025-08-09 14:00;1;2.803360380906535;2.803360380906535
kesampingankan ego kampanye;2025-08-09 14:00;1;2.803360380906535;2.803360380906535
mbg niat kerja;2025-08-09 14:00;1;2.803360380906535;2.803360380906535
produktif anak makan;2025-08-09 14:00;1;2.803360380906535;2.803360380906535
bs atuh suruh;2025-08-09 14:00;1;2.803360380906535;2.803360380906535
makan siang gratis;2025-08-09 14:00;1;2.1102132003465894;2.1102132003465894
anak makan siang;2025-08-09 14:00;1;2.803360380906535;2.803360380906535
suruh org tua;2025-08-09 14:00;1;2.803360380906535;2.803360380906535
gk makan malam;2025-08-09 14:00;1;2.803360380906535;2.803360380906535
lg amsiong stop;2025-08-09 14:00;1;2.803360380906535;2.803360380906535
ego kampanye evaluasi;2025-08-09 14:00;1;2.803360380906535;2.803360380906535
siang gratis kali;2025-08-09 14:00;1;2.803360380906535;2.803360380906535
mark up dana;2025-08-09 14:00;1;2.803360380906535;2.803360380906535
awas penuh kpk;2025-08-09 14:00;1;2.803360380906535;2.803360380906535
up dana kppn;2025-08-09 14:00;1;2.803360380906535;2.803360380906535
hadir komitmen makan;2025-08-09 14:00;1;2.803360380906535;2.803360380906535
mbg hadir komitmen;2025-08-09 14:00;1;2.803360380906535;2.803360380906535
bersih harga mark;2025-08-09 14:00;1;2.803360380906535;2.803360380906535
dana kppn awas;2025-08-09 14:00;1;2.803360380906535;2.803360380906535
gratis bersih harga;2025-08-09 14:00;1;2.803360380906535;2.803360380906535
mbg hadir pelopor;2025-08-09 14:00;1;2.803360380906535;2.803360380906535
disalahgunakan berkat awas;2025-08-09 14:00;1;2.803360380906535;2.803360380906535
gratis anggar disalahgunakan;2025-08-09 14:00;1;2.803360380906535;2.803360380906535
berkat awas ketat;2025-08-09 14:00;1;2.803360380906535;2.803360380906535
hadir pelopor makan;2025-08-09 14:00;1;2.803360380906535;2.803360380906535
anggar disalahgunakan berkat;2025-08-09 14:00;1;2.803360380906535;2.803360380906535
pelopor makan gizi;2025-08-09 14:00;1;2.803360380906535;2.803360380906535
hadir makan gizi;2025-08-09 11:00;2;1.7047480922384253;3.4094961844768505
transparan awas langsung;2025-08-09 11:00;1;2.803360380906535;2.803360380906535
gratis mbg proses;2025-08-09 11:00;1;2.803360380906535;2.803360380906535
makan gizi gratis;2025-08-09 11:00;11;0.06252035698133393;0.6877239267946732
proses at cost;2025-08-09 11:00;1;2.803360380906535;2.803360380906535
serius hadir makan;2025-08-09 11:00;1;2.3978952727983707;2.3978952727983707
cost transparan awas;2025-08-09 11:00;1;2.3978952727983707;2.3978952727983707
perintah serius hadir;2025-08-09 11:00;1;2.3978952727983707;2.3978952727983707
mbg proses at;2025-08-09 11:00;1;2.803360380906535;2.803360380906535
gizi gratis mbg;2025-08-09 11:00;6;0.7884573603642703;4.730744162185622
langsung bpkp kpk;2025-08-09 11:00;1;2.3978952727983707;2.3978952727983707
at cost transparan;2025-08-09 11:00;1;2.1102132003465894;2.1102132003465894
awas langsung bpkp;2025-08-09 11:00;1;2.3978952727983707;2.3978952727983707
awas bpkp amp;2025-08-09 11:00;1;1.8870696490323797;1.8870696490323797
bpkp amp kpk;2025-08-09 11:00;1;1.8870696490323797;1.8870696490323797
no mark up;2025-08-09 11:00;1;2.3978952727983707;2.3978952727983707
buka awas bpkp;2025-08-09 11:00;1;2.1102132003465894;2.1102132003465894
indonesia mbg hadir;2025-08-09 11:00;1;2.803360380906535;2.803360380906535
sesuai pasar no;2025-08-09 11:00;1;2.803360380906535;2.803360380906535
kelola buka awas;2025-08-09 11:00;1;2.803360380906535;2.803360380906535
gratis anggar kelola;2025-08-09 11:00;2;2.803360380906535;5.60672076181307
anak anak indonesia;2025-08-09 11:00;1;1.7047480922384253;1.7047480922384253
pasar no mark;2025-08-09 11:00;1;2.803360380906535;2.803360380906535
mbg hadir makan;2025-08-09 11:00;1;1.7047480922384253;1.7047480922384253
amp kpk harga;2025-08-09 11:00;1;2.803360380906535;2.803360380906535
anggar kelola buka;2025-08-09 11:00;1;2.803360380906535;2.803360380906535
anak indonesia mbg;2025-08-09 11:00;1;2.803360380906535;2.803360380906535
gizi gratis anggar;2025-08-09 11:00;2;2.1102132003465894;4.220426400693179
kpk harga sesuai;2025-08-09 11:00;1;2.803360380906535;2.803360380906535
harga sesuai pasar;2025-08-09 11:00;1;2.1102132003465894;2.1102132003465894
tinjau asrama santri;2025-08-09 11:00;1;2.803360380906535;2.803360380906535
kemenag bojonegoro amanulloh;2025-08-09 11:00;1;2.803360380906535;2.803360380906535
deep learning mtsn;2025-08-09 11:00;1;2.803360380906535;2.803360380906535
tingkat kualitas didik;2025-08-09 11:00;1;2.803360380906535;2.803360380906535
workshop deep learning;2025-08-09 11:00;1;2.803360380906535;2.803360380906535
acara rombong tinjau;2025-08-09 11:00;1;2.803360380906535;2.803360380906535
kece program makan;2025-08-09 11:00;1;2.803360380906535;2.803360380906535
santri kece program;2025-08-09 11:00;1;2.803360380906535;2.803360380906535
kualitas didik madrasah;2025-08-09 11:00;1;2.803360380906535;2.803360380906535
program makan gizi;2025-08-09 11:00;2;0.3610133455373305;0.722026691074661
gratis mbg siswa;2025-08-09 11:00;1;2.803360380906535;2.803360380906535
amanulloh buka workshop;2025-08-09 11:00;1;2.803360380906535;2.803360380906535
mtsn bojonegoro senin;2025-08-09 11:00;1;2.803360380906535;2.803360380906535
buka workshop deep;2025-08-09 11:00;1;2.803360380906535;2.803360380906535
learning mtsn bojonegoro;2025-08-09 11:00;1;2.803360380906535;2.803360380906535
kepala kemenag bojonegoro;2025-08-09 11:00;1;2.803360380906535;2.803360380906535
senin buka acara;2025-08-09 11:00;1;2.803360380906535;2.803360380906535
didik madrasah kepala;2025-08-09 11:00;1;2.803360380906535;2.803360380906535
bojonegoro senin buka;2025-08-09 11:00;1;2.803360380906535;2.803360380906535
rombong tinjau asrama;2025-08-09 11:00;1;2.803360380906535;2.803360380906535
buka acara rombong;2025-08-09 11:00;1;2.803360380906535;2.803360380906535
madrasah kepala kemenag;2025-08-09 11:00;1;2.803360380906535;2.803360380906535
asrama santri kece;2025-08-09 11:00;1;2.803360380906535;2.803360380906535
bojonegoro amanulloh buka;2025-08-09 11:00;1;2.803360380906535;2.803360380906535
kpk bebas mark;2025-08-09 11:00;1;2.3978952727983707;2.3978952727983707
gratis mbg harga;2025-08-09 11:00;1;2.803360380906535;2.803360380906535
mbg harga ngawur;2025-08-09 11:00;1;2.803360380906535;2.803360380906535
kelola kppn awas;2025-08-09 11:00;1;2.803360380906535;2.803360380906535
awas bpkp kpk;2025-08-09 11:00;1;1.550597412411167;1.550597412411167
atur at cost;2025-08-09 11:00;1;2.1102132003465894;2.1102132003465894
kppn awas bpkp;2025-08-09 11:00;1;1.8870696490323797;1.8870696490323797
harga ngawur atur;2025-08-09 11:00;1;2.803360380906535;2.803360380906535
at cost kelola;2025-08-09 11:00;1;2.1102132003465894;2.1102132003465894
cost kelola kppn;2025-08-09 11:00;1;2.803360380906535;2.803360380906535
bpkp kpk bebas;2025-08-09 11:00;1;2.3978952727983707;2.3978952727983707
bebas mark up;2025-08-09 11:00;1;2.1102132003465894;2.1102132003465894
ngawur atur at;2025-08-09 11:00;1;2.803360380906535;2.803360380906535
proses makan gizi;2025-08-09 11:00;1;2.803360380906535;2.803360380906535
cost bpkp kpk;2025-08-09 11:00;1;2.1102132003465894;2.1102132003465894
kpk ngontrol kppn;2025-08-09 11:00;1;2.803360380906535;2.803360380906535
buka at cost;2025-08-09 11:00;1;2.1102132003465894;2.1102132003465894
gratis buka at;2025-08-09 11:00;1;2.3978952727983707;2.3978952727983707
kppn kelola langsung;2025-08-09 11:00;1;2.803360380906535;2.803360380906535
bpkp kpk ngontrol;2025-08-09 11:00;1;2.803360380906535;2.803360380906535
ngontrol kppn kelola;2025-08-09 11:00;1;2.803360380906535;2.803360380906535
at cost bpkp;2025-08-09 11:00;1;2.1102132003465894;2.1102132003465894
gizi gratis buka;2025-08-09 11:00;1;2.1102132003465894;2.1102132003465894
kelola langsung tenang;2025-08-09 11:00;1;2.803360380906535;2.803360380906535
mbg makan gizi;2025-08-09 11:00;1;1.0986122886681098;1.0986122886681098
anggar kelola super;2025-08-09 11:00;1;2.803360380906535;2.803360380906535
kelola super transparan;2025-08-09 11:00;1;2.803360380906535;2.803360380906535
gratis nyata kelola;2025-08-09 11:00;1;2.803360380906535;2.803360380906535
mbg bikin makan;2025-08-09 11:00;1;2.1102132003465894;2.1102132003465894
sesuai harga awas;2025-08-09 11:00;1;2.803360380906535;2.803360380906535
harga awas ekstra;2025-08-09 11:00;1;2.803360380906535;2.803360380906535
anggar sesuai harga;2025-08-09 11:00;1;2.803360380906535;2.803360380906535
bikin makan gizi;2025-08-09 11:00;1;2.1102132003465894;2.1102132003465894
awas ekstra nempel;2025-08-09 11:00;1;2.803360380906535;2.803360380906535
nyata kelola buka;2025-08-09 11:00;1;2.803360380906535;2.803360380906535
kelola buka anggar;2025-08-09 11:00;1;2.803360380906535;2.803360380906535
buka anggar sesuai;2025-08-09 11:00;1;2.803360380906535;2.803360380906535
gizi gratis nyata;2025-08-09 11:00;1;2.3978952727983707;2.3978952727983707
mbg kawal awas;2025-08-09 11:00;1;2.803360380906535;2.803360380906535
gratis mbg kawal;2025-08-09 11:00;1;2.803360380906535;2.803360380906535
kawal awas pegang;2025-08-09 11:00;1;2.803360380906535;2.803360380906535
anggar makan gizi;2025-08-09 11:00;1;2.1102132003465894;2.1102132003465894
awas pegang penuh;2025-08-09 11:00;1;2.803360380906535;2.803360380906535
at cost proses;2025-08-09 11:00;1;1.8870696490323797;1.8870696490323797
proses transparan kawal;2025-08-09 11:00;1;2.803360380906535;2.803360380906535
transparan kawal bpkp;2025-08-09 11:00;1;2.803360380906535;2.803360380906535
gratis mbg pasti;2025-08-09 11:00;1;2.3978952727983707;2.3978952727983707
kpk celah korupsi;2025-08-09 11:00;1;2.803360380906535;2.803360380906535
cost proses transparan;2025-08-09 11:00;1;2.1102132003465894;2.1102132003465894
mbg pasti anggar;2025-08-09 11:00;1;2.3978952727983707;2.3978952727983707
kawal bpkp kpk;2025-08-09 11:00;1;2.3978952727983707;2.3978952727983707
anggar at cost;2025-08-09 11:00;1;2.3978952727983707;2.3978952727983707
bpkp kpk celah;2025-08-09 11:00;1;2.803360380906535;2.803360380906535
pasti anggar at;2025-08-09 11:00;1;2.803360380906535;2.803360380906535
mbg hadir transparansi;2025-08-09 11:00;1;2.803360380906535;2.803360380906535
hadir transparansi dana;2025-08-09 11:00;1;2.803360380906535;2.803360380906535
transparansi dana makan;2025-08-09 11:00;1;2.803360380906535;2.803360380906535
dana makan gizi;2025-08-09 11:00;1;2.1102132003465894;2.1102132003465894
salur anak seleweng;2025-08-09 11:00;1;2.803360380906535;2.803360380906535
gizi gratis salur;2025-08-09 11:00;1;2.803360380906535;2.803360380906535
gratis salur anak;2025-08-09 11:00;1;2.803360380906535;2.803360380906535
tingkat dumas presisi;2025-08-09 11:00;1;2.803360380906535;2.803360380906535
kuat awas program;2025-08-09 11:00;1;2.803360380906535;2.803360380906535
polri dorong transparansi;2025-08-09 11:00;1;2.803360380906535;2.803360380906535
presisi sarana kuat;2025-08-09 11:00;1;2.803360380906535;2.803360380906535
dorong transparansi partisipasi;2025-08-09 11:00;1;2.803360380906535;2.803360380906535
sarana kuat awas;2025-08-09 11:00;1;2.803360380906535;2.803360380906535
dumas presisi sarana;2025-08-09 11:00;1;2.803360380906535;2.803360380906535
publik tingkat dumas;2025-08-09 11:00;1;2.803360380906535;2.803360380906535
partisipasi publik tingkat;2025-08-09 11:00;1;2.803360380906535;2.803360380906535
transparansi partisipasi publik;2025-08-09 11:00;1;2.803360380906535;2.803360380906535
awas program makan;2025-08-09 11:00;1;2.803360380906535;2.803360380906535
cost kelola dana;2025-08-09 15:00;1;2.803360380906535;2.803360380906535
dana kppn biar;2025-08-09 15:00;1;2.803360380906535;2.803360380906535
bpkp kpk pantau;2025-08-09 15:00;1;2.3978952727983707;2.3978952727983707
transparan bpkp kpk;2025-08-09 15:00;1;2.803360380906535;2.803360380906535
program makan gizi;2025-08-09 15:00;2;0.3610133455373305;0.722026691074661
kppn biar transparan;2025-08-09 15:00;1;2.803360380906535;2.803360380906535
makan gizi gratis;2025-08-09 15:00;15;0.06252035698133393;0.9378053547200089
gratis mbg at;2025-08-09 15:00;1;2.3978952727983707;2.3978952727983707
at cost kelola;2025-08-09 15:00;1;2.1102132003465894;2.1102132003465894
mbg at cost;2025-08-09 15:00;1;2.3978952727983707;2.3978952727983707
biar transparan bpkp;2025-08-09 15:00;1;2.803360380906535;2.803360380906535
gizi gratis mbg;2025-08-09 15:00;6;0.7884573603642703;4.730744162185622
kelola dana kppn;2025-08-09 15:00;1;2.803360380906535;2.803360380906535
hadir cerah anggar;2025-08-09 15:00;1;2.803360380906535;2.803360380906535
mbg makan gizi;2025-08-09 15:00;4;1.0986122886681098;4.394449154672439
awas ketat bpkp;2025-08-09 15:00;1;2.1102132003465894;2.1102132003465894
plus awas ketat;2025-08-09 15:00;1;2.803360380906535;2.803360380906535
gratis bukti perintah;2025-08-09 15:00;1;2.3978952727983707;2.3978952727983707
bukti perintah hadir;2025-08-09 15:00;1;2.803360380906535;2.803360380906535
cerah anggar transparan;2025-08-09 15:00;1;2.803360380906535;2.803360380906535
gizi gratis bukti;2025-08-09 15:00;1;2.3978952727983707;2.3978952727983707
anggar transparan plus;2025-08-09 15:00;1;2.803360380906535;2.803360380906535
transparan plus awas;2025-08-09 15:00;1;2.803360380906535;2.803360380906535
perintah hadir cerah;2025-08-09 15:00;1;2.803360380906535;2.803360380906535
ketat bpkp kpk;2025-08-09 15:00;1;2.3978952727983707;2.3978952727983707
perintah bukti mbg;2025-08-09 15:00;1;2.803360380906535;2.803360380906535
awas bpkp amp;2025-08-09 15:00;1;1.8870696490323797;1.8870696490323797
cost awas bpkp;2025-08-09 15:00;1;2.1102132003465894;2.1102132003465894
harga at cost;2025-08-09 15:00;3;1.7047480922384253;5.114244276715276
gratis kelola transparan;2025-08-09 15:00;1;2.3978952727983707;2.3978952727983707
at cost awas;2025-08-09 15:00;3;2.1102132003465894;6.330639601039769
pakai harga at;2025-08-09 15:00;1;2.803360380906535;2.803360380906535
bpkp amp kpk;2025-08-09 15:00;1;1.8870696490323797;1.8870696490323797
kelola transparan pakai;2025-08-09 15:00;1;2.803360380906535;2.803360380906535
transparan pakai harga;2025-08-09 15:00;1;2.803360380906535;2.803360380906535
bukti mbg makan;2025-08-09 15:00;1;2.803360380906535;2.803360380906535
gizi gratis kelola;2025-08-09 15:00;2;2.1102132003465894;4.220426400693179
awas resmi jalan;2025-08-09 15:00;1;2.803360380906535;2.803360380906535
gizi gratis prioritas;2025-08-09 15:00;1;2.3978952727983707;2.3978952727983707
negeri mbg buka;2025-08-09 15:00;1;2.803360380906535;2.803360380906535
mbg buka dana;2025-08-09 15:00;1;2.803360380906535;2.803360380906535
cost awas resmi;2025-08-09 15:00;1;2.803360380906535;2.803360380906535
prioritas negeri mbg;2025-08-09 15:00;1;2.803360380906535;2.803360380906535
gratis prioritas negeri;2025-08-09 15:00;1;2.803360380906535;2.803360380906535
dana harga at;2025-08-09 15:00;1;2.803360380906535;2.803360380906535
buka dana harga;2025-08-09 15:00;1;2.803360380906535;2.803360380906535
mbg sembunyi kppn;2025-08-09 15:00;1;2.803360380906535;2.803360380906535
sembunyi kppn harga;2025-08-09 15:00;1;2.803360380906535;2.803360380906535
anggar makan gizi;2025-08-09 15:00;1;2.1102132003465894;2.1102132003465894
kppn harga at;2025-08-09 15:00;1;2.1102132003465894;2.1102132003465894
cost awas ganda;2025-08-09 15:00;1;2.803360380906535;2.803360380906535
gratis mbg sembunyi;2025-08-09 15:00;1;2.803360380906535;2.803360380906535
awas bpkp kpk;2025-08-09 15:00;2;1.550597412411167;3.101194824822334
negara aman kppn;2025-08-09 15:00;1;2.803360380906535;2.803360380906535
gratis uang negara;2025-08-09 15:00;1;2.803360380906535;2.803360380906535
kppn harga transparan;2025-08-09 15:00;1;2.803360380906535;2.803360380906535
program mbg makan;2025-08-09 15:00;1;2.1102132003465894;2.1102132003465894
transparan awas bpkp;2025-08-09 15:00;2;2.803360380906535;5.60672076181307
harga transparan awas;2025-08-09 15:00;2;2.803360380906535;5.60672076181307
aman kppn harga;2025-08-09 15:00;1;2.803360380906535;2.803360380906535
gizi gratis uang;2025-08-09 15:00;1;2.803360380906535;2.803360380906535
uang negara aman;2025-08-09 15:00;1;2.803360380906535;2.803360380906535
pasti makan gizi;2025-08-09 15:00;1;2.803360380906535;2.803360380906535
mbg pasti makan;2025-08-09 15:00;1;2.803360380906535;2.803360380906535
gizi gratis sasar;2025-08-09 15:00;1;2.803360380906535;2.803360380906535
sasar dana harga;2025-08-09 15:00;1;2.803360380906535;2.803360380906535
dana harga transparan;2025-08-09 15:00;1;2.803360380906535;2.803360380906535
gratis sasar dana;2025-08-09 15:00;1;2.803360380906535;2.803360380906535
awas penuh biar;2025-08-09 15:00;1;2.803360380906535;2.803360380906535
penuh biar bersih;2025-08-09 15:00;1;2.803360380906535;2.803360380906535
transparan awas penuh;2025-08-09 15:00;1;2.803360380906535;2.803360380906535
biar bersih korupsi;2025-08-09 15:00;1;2.803360380906535;2.803360380906535
hadir makan gizi;2025-08-09 15:00;2;1.7047480922384253;3.4094961844768505
gratis awas kelola;2025-08-09 15:00;1;2.803360380906535;2.803360380906535
gizi gratis awas;2025-08-09 15:00;1;2.3978952727983707;2.3978952727983707
mbg hadir makan;2025-08-09 15:00;1;1.7047480922384253;1.7047480922384253
khawatir mbg hadir;2025-08-09 15:00;1;2.803360380906535;2.803360380906535
awas kelola transparan;2025-08-09 15:00;1;2.3978952727983707;2.3978952727983707
kpk sasar generasi;2025-08-09 15:00;1;2.803360380906535;2.803360380906535
gizi gratis bersih;2025-08-09 15:00;1;2.1102132003465894;2.1102132003465894
sasar generasi indonesia;2025-08-09 15:00;1;2.803360380906535;2.803360380906535
mbg hadir tuk;2025-08-09 15:00;1;2.803360380906535;2.803360380906535
bersih at cost;2025-08-09 15:00;1;2.3978952727983707;2.3978952727983707
tuk makan gizi;2025-08-09 15:00;1;2.803360380906535;2.803360380906535
gratis bersih at;2025-08-09 15:00;1;2.803360380906535;2.803360380906535
cost transparan awas;2025-08-09 15:00;1;2.3978952727983707;2.3978952727983707
at cost transparan;2025-08-09 15:00;1;2.1102132003465894;2.1102132003465894
bpkp kpk sasar;2025-08-09 15:00;1;2.803360380906535;2.803360380906535
hadir tuk makan;2025-08-09 15:00;1;2.803360380906535;2.803360380906535
gratis kelola mark;2025-08-09 15:00;1;2.803360380906535;2.803360380906535
maksimal biar bener;2025-08-09 15:00;1;2.803360380906535;2.803360380906535
awas maksimal biar;2025-08-09 15:00;1;2.3978952727983707;2.3978952727983707
kelola mark up;2025-08-09 15:00;1;2.3978952727983707;2.3978952727983707
mark up awas;2025-08-09 15:00;2;1.550597412411167;3.101194824822334
up awas maksimal;2025-08-09 15:00;1;2.1102132003465894;2.1102132003465894
solusi makan gizi;2025-08-09 15:00;1;2.803360380906535;2.803360380906535
mbg solusi makan;2025-08-09 15:00;1;2.803360380906535;2.803360380906535
mbg kelola anggar;2025-08-09 15:00;1;2.3978952727983707;2.3978952727983707
generasi muda sehat;2025-08-09 15:00;1;2.3978952727983707;2.3978952727983707
anggar buka diawasin;2025-08-09 15:00;1;2.803360380906535;2.803360380906535
gratis mbg kelola;2025-08-09 15:00;1;1.8870696490323797;1.8870696490323797
buka diawasin bpkp;2025-08-09 15:00;1;2.803360380906535;2.803360380906535
serius hadir makan;2025-08-09 15:00;1;2.3978952727983707;2.3978952727983707
muda sehat cerdas;2025-08-09 15:00;1;2.803360380906535;2.803360380906535
kelola anggar buka;2025-08-09 15:00;1;2.3978952727983707;2.3978952727983707
bpkp kpk generasi;2025-08-09 15:00;1;2.803360380906535;2.803360380906535
diawasin bpkp kpk;2025-08-09 15:00;1;2.803360380906535;2.803360380906535
kpk generasi muda;2025-08-09 15:00;1;2.803360380906535;2.803360380906535
percaya mbg makan;2025-08-09 15:00;1;2.803360380906535;2.803360380906535
gratis khawatir buka;2025-08-09 15:00;1;2.803360380906535;2.803360380906535
gizi gratis khawatir;2025-08-09 15:00;1;2.803360380906535;2.803360380906535
khawatir buka awas;2025-08-09 15:00;1;2.803360380906535;2.803360380906535
ayo percaya mbg;2025-08-09 15:00;1;2.803360380906535;2.803360380906535
pasti anggar jaga;2025-08-09 15:00;1;2.803360380906535;2.803360380906535
anggar jaga rapi;2025-08-09 15:00;1;2.803360380906535;2.803360380906535
gratis mbg pasti;2025-08-09 15:00;1;2.3978952727983707;2.3978952727983707
mbg pasti anggar;2025-08-09 15:00;1;2.3978952727983707;2.3978952727983707
gak mark up;2025-08-09 15:00;1;2.803360380906535;2.803360380906535
jaga rapi gak;2025-08-09 15:00;1;2.803360380906535;2.803360380906535
up awas biar;2025-08-09 15:00;1;2.803360380906535;2.803360380906535
rapi gak mark;2025-08-09 15:00;1;2.803360380906535;2.803360380906535
awas biar sasar;2025-08-09 15:00;1;2.803360380906535;2.803360380906535
monitoring makan gizi;2025-08-09 15:00;1;2.803360380906535;2.803360380906535
negeri lurah samoja;2025-08-09 15:00;1;2.803360380906535;2.803360380906535
siswa i smp;2025-08-09 15:00;1;2.803360380906535;2.803360380906535
jl samoja kel;2025-08-09 15:00;1;2.803360380906535;2.803360380906535
kel samoja kota;2025-08-09 15:00;1;2.803360380906535;2.803360380906535
samoja kel samoja;2025-08-09 15:00;1;2.803360380906535;2.803360380906535
i smp n;2025-08-09 15:00;1;2.803360380906535;2.803360380906535
kec lengkong kota;2025-08-09 15:00;1;2.803360380906535;2.803360380906535
smp n kota;2025-08-09 15:00;1;2.803360380906535;2.803360380906535
terima makan gizi;2025-08-09 15:00;1;2.3978952727983707;2.3978952727983707
kota bandung jl;2025-08-09 15:00;1;2.803360380906535;2.803360380906535
lengkong kota bandung;2025-08-09 15:00;1;2.803360380906535;2.803360380906535
dapur kec lengkong;2025-08-09 15:00;1;2.803360380906535;2.803360380906535
giat monitoring makan;2025-08-09 15:00;1;2.803360380906535;2.803360380906535
camat batununggal kota;2025-08-09 15:00;1;2.803360380906535;2.803360380906535
bandung siswa i;2025-08-09 15:00;1;2.803360380906535;2.803360380906535
gratis mbg smp;2025-08-09 15:00;1;2.803360380906535;2.803360380906535
samoja camat batununggal;2025-08-09 15:00;1;2.803360380906535;2.803360380906535
bandung terima makan;2025-08-09 15:00;1;2.803360380906535;2.803360380906535
bandung jl samoja;2025-08-09 15:00;1;2.803360380906535;2.803360380906535
kota bandung siswa;2025-08-09 15:00;1;2.803360380906535;2.803360380906535
mbg smp negeri;2025-08-09 15:00;1;2.803360380906535;2.803360380906535
batununggal kota bandung;2025-08-09 15:00;1;2.803360380906535;2.803360380906535
gratis mbg dapur;2025-08-09 15:00;1;2.803360380906535;2.803360380906535
lurah samoja camat;2025-08-09 15:00;1;2.803360380906535;2.803360380906535
n kota bandung;2025-08-09 15:00;1;2.803360380906535;2.803360380906535
mbg dapur kec;2025-08-09 15:00;1;2.803360380906535;2.803360380906535
samoja kota bandung;2025-08-09 15:00;1;2.803360380906535;2.803360380906535
kota bandung terima;2025-08-09 15:00;1;2.803360380906535;2.803360380906535
smp negeri lurah;2025-08-09 15:00;1;2.803360380906535;2.803360380906535
gratis mbg jamin;2025-08-09 15:00;1;2.803360380906535;2.803360380906535
harga pasar anak;2025-08-09 15:00;1;2.803360380906535;2.803360380906535
pasar anak bangsa;2025-08-09 15:00;1;2.803360380906535;2.803360380906535
anak bangsa sehat;2025-08-09 15:00;1;2.3978952727983707;2.3978952727983707
dana makan gizi;2025-08-09 15:00;1;2.1102132003465894;2.1102132003465894
sesuai harga pasar;2025-08-09 15:00;1;1.7047480922384253;1.7047480922384253
jamin transparan atur;2025-08-09 15:00;1;2.803360380906535;2.803360380906535
