ngram;time_slot;df;idft;df_idft
sesuai prioritas rencana;2025-11-09 13:00;1;2.803360380906535;2.803360380906535
konstitusi amp uu;2025-11-09 13:00;1;2.803360380906535;2.803360380906535
sarang kkn boros;2025-11-09 13:00;1;2.803360380906535;2.803360380906535
uang pajak rakyat;2025-11-09 13:00;1;2.803360380906535;2.803360380906535
beban apbn sesuai;2025-11-09 13:00;1;2.803360380906535;2.803360380906535
amp sarang kkn;2025-11-09 13:00;1;2.803360380906535;2.803360380906535
amp uu sumber;2025-11-09 13:00;1;2.803360380906535;2.803360380906535
rakyat tambah beban;2025-11-09 13:00;1;2.803360380906535;2.803360380906535
kkn boros uang;2025-11-09 13:00;1;2.803360380906535;2.803360380906535
pajak rakyat tambah;2025-11-09 13:00;1;2.803360380906535;2.803360380906535
kamtibmas rumah makan;2025-11-09 13:00;1;2.803360380906535;2.803360380906535
sdr aswar desa;2025-11-09 13:00;1;2.803360380906535;2.803360380906535
laksana sambang silaturahmi;2025-11-09 13:00;1;2.803360380906535;2.803360380906535
s bahri lubis;2025-11-09 13:00;1;2.803360380906535;2.803360380906535
batang gadis kab;2025-11-09 13:00;1;2.1102132003465894;2.1102132003465894
cafe mantan milik;2025-11-09 13:00;1;2.803360380906535;2.803360380906535
sambang silaturahmi warga;2025-11-09 13:00;1;2.803360380906535;2.803360380906535
muara batang gadis;2025-11-09 13:00;1;2.1102132003465894;2.1102132003465894
lubis laksana sambang;2025-11-09 13:00;1;2.803360380906535;2.803360380906535
milik sdr aswar;2025-11-09 13:00;1;2.803360380906535;2.803360380906535
kec muara batang;2025-11-09 13:00;1;2.1102132003465894;2.1102132003465894
desa tabuyung kec;2025-11-09 13:00;1;2.803360380906535;2.803360380906535
tabuyung kec muara;2025-11-09 13:00;1;2.803360380906535;2.803360380906535
aiptu s bahri;2025-11-09 13:00;1;2.803360380906535;2.803360380906535
mantan milik sdr;2025-11-09 13:00;1;2.803360380906535;2.803360380906535
bahri lubis laksana;2025-11-09 13:00;1;2.803360380906535;2.803360380906535
gadis kab madina;2025-11-09 13:00;1;2.1102132003465894;2.1102132003465894
rumah makan cafe;2025-11-09 13:00;1;2.803360380906535;2.803360380906535
makan cafe mantan;2025-11-09 13:00;1;2.803360380906535;2.803360380906535
aswar desa tabuyung;2025-11-09 13:00;1;2.803360380906535;2.803360380906535
pesan kamtibmas rumah;2025-11-09 13:00;1;2.803360380906535;2.803360380906535
gadis aiptu s;2025-11-09 13:00;1;2.803360380906535;2.803360380906535
batang gadis aiptu;2025-11-09 13:00;1;2.1102132003465894;2.1102132003465894
silaturahmi warga pesan;2025-11-09 13:00;1;2.803360380906535;2.803360380906535
warga pesan pesan;2025-11-09 13:00;1;2.803360380906535;2.803360380906535
polsek muara batang;2025-11-09 13:00;1;2.1102132003465894;2.1102132003465894
bhabinkamtibmas polsek muara;2025-11-09 13:00;1;2.803360380906535;2.803360380906535
pesan pesan kamtibmas;2025-11-09 13:00;1;2.803360380906535;2.803360380906535
apbn ngakal in;2025-11-09 13:00;1;2.803360380906535;2.803360380906535
apbn mbg ambil;2025-11-09 13:00;1;2.803360380906535;2.803360380906535
doi masuk dana;2025-11-09 13:00;1;2.803360380906535;2.803360380906535
dana didik notabene;2025-11-09 13:00;1;2.803360380906535;2.803360380906535
mbg ambil dana;2025-11-09 13:00;1;2.803360380906535;2.803360380906535
mbg cabut dana;2025-11-09 13:00;1;2.803360380906535;2.803360380906535
lt apbn ngakal;2025-11-09 13:00;1;2.803360380906535;2.803360380906535
ngakal in bgt;2025-11-09 13:00;1;2.803360380906535;2.803360380906535
salah gila mbg;2025-11-09 13:00;1;2.803360380906535;2.803360380906535
cabut dana didik;2025-11-09 13:00;1;2.803360380906535;2.803360380906535
masuk dana didik;2025-11-09 13:00;1;2.803360380906535;2.803360380906535
didik mbg cabut;2025-11-09 13:00;1;2.803360380906535;2.803360380906535
mbg doi masuk;2025-11-09 13:00;1;2.803360380906535;2.803360380906535
didik notabene minimal;2025-11-09 13:00;1;2.803360380906535;2.803360380906535
notabene minimal apbn;2025-11-09 13:00;1;2.803360380906535;2.803360380906535
gila mbg doi;2025-11-09 13:00;1;2.803360380906535;2.803360380906535
dana didik lt;2025-11-09 13:00;1;2.803360380906535;2.803360380906535
ambil dana didik;2025-11-09 13:00;1;2.803360380906535;2.803360380906535
minimal apbn mbg;2025-11-09 13:00;1;2.803360380906535;2.803360380906535
dana didik mbg;2025-11-09 13:00;1;2.803360380906535;2.803360380906535
didik lt apbn;2025-11-09 13:00;1;2.803360380906535;2.803360380906535
mindblowingg mbg tara;2025-11-09 13:00;1;2.803360380906535;2.803360380906535
utang merdeka indonesia;2025-11-09 13:00;1;2.803360380906535;2.803360380906535
mbg tara utang;2025-11-09 13:00;1;2.803360380906535;2.803360380906535
merdeka indonesia belanda;2025-11-09 13:00;1;2.803360380906535;2.803360380906535
tara utang merdeka;2025-11-09 13:00;1;2.803360380906535;2.803360380906535
funfact mindblowingg mbg;2025-11-09 13:00;1;2.803360380906535;2.803360380906535
makan gizi gratis;2025-11-09 13:00;2;0.06252035698133393;0.12504071396266786
anak makan gizi;2025-11-09 13:00;1;2.3978952727983707;2.3978952727983707
siang anak makan;2025-11-09 13:00;1;2.803360380906535;2.803360380906535
kompensasi belanja tanda;2025-11-09 13:00;1;2.803360380906535;2.803360380906535
kembang pesat indonesia;2025-11-09 13:00;1;2.803360380906535;2.803360380906535
engineering kembang pesat;2025-11-09 13:00;1;2.803360380906535;2.803360380906535
fungsi didik subsidi;2025-11-09 13:00;1;2.803360380906535;2.803360380906535
anggap anggar fungsi;2025-11-09 13:00;1;2.803360380906535;2.803360380906535
didik subsidi bbm;2025-11-09 13:00;1;2.803360380906535;2.803360380906535
rang alih masuk;2025-11-09 13:00;1;2.803360380906535;2.803360380906535
bbm rang alih;2025-11-09 13:00;1;2.803360380906535;2.803360380906535
subsidi bbm rang;2025-11-09 13:00;1;2.803360380906535;2.803360380906535
mbg anggap anggar;2025-11-09 13:00;1;2.803360380906535;2.803360380906535
administrative engineering kembang;2025-11-09 13:00;1;2.803360380906535;2.803360380906535
anggar fungsi didik;2025-11-09 13:00;1;2.803360380906535;2.803360380906535
alih masuk kompensasi;2025-11-09 13:00;1;2.803360380906535;2.803360380906535
ilmu administrative engineering;2025-11-09 13:00;1;2.803360380906535;2.803360380906535
anggar mbg anggap;2025-11-09 13:00;1;2.803360380906535;2.803360380906535
kayak ilmu administrative;2025-11-09 13:00;1;2.803360380906535;2.803360380906535
belanja tanda kayak;2025-11-09 13:00;1;2.803360380906535;2.803360380906535
lihat anggar mbg;2025-11-09 13:00;1;2.803360380906535;2.803360380906535
masuk kompensasi belanja;2025-11-09 13:00;1;2.803360380906535;2.803360380906535
tanda kayak ilmu;2025-11-09 13:00;1;2.803360380906535;2.803360380906535
menu mbg total;2025-11-09 13:00;1;2.803360380906535;2.803360380906535
mbg total rp;2025-11-09 13:00;1;2.803360380906535;2.803360380906535
jatah titik sppg;2025-11-09 13:00;1;2.803360380906535;2.803360380906535
porsi sppg produksi;2025-11-09 13:00;1;2.803360380906535;2.803360380906535
laba juta belah;2025-11-09 13:00;1;2.803360380906535;2.803360380906535
sppg produksi porsi;2025-11-09 13:00;1;2.803360380906535;2.803360380906535
dunia jabat negara;2025-11-09 13:00;1;2.803360380906535;2.803360380906535
juta belah dunia;2025-11-09 13:00;1;2.803360380906535;2.803360380906535
belah dunia jabat;2025-11-09 13:00;1;2.803360380906535;2.803360380906535
review menu mbg;2025-11-09 13:00;1;2.803360380906535;2.803360380906535
jabat negara jatah;2025-11-09 13:00;1;2.803360380906535;2.803360380906535
produksi porsi laba;2025-11-09 13:00;1;2.803360380906535;2.803360380906535
negara jatah titik;2025-11-09 13:00;1;2.803360380906535;2.803360380906535
rp porsi sppg;2025-11-09 13:00;1;2.803360380906535;2.803360380906535
porsi laba juta;2025-11-09 13:00;1;2.803360380906535;2.803360380906535
total rp porsi;2025-11-09 13:00;1;2.803360380906535;2.803360380906535
ikn sih ndut;2025-11-09 13:00;1;2.803360380906535;2.803360380906535
gk mbg sm;2025-11-09 13:00;1;2.803360380906535;2.803360380906535
klau hemat anggar;2025-11-09 13:00;1;2.803360380906535;2.803360380906535
sm ikn sih;2025-11-09 13:00;1;2.803360380906535;2.803360380906535
mbg sm ikn;2025-11-09 13:00;1;2.803360380906535;2.803360380906535
sih ndut simpel;2025-11-09 13:00;1;2.803360380906535;2.803360380906535
hemat anggar gk;2025-11-09 13:00;1;2.803360380906535;2.803360380906535
anggar gk mbg;2025-11-09 13:00;1;2.803360380906535;2.803360380906535
prabowo gendut kebih;2025-11-09 13:00;1;2.803360380906535;2.803360380906535
baik perata infrastruktur;2025-11-09 13:00;1;2.803360380906535;2.803360380906535
infrastruktur didik gblok;2025-11-09 13:00;1;2.803360380906535;2.803360380906535
mbg output tai;2025-11-09 13:00;1;2.803360380906535;2.803360380906535
pilih mbg output;2025-11-09 13:00;1;2.803360380906535;2.803360380906535
perata infrastruktur didik;2025-11-09 13:00;1;2.803360380906535;2.803360380906535
tai ketimbang baik;2025-11-09 13:00;1;2.803360380906535;2.803360380906535
kebih pilih mbg;2025-11-09 13:00;1;2.803360380906535;2.803360380906535
gendut kebih pilih;2025-11-09 13:00;1;2.803360380906535;2.803360380906535
output tai ketimbang;2025-11-09 13:00;1;2.803360380906535;2.803360380906535
ketimbang baik perata;2025-11-09 13:00;1;2.803360380906535;2.803360380906535
mbg giant sea;2025-11-09 13:00;1;2.803360380906535;2.803360380906535
prabowo mbg giant;2025-11-09 13:00;1;2.803360380906535;2.803360380906535
esemka whoosh prabowo;2025-11-09 13:00;1;2.803360380906535;2.803360380906535
ikn esemka whoosh;2025-11-09 13:00;1;2.803360380906535;2.803360380906535
sby hambalang jokowi;2025-11-09 13:00;1;2.803360380906535;2.803360380906535
jokowi ikn esemka;2025-11-09 13:00;1;2.803360380906535;2.803360380906535
whoosh prabowo mbg;2025-11-09 13:00;1;2.803360380906535;2.803360380906535
giant sea wall;2025-11-09 13:00;1;2.803360380906535;2.803360380906535
hambalang jokowi ikn;2025-11-09 13:00;1;2.803360380906535;2.803360380906535
blm dapet harap;2025-11-09 13:00;1;2.803360380906535;2.803360380906535
dapet harap ga;2025-11-09 13:00;1;2.803360380906535;2.803360380906535
dapet kalo ga;2025-11-09 13:00;1;2.803360380906535;2.803360380906535
temenku kak racun;2025-11-09 13:00;1;2.803360380906535;2.803360380906535
racun mbg sampe;2025-11-09 13:00;1;2.3978952727983707;2.3978952727983707
mbg sampe muntah;2025-11-09 13:00;1;2.803360380906535;2.803360380906535
kak racun mbg;2025-11-09 13:00;1;2.803360380906535;2.803360380906535
harap ga dapet;2025-11-09 13:00;1;2.803360380906535;2.803360380906535
gimana sekolah blm;2025-11-09 13:00;1;2.803360380906535;2.803360380906535
muntah gt dapet;2025-11-09 13:00;1;2.803360380906535;2.803360380906535
gt dapet kalo;2025-11-09 13:00;1;2.803360380906535;2.803360380906535
sekolah blm dapet;2025-11-09 13:00;1;2.803360380906535;2.803360380906535
sampe muntah gt;2025-11-09 13:00;1;2.803360380906535;2.803360380906535
kalo ga makan;2025-11-09 13:00;1;2.803360380906535;2.803360380906535
ga makan gimana;2025-11-09 13:00;1;2.803360380906535;2.803360380906535
makan gimana sekolah;2025-11-09 13:00;1;2.803360380906535;2.803360380906535
ga dapet huhu;2025-11-09 13:00;1;2.803360380906535;2.803360380906535
at least gk;2025-11-09 13:00;1;2.803360380906535;2.803360380906535
mbg juta lapang;2025-11-09 13:00;1;2.803360380906535;2.803360380906535
akal mbg juta;2025-11-09 13:00;1;2.803360380906535;2.803360380906535
juta lapang kerja;2025-11-09 13:00;1;2.803360380906535;2.803360380906535
gk masup akal;2025-11-09 13:00;1;2.803360380906535;2.803360380906535
masup akal at;2025-11-09 13:00;1;2.803360380906535;2.803360380906535
least gk masup;2025-11-09 13:00;1;2.803360380906535;2.803360380906535
masup akal mbg;2025-11-09 13:00;1;2.803360380906535;2.803360380906535
akal at least;2025-11-09 13:00;1;2.803360380906535;2.803360380906535
kawal ketat anggar;2025-11-09 13:00;1;2.803360380906535;2.803360380906535
ketat anggar mbg;2025-11-09 13:00;1;2.803360380906535;2.803360380906535
anggar mbg menkeu;2025-11-09 13:00;1;2.803360380906535;2.803360380906535
mbg menkeu purbaya;2025-11-09 13:00;1;2.803360380906535;2.803360380906535
purbaya bgn transparan;2025-11-09 13:00;1;2.803360380906535;2.803360380906535
menkeu purbaya bgn;2025-11-09 13:00;1;2.803360380906535;2.803360380906535
bgn transparan publik;2025-11-09 13:00;1;2.803360380906535;2.803360380906535
kapolres oku akbp;2025-11-09 13:00;1;2.803360380906535;2.803360380906535
akbp endro aribowo;2025-11-09 13:00;1;2.803360380906535;2.803360380906535
oku akbp endro;2025-11-09 13:00;1;2.803360380906535;2.803360380906535
area mapolsek baturaja;2025-11-09 13:00;1;2.803360380906535;2.803360380906535
baturaja timur bangun;2025-11-09 13:00;1;2.803360380906535;2.803360380906535
meter persegi siap;2025-11-09 13:00;1;2.803360380906535;2.803360380906535
siap area mapolsek;2025-11-09 13:00;1;2.803360380906535;2.803360380906535
timur bangun dapur;2025-11-09 13:00;1;2.803360380906535;2.803360380906535
bangun dapur mbg;2025-11-09 13:00;1;2.803360380906535;2.803360380906535
mbg kapolres oku;2025-11-09 13:00;1;2.803360380906535;2.803360380906535
persegi siap area;2025-11-09 13:00;1;2.803360380906535;2.803360380906535
dapur mbg kapolres;2025-11-09 13:00;1;2.803360380906535;2.803360380906535
mapolsek baturaja timur;2025-11-09 13:00;1;2.803360380906535;2.803360380906535
lahan meter persegi;2025-11-09 13:00;1;2.803360380906535;2.803360380906535
gizi gratis program;2025-11-09 13:00;1;2.1102132003465894;2.1102132003465894
nepal utama sekolah;2025-11-09 13:00;1;2.803360380906535;2.803360380906535
informasi siswa holy;2025-11-09 13:00;1;2.803360380906535;2.803360380906535
siang gratis nepal;2025-11-09 13:00;1;2.803360380906535;2.803360380906535
swasta nepal terima;2025-11-09 13:00;1;2.803360380906535;2.803360380906535
gratis program makan;2025-11-09 13:00;1;2.803360380906535;2.803360380906535
nepal terima makan;2025-11-09 13:00;1;2.803360380906535;2.803360380906535
sekolah swasta nepal;2025-11-09 13:00;1;2.803360380906535;2.803360380906535
utama sekolah negeri;2025-11-09 13:00;1;2.803360380906535;2.803360380906535
gratis nepal utama;2025-11-09 13:00;1;2.803360380906535;2.803360380906535
siswa holy bell;2025-11-09 13:00;1;2.803360380906535;2.803360380906535
swasta dasar cari;2025-11-09 13:00;1;2.803360380906535;2.803360380906535
terima makan gizi;2025-11-09 13:00;1;2.3978952727983707;2.3978952727983707
bell school sekolah;2025-11-09 13:00;1;2.803360380906535;2.803360380906535
negeri swasta dasar;2025-11-09 13:00;1;2.803360380906535;2.803360380906535
sekolah negeri swasta;2025-11-09 13:00;1;2.803360380906535;2.803360380906535
cari baru september;2025-11-09 13:00;1;2.803360380906535;2.803360380906535
makan siang gratis;2025-11-09 13:00;1;2.1102132003465894;2.1102132003465894
dasar cari baru;2025-11-09 13:00;1;2.803360380906535;2.803360380906535
holy bell school;2025-11-09 13:00;1;2.803360380906535;2.803360380906535
school sekolah swasta;2025-11-09 13:00;1;2.803360380906535;2.803360380906535
program makan siang;2025-11-09 13:00;1;2.803360380906535;2.803360380906535
racun berita ratus;2025-11-09 15:00;1;2.803360380906535;2.803360380906535
berita ratus siswa;2025-11-09 15:00;1;2.803360380906535;2.803360380906535
aku dunia iya;2025-11-09 15:00;1;2.803360380906535;2.803360380906535
iya aku racun;2025-11-09 15:00;1;2.803360380906535;2.803360380906535
dunia iya aku;2025-11-09 15:00;1;2.803360380906535;2.803360380906535
aku racun berita;2025-11-09 15:00;1;2.803360380906535;2.803360380906535
ratus siswa racun;2025-11-09 15:00;1;2.803360380906535;2.803360380906535
prabowo program mbg;2025-11-09 15:00;1;2.803360380906535;2.803360380906535
program mbg aku;2025-11-09 15:00;1;2.803360380906535;2.803360380906535
mbg aku dunia;2025-11-09 15:00;1;2.803360380906535;2.803360380906535
ujung dipake mbg;2025-11-09 15:00;1;2.803360380906535;2.803360380906535
anggar didik dipake;2025-11-09 15:00;1;2.803360380906535;2.803360380906535
didik mbg as;2025-11-09 15:00;1;2.803360380906535;2.803360380906535
mbg as if;2025-11-09 15:00;1;2.803360380906535;2.803360380906535
didik pakai butuh;2025-11-09 15:00;1;2.803360380906535;2.803360380906535
pakai butuh didik;2025-11-09 15:00;1;2.803360380906535;2.803360380906535
mbg prabowo ken;2025-11-09 15:00;1;2.803360380906535;2.803360380906535
realokasi anggar didik;2025-11-09 15:00;1;2.803360380906535;2.803360380906535
ken realokasi anggar;2025-11-09 15:00;1;2.803360380906535;2.803360380906535
hasil hemat anggar;2025-11-09 15:00;1;2.803360380906535;2.803360380906535
ujung ujung dipake;2025-11-09 15:00;1;2.803360380906535;2.803360380906535
hemat anggar didik;2025-11-09 15:00;1;2.3978952727983707;2.3978952727983707
anggar didik pakai;2025-11-09 15:00;1;2.803360380906535;2.803360380906535
if anggar didik;2025-11-09 15:00;1;2.803360380906535;2.803360380906535
as if anggar;2025-11-09 15:00;1;2.803360380906535;2.803360380906535
butuh didik liat;2025-11-09 15:00;1;2.803360380906535;2.803360380906535
didik liat ujung;2025-11-09 15:00;1;2.803360380906535;2.803360380906535
anggar didik mbg;2025-11-09 15:00;2;2.803360380906535;5.60672076181307
didik dipake mbg;2025-11-09 15:00;1;2.803360380906535;2.803360380906535
dana hasil hemat;2025-11-09 15:00;1;2.803360380906535;2.803360380906535
prabowo ken realokasi;2025-11-09 15:00;1;2.803360380906535;2.803360380906535
liat ujung ujung;2025-11-09 15:00;1;2.803360380906535;2.803360380906535
dipake mbg prabowo;2025-11-09 15:00;1;2.803360380906535;2.803360380906535
program mbg kurang;2025-11-09 15:00;1;2.803360380906535;2.803360380906535
mbg kurang biasa;2025-11-09 15:00;1;2.3978952727983707;2.3978952727983707
biasa anak jajan;2025-11-09 15:00;1;2.3978952727983707;2.3978952727983707
pakar program mbg;2025-11-09 15:00;1;2.803360380906535;2.803360380906535
anak jajan manis;2025-11-09 15:00;1;2.3978952727983707;2.3978952727983707
kurang biasa anak;2025-11-09 15:00;1;2.3978952727983707;2.3978952727983707
koar mbg si;2025-11-09 15:00;1;2.803360380906535;2.803360380906535
abadi agenda selubung;2025-11-09 15:00;1;2.803360380906535;2.803360380906535
si heri nih;2025-11-09 15:00;1;2.803360380906535;2.803360380906535
koar koar dana;2025-11-09 15:00;1;2.803360380906535;2.803360380906535
dana abadi mana;2025-11-09 15:00;1;2.803360380906535;2.803360380906535
mbg si heri;2025-11-09 15:00;1;2.803360380906535;2.803360380906535
koar dana abadi;2025-11-09 15:00;1;2.803360380906535;2.803360380906535
koar koar mbg;2025-11-09 15:00;1;2.803360380906535;2.803360380906535
kalo si prabowo;2025-11-09 15:00;1;2.803360380906535;2.803360380906535
mana dana abadi;2025-11-09 15:00;1;2.803360380906535;2.803360380906535
prabowo koar koar;2025-11-09 15:00;1;2.803360380906535;2.803360380906535
nih koar koar;2025-11-09 15:00;1;2.803360380906535;2.803360380906535
dana abadi agenda;2025-11-09 15:00;1;2.803360380906535;2.803360380906535
heri nih koar;2025-11-09 15:00;1;2.803360380906535;2.803360380906535
si prabowo koar;2025-11-09 15:00;1;2.803360380906535;2.803360380906535
abadi mana dana;2025-11-09 15:00;1;2.803360380906535;2.803360380906535
tiktok lembaga khusus;2025-11-09 15:00;1;2.803360380906535;2.803360380906535
enak tau gak;2025-11-09 15:00;1;2.803360380906535;2.803360380906535
tau gak alas;2025-11-09 15:00;1;2.803360380906535;2.803360380906535
rancang mbg temu;2025-11-09 15:00;1;2.803360380906535;2.803360380906535
adik bilang enak;2025-11-09 15:00;1;2.803360380906535;2.803360380906535
temu menu adik;2025-11-09 15:00;1;2.803360380906535;2.803360380906535
khusus gizi rancang;2025-11-09 15:00;1;2.803360380906535;2.803360380906535
mbg temu menu;2025-11-09 15:00;1;2.803360380906535;2.803360380906535
lembaga khusus gizi;2025-11-09 15:00;1;2.803360380906535;2.803360380906535
negeri makan ganti;2025-11-09 15:00;1;2.803360380906535;2.803360380906535
menu adik bilang;2025-11-09 15:00;1;2.803360380906535;2.803360380906535
lihat tiktok lembaga;2025-11-09 15:00;1;2.803360380906535;2.803360380906535
bilang enak tau;2025-11-09 15:00;1;2.803360380906535;2.803360380906535
alas negeri makan;2025-11-09 15:00;1;2.803360380906535;2.803360380906535
gizi rancang mbg;2025-11-09 15:00;1;2.803360380906535;2.803360380906535
gak alas negeri;2025-11-09 15:00;1;2.803360380906535;2.803360380906535
makan ganti panas;2025-11-09 15:00;1;2.803360380906535;2.803360380906535
panas rempah rempah;2025-11-09 15:00;1;2.803360380906535;2.803360380906535
ganti panas rempah;2025-11-09 15:00;1;2.803360380906535;2.803360380906535
bgt abis war;2025-11-09 15:00;1;2.803360380906535;2.803360380906535
abis war mbg;2025-11-09 15:00;1;2.803360380906535;2.803360380906535
wkwk seru bgt;2025-11-09 15:00;1;2.803360380906535;2.803360380906535
seru bgt abis;2025-11-09 15:00;1;2.803360380906535;2.803360380906535
war mbg lovers;2025-11-09 15:00;1;2.803360380906535;2.803360380906535
gadis aiptu indra;2025-11-09 15:00;1;2.3978952727983707;2.3978952727983707
gadis desa singkuang;2025-11-09 15:00;1;2.803360380906535;2.803360380906535
batang gadis kab;2025-11-09 15:00;1;2.1102132003465894;2.1102132003465894
desa singkuang kec;2025-11-09 15:00;1;2.803360380906535;2.803360380906535
ali akbar laksana;2025-11-09 15:00;1;2.3978952727983707;2.3978952727983707
muara batang gadis;2025-11-09 15:00;1;2.1102132003465894;2.1102132003465894
kec muara batang;2025-11-09 15:00;1;2.1102132003465894;2.1102132003465894
akbar laksana patroli;2025-11-09 15:00;1;2.3978952727983707;2.3978952727983707
batang gadis desa;2025-11-09 15:00;1;2.803360380906535;2.803360380906535
samapta polsek muara;2025-11-09 15:00;1;2.3978952727983707;2.3978952727983707
aiptu indra ali;2025-11-09 15:00;1;2.3978952727983707;2.3978952727983707
singkuang kec muara;2025-11-09 15:00;1;2.803360380906535;2.803360380906535
indra ali akbar;2025-11-09 15:00;1;2.3978952727983707;2.3978952727983707
kanit samapta polsek;2025-11-09 15:00;1;2.3978952727983707;2.3978952727983707
gadis kab madina;2025-11-09 15:00;1;2.1102132003465894;2.1102132003465894
monitoring kantor camat;2025-11-09 15:00;1;2.803360380906535;2.803360380906535
kantor camat muara;2025-11-09 15:00;1;2.803360380906535;2.803360380906535
batang gadis aiptu;2025-11-09 15:00;1;2.1102132003465894;2.1102132003465894
camat muara batang;2025-11-09 15:00;1;2.803360380906535;2.803360380906535
laksana patroli monitoring;2025-11-09 15:00;1;2.803360380906535;2.803360380906535
polsek muara batang;2025-11-09 15:00;1;2.1102132003465894;2.1102132003465894
patroli monitoring kantor;2025-11-09 15:00;1;2.803360380906535;2.803360380906535
pajak gwah inimah;2025-11-09 15:00;1;2.803360380906535;2.803360380906535
inimah kaya baca;2025-11-09 15:00;1;2.803360380906535;2.803360380906535
sd kalo makan;2025-11-09 15:00;1;2.803360380906535;2.803360380906535
dr pajak gwah;2025-11-09 15:00;1;2.803360380906535;2.803360380906535
anak sd kalo;2025-11-09 15:00;1;2.803360380906535;2.803360380906535
kalo makan gizi;2025-11-09 15:00;1;2.803360380906535;2.803360380906535
bingung dr pajak;2025-11-09 15:00;1;2.803360380906535;2.803360380906535
jg bingung dr;2025-11-09 15:00;1;2.803360380906535;2.803360380906535
makan gizi gratis;2025-11-09 15:00;2;0.06252035698133393;0.12504071396266786
baca narasi anak;2025-11-09 15:00;1;2.803360380906535;2.803360380906535
gwah jg bingung;2025-11-09 15:00;1;2.803360380906535;2.803360380906535
narasi anak sd;2025-11-09 15:00;1;2.803360380906535;2.803360380906535
kaya baca narasi;2025-11-09 15:00;1;2.803360380906535;2.803360380906535
gwah inimah kaya;2025-11-09 15:00;1;2.803360380906535;2.803360380906535
gizi gratis prabowo;2025-11-09 15:00;1;2.803360380906535;2.803360380906535
makan basi gratis;2025-11-09 15:00;1;2.803360380906535;2.803360380906535
mbg makan basi;2025-11-09 15:00;1;2.803360380906535;2.803360380906535
mbg makan gizi;2025-11-09 15:00;1;1.0986122886681098;1.0986122886681098
basi gratis udah;2025-11-09 15:00;1;2.803360380906535;2.803360380906535
gratis mbg makan;2025-11-09 15:00;1;2.803360380906535;2.803360380906535
udah sayur basi;2025-11-09 15:00;1;2.803360380906535;2.803360380906535
gizi gratis mbg;2025-11-09 15:00;1;0.7884573603642703;0.7884573603642703
gratis udah sayur;2025-11-09 15:00;1;2.803360380906535;2.803360380906535
didik mbg inkompeten;2025-11-09 15:00;1;2.803360380906535;2.803360380906535
mbg inkompeten banget;2025-11-09 15:00;1;2.803360380906535;2.803360380906535
la anggar didik;2025-11-09 15:00;1;2.803360380906535;2.803360380906535
mbg tambah belanja;2025-11-09 20:00;1;2.803360380906535;2.803360380906535
produktif bakar duit;2025-11-09 20:00;1;2.803360380906535;2.803360380906535
restrukturisasi apbn program;2025-11-09 20:00;1;2.803360380906535;2.803360380906535
ga tengah sulit;2025-11-09 20:00;1;2.803360380906535;2.803360380906535
gizi gratis wajib;2025-11-09 20:00;1;2.803360380906535;2.803360380906535
tambah belanja konsumtif;2025-11-09 20:00;1;2.803360380906535;2.803360380906535
program populis produktif;2025-11-09 20:00;1;2.803360380906535;2.803360380906535
tiada mbg program;2025-11-09 20:00;1;2.803360380906535;2.803360380906535
makan gizi gratis;2025-11-09 20:00;1;0.06252035698133393;0.06252035698133393
program mbg makan;2025-11-09 20:00;1;2.1102132003465894;2.1102132003465894
apbn mbg tambah;2025-11-09 20:00;1;2.803360380906535;2.803360380906535
populis produktif bakar;2025-11-09 20:00;1;2.803360380906535;2.803360380906535
apbn program mbg;2025-11-09 20:00;1;2.803360380906535;2.803360380906535
uang apbn mbg;2025-11-09 20:00;1;2.803360380906535;2.803360380906535
mbg makan gizi;2025-11-09 20:00;1;1.0986122886681098;1.0986122886681098
gratis wajib tiada;2025-11-09 20:00;1;2.803360380906535;2.803360380906535
duit ga tengah;2025-11-09 20:00;1;2.803360380906535;2.803360380906535
bakar duit ga;2025-11-09 20:00;1;2.803360380906535;2.803360380906535
wajib tiada mbg;2025-11-09 20:00;1;2.803360380906535;2.803360380906535
mbg program populis;2025-11-09 20:00;1;2.803360380906535;2.803360380906535
sulit uang apbn;2025-11-09 20:00;1;2.803360380906535;2.803360380906535
tengah sulit uang;2025-11-09 20:00;1;2.803360380906535;2.803360380906535
bicara restrukturisasi apbn;2025-11-09 20:00;1;2.803360380906535;2.803360380906535
gizi gratis investasi;2025-11-09 05:00;1;2.3978952727983707;2.3978952727983707
makan gizi gratis;2025-11-09 05:00;3;0.06252035698133393;0.1875610709440018
gratis investasi bangsa;2025-11-09 05:00;1;2.803360380906535;2.803360380906535
investasi bangsa generasi;2025-11-09 05:00;1;2.803360380906535;2.803360380906535
bangsa generasi emas;2025-11-09 05:00;1;2.803360380906535;2.803360380906535
gratis makan investasi;2025-11-09 05:00;1;2.803360380906535;2.803360380906535
anak sekolah hamil;2025-11-09 05:00;1;2.803360380906535;2.803360380906535
asupan sehat anak;2025-11-09 05:00;1;2.803360380906535;2.803360380906535
emas asupan sehat;2025-11-09 05:00;1;2.803360380906535;2.803360380906535
investasi generasi emas;2025-11-09 05:00;1;2.803360380906535;2.803360380906535
generasi emas asupan;2025-11-09 05:00;1;2.803360380906535;2.803360380906535
sekolah hamil susu;2025-11-09 05:00;1;2.803360380906535;2.803360380906535
gizi gratis makan;2025-11-09 05:00;1;2.803360380906535;2.803360380906535
hamil susu balita;2025-11-09 05:00;1;2.3978952727983707;2.3978952727983707
