time_slot;cluster_id;topic_core;ngrams;max_dfidf
2025-11-09;0;m;m;1.0
2025-11-09;1;g;g;1.0
2025-11-09;2;a;a;0.9856115107913669
2025-11-09;3;n;n;0.9568345323741008
2025-11-09;4;k;k;0.9424460431654677
2025-11-09;5;t;t;0.935251798561151
2025-11-09;6;i;i;0.9280575539568345
2025-11-09;7;s;s;0.920863309352518
2025-08-09;8;k;k;1.0
2025-08-09;9;m;m;1.0
2025-08-09;10;n;n;1.0
2025-08-09;11;a;a, a n;1.0
2025-08-09;12;g;g;1.0
2025-08-09;13;r;r;1.0
2025-08-09;14;i;i;1.0
2025-08-09;15;t;t;0.9928057553956835
