time_slot;topic_id;topic_terms;max_dfidf;term_count
2025-11-09 21:00;2025-11-09 21:00_T2;wajib program makan;2.803360380906535;1
2025-11-09 21:00;2025-11-09 21:00_T3;halal standar wajib;2.803360380906535;1
2025-11-09 21:00;2025-11-09 21:00_T4;standar wajib program;2.803360380906535;1
2025-11-09 21:00;2025-11-09 21:00_T5;sertifikasi halal standar;2.803360380906535;1
2025-11-09 21:00;2025-11-09 21:00_T6;kepala bpjh sertifikasi;2.803360380906535;1
2025-11-09 21:00;2025-11-09 21:00_T7;program makan gizi;0.3610133455373305;1
2025-11-09 21:00;2025-11-09 21:00_T8;makan gizi gratis;0.06252035698133393;1
2025-11-09 16:00;2025-11-09 16:00_T1;mesti kayak gin;2.803360380906535;1
2025-11-09 16:00;2025-11-09 16:00_T2;mbg mesti kayak;2.803360380906535;1
2025-11-09 16:00;2025-11-09 16:00_T3;kayak gin wok;2.803360380906535;1
