ngram;time_slot;df;df_prev;idft;boost;df_idft;is_entity;entity_type
ada mbg;2025-08-09 14:00;1;0;4.526361;1.0;4.526361;False;
perintah bukti;2025-08-09 14:00;1;0;4.526361;1.0;4.526361;False;
bukti komitmen;2025-08-09 14:00;1;1;3.833213;1.0;3.833213;False;
komitmen makan;2025-08-09 14:00;2;1;3.833213;1.0;7.666427;False;
anggar super;2025-08-09 14:00;1;0;4.526361;1.0;4.526361;False;
super transparan;2025-08-09 14:00;1;1;3.833213;1.0;3.833213;False;
pasar at;2025-08-09 14:00;1;1;3.833213;1.0;3.833213;False;
cost bpkp;2025-08-09 14:00;2;4;2.916923;1.5;8.750768;True;ORG
bpkp plus;2025-08-09 14:00;1;0;4.526361;1.5;6.789541;True;ORG
gak mainin;2025-08-09 14:00;1;0;4.526361;1.0;4.526361;False;
plus kpk;2025-08-09 14:00;1;0;4.526361;1.5;6.789541;True;ORG
biaya at;2025-08-09 14:00;1;0;4.526361;1.0;4.526361;False;
kpk pastiin;2025-08-09 14:00;1;0;4.526361;1.5;6.789541;True;ORG
kppn kelola;2025-08-09 14:00;1;2;3.427748;1.5;5.141622;True;ORG
pastiin gak;2025-08-09 14:00;1;0;4.526361;1.0;4.526361;False;
aman sasar;2025-08-09 14:00;2;0;4.526361;1.0;9.052721;False;
kelola biaya;2025-08-09 14:00;1;0;4.526361;1.0;4.526361;False;
sasar kppn;2025-08-09 14:00;1;0;4.526361;1.5;6.789541;True;ORG
mainin dana;2025-08-09 14:00;1;0;4.526361;1.0;4.526361;False;
kpk dana;2025-08-09 14:00;1;0;4.526361;1.5;6.789541;True;ORG
mbg libat;2025-08-09 14:00;1;0;4.526361;1.0;4.526361;False;
cost zero;2025-08-09 14:00;1;0;4.526361;1.0;4.526361;False;
zero manipulasi;2025-08-09 14:00;1;0;4.526361;1.0;4.526361;False;
libat awas;2025-08-09 14:00;1;0;4.526361;1.0;4.526361;False;
gratis atur;2025-08-09 14:00;3;1;3.833213;1.0;11.49964;False;
ketat awas;2025-08-09 14:00;1;0;4.526361;1.0;4.526361;False;
ruang korupsi;2025-08-09 14:00;1;0;4.526361;1.0;4.526361;False;
super ketat;2025-08-09 14:00;1;0;4.526361;1.0;4.526361;False;
korupsi mbg;2025-08-09 14:00;2;1;3.833213;1.0;7.666427;False;
atur super;2025-08-09 14:00;1;0;4.526361;1.0;4.526361;False;
layak anak;2025-08-09 14:00;1;0;4.526361;1.0;4.526361;False;
aman layak;2025-08-09 14:00;1;0;4.526361;1.0;4.526361;False;
janji makan;2025-08-09 14:00;1;0;4.526361;1.0;4.526361;False;
beneran kawal;2025-08-09 14:00;1;0;4.526361;1.0;4.526361;False;
kawal detail;2025-08-09 14:00;1;0;4.526361;1.0;4.526361;False;
detail aman;2025-08-09 14:00;1;0;4.526361;1.0;4.526361;False;
anak indonesia;2025-08-09 14:00;1;2;3.427748;1.5;5.141622;True;LOC
mbg janji;2025-08-09 14:00;1;0;4.526361;1.0;4.526361;False;
gratis beneran;2025-08-09 14:00;1;0;4.526361;1.0;4.526361;False;
kpk jagain;2025-08-09 14:00;1;0;4.526361;1.5;6.789541;True;ORG
gratis anak;2025-08-09 14:00;1;1;3.833213;1.0;3.833213;False;
buka bpkp;2025-08-09 14:00;1;0;4.526361;1.5;6.789541;True;ORG
jagain ga;2025-08-09 14:00;1;0;4.526361;1.0;4.526361;False;
cost kelola;2025-08-09 14:00;2;1;3.833213;1.0;7.666427;False;
ga celah;2025-08-09 14:00;1;0;4.526361;1.0;4.526361;False;
anak bersih;2025-08-09 14:00;1;0;4.526361;1.0;4.526361;False;
anak anak;2025-08-09 14:00;1;2;3.427748;1.0;3.427748;False;
bersih at;2025-08-09 14:00;1;0;4.526361;1.0;4.526361;False;
gratis dukung;2025-08-09 14:00;1;0;4.526361;1.0;4.526361;False;
kpk awas;2025-08-09 14:00;2;4;2.916923;1.5;8.750768;True;ORG
dukung perintah;2025-08-09 14:00;1;0;4.526361;1.0;4.526361;False;
perintah buka;2025-08-09 14:00;1;0;4.526361;1.0;4.526361;False;
penuh mbg;2025-08-09 14:00;1;0;4.526361;1.0;4.526361;False;
transparansi penuh;2025-08-09 14:00;1;0;4.526361;1.0;4.526361;False;
pasar bpkp;2025-08-09 14:00;1;3;3.140066;1.5;4.710099;True;ORG
buka kelola;2025-08-09 14:00;1;0;4.526361;1.0;4.526361;False;
awas maksimal;2025-08-09 14:00;1;3;3.140066;1.0;3.140066;False;
hadir anggar;2025-08-09 14:00;1;0;4.526361;1.0;4.526361;False;
bersih awas;2025-08-09 14:00;1;1;3.833213;1.0;3.833213;False;
maksimal bpkp;2025-08-09 14:00;1;0;4.526361;1.5;6.789541;True;ORG
anggar bersih;2025-08-09 14:00;1;0;4.526361;1.0;4.526361;False;
kpk bpkp;2025-08-09 14:00;1;1;3.833213;1.5;5.74982;True;ORG
main main;2025-08-09 14:00;1;1;3.833213;1.0;3.833213;False;
bpkp main;2025-08-09 14:00;1;0;4.526361;1.5;6.789541;True;ORG
buka kppn;2025-08-09 14:00;1;1;3.833213;1.5;5.74982;True;ORG
perintah hadir;2025-08-09 14:00;2;0;4.526361;1.0;9.052721;False;
kpk bebas;2025-08-09 14:00;1;1;3.833213;1.5;5.74982;True;ORG
bebas mark;2025-08-09 14:00;1;1;3.833213;1.0;3.833213;False;
kelola anggar;2025-08-09 14:00;1;2;3.427748;1.0;3.427748;False;
mbg harga;2025-08-09 14:00;1;1;3.833213;1.0;3.833213;False;
dana jalur;2025-08-09 14:00;1;0;4.526361;1.0;4.526361;False;
jalur kppn;2025-08-09 14:00;1;0;4.526361;1.5;6.789541;True;ORG
bareng mbg;2025-08-09 14:00;1;0;4.526361;1.0;4.526361;False;
cost dana;2025-08-09 14:00;1;1;3.833213;1.0;3.833213;False;
bersih bareng;2025-08-09 14:00;1;0;4.526361;1.0;4.526361;False;
mbg transparan;2025-08-09 14:00;1;0;4.526361;1.0;4.526361;False;
langsung kpk;2025-08-09 14:00;1;0;4.526361;1.5;6.789541;True;ORG
bebas korupsi;2025-08-09 14:00;1;0;4.526361;1.0;4.526361;False;
korupsi awas;2025-08-09 14:00;1;0;4.526361;1.0;4.526361;False;
transparan bebas;2025-08-09 14:00;1;0;4.526361;1.0;4.526361;False;
keluar makan;2025-08-09 14:00;1;0;4.526361;1.0;4.526361;False;
bangsa program;2025-08-09 14:00;1;0;4.526361;1.0;4.526361;False;
program mbg;2025-08-09 14:00;3;1;3.833213;1.0;11.49964;False;
jaga anak;2025-08-09 14:00;1;0;4.526361;1.0;4.526361;False;
transparan mark;2025-08-09 14:00;1;1;3.833213;1.0;3.833213;False;
program makan;2025-08-09 14:00;1;9;2.223775;1.0;2.223775;False;
kelola mbg;2025-08-09 14:00;1;1;3.833213;1.0;3.833213;False;
kasih kelola;2025-08-09 14:00;1;0;4.526361;1.0;4.526361;False;
dana bener;2025-08-09 14:00;1;0;4.526361;1.0;4.526361;False;
kelola dana;2025-08-09 14:00;2;2;3.427748;1.0;6.855496;False;
gratis kasih;2025-08-09 14:00;1;0;4.526361;1.0;4.526361;False;
bener diawasin;2025-08-09 14:00;1;0;4.526361;1.0;4.526361;False;
langsung kppn;2025-08-09 14:00;1;0;4.526361;1.5;6.789541;True;ORG
kpk kelola;2025-08-09 14:00;1;1;3.833213;1.5;5.74982;True;ORG
mbg awas;2025-08-09 14:00;1;0;4.526361;1.0;4.526361;False;
bersih makan;2025-08-09 14:00;1;0;4.526361;1.0;4.526361;False;
kelola langsung;2025-08-09 14:00;1;1;3.833213;1.0;3.833213;False;
mbg buka;2025-08-09 14:00;1;1;3.833213;1.0;3.833213;False;
amp kpk;2025-08-09 14:00;2;5;2.734601;1.5;8.203803;True;ORG
cost anggar;2025-08-09 14:00;1;0;4.526361;1.0;4.526361;False;
anggar aman;2025-08-09 14:00;1;0;4.526361;1.0;4.526361;False;
aman berkat;2025-08-09 14:00;1;0;4.526361;1.0;4.526361;False;
berkat kppn;2025-08-09 14:00;1;0;4.526361;1.5;6.789541;True;ORG
bpkp amp;2025-08-09 14:00;2;5;2.734601;1.5;8.203803;True;ORG
kpk ketat;2025-08-09 14:00;1;0;4.526361;1.5;6.789541;True;ORG
kelola at;2025-08-09 14:00;1;1;3.833213;1.0;3.833213;False;
cost kppn;2025-08-09 14:00;1;2;3.427748;1.5;5.141622;True;ORG
dana kelola;2025-08-09 14:00;2;0;4.526361;1.0;9.052721;False;
atur celah;2025-08-09 14:00;1;0;4.526361;1.0;4.526361;False;
jaga lembaga;2025-08-09 14:00;1;0;4.526361;1.0;4.526361;False;
bukti makan;2025-08-09 14:00;1;0;4.526361;1.0;4.526361;False;
dana buka;2025-08-09 14:00;2;1;3.833213;1.0;7.666427;False;
korupsi dana;2025-08-09 14:00;1;0;4.526361;1.0;4.526361;False;
buka jaga;2025-08-09 14:00;1;0;4.526361;1.0;4.526361;False;
lembaga awas;2025-08-09 14:00;1;0;4.526361;1.0;4.526361;False;
perintah generasi;2025-08-09 14:00;1;0;4.526361;1.0;4.526361;False;
hasil kerja;2025-08-09 14:00;1;0;4.526361;1.0;4.526361;False;
mbg hasil;2025-08-09 14:00;1;0;4.526361;1.0;4.526361;False;
generasi awas;2025-08-09 14:00;1;0;4.526361;1.0;4.526361;False;
nyata perintah;2025-08-09 14:00;1;1;3.833213;1.0;3.833213;False;
awas lembaga;2025-08-09 14:00;1;1;3.833213;1.0;3.833213;False;
kerja nyata;2025-08-09 14:00;1;0;4.526361;1.0;4.526361;False;
harga atur;2025-08-09 14:00;1;0;4.526361;1.0;4.526361;False;
atur at;2025-08-09 14:00;1;2;3.427748;1.0;3.427748;False;
terobos makan;2025-08-09 14:00;1;0;4.526361;1.0;4.526361;False;
hadir terobos;2025-08-09 14:00;1;0;4.526361;1.0;4.526361;False;
proses awas;2025-08-09 14:00;1;0;4.526361;1.0;4.526361;False;
gratis at;2025-08-09 14:00;1;0;4.526361;1.0;4.526361;False;
up proses;2025-08-09 14:00;1;1;3.833213;1.0;3.833213;False;
rupiah mbg;2025-08-09 14:00;1;3;3.140066;1.0;3.140066;False;
up harga;2025-08-09 14:00;1;1;3.833213;1.0;3.833213;False;
sistem anti;2025-08-09 14:00;1;0;4.526361;1.0;4.526361;False;
buka audit;2025-08-09 14:00;1;0;4.526361;1.0;4.526361;False;
hadir sistem;2025-08-09 14:00;1;0;4.526361;1.0;4.526361;False;
cost buka;2025-08-09 14:00;1;0;4.526361;1.0;4.526361;False;
atur transparan;2025-08-09 14:00;1;0;4.526361;1.0;4.526361;False;
keluar awas;2025-08-09 14:00;1;0;4.526361;1.0;4.526361;False;
mbg percaya;2025-08-09 14:00;1;1;3.833213;1.0;3.833213;False;
up keluar;2025-08-09 14:00;1;0;4.526361;1.0;4.526361;False;
harga mark;2025-08-09 14:00;2;0;4.526361;1.0;9.052721;False;
gratis layak;2025-08-09 14:00;1;0;4.526361;1.0;4.526361;False;
pasar pantau;2025-08-09 14:00;1;0;4.526361;1.0;4.526361;False;
layak dana;2025-08-09 14:00;1;0;4.526361;1.0;4.526361;False;
hadir kasih;2025-08-09 14:00;1;0;4.526361;1.0;4.526361;False;
kasih makan;2025-08-09 14:00;1;0;4.526361;1.0;4.526361;False;
kawal penuh;2025-08-09 14:00;1;0;4.526361;1.0;4.526361;False;
mudah aman;2025-08-09 14:00;1;0;4.526361;1.0;4.526361;False;
aman anggar;2025-08-09 14:00;1;1;3.833213;1.0;3.833213;False;
cost kawal;2025-08-09 14:00;1;0;4.526361;1.0;4.526361;False;
syukur mbg;2025-08-09 14:00;1;0;4.526361;1.0;4.526361;False;
gratis mudah;2025-08-09 14:00;1;0;4.526361;1.0;4.526361;False;
dana jaga;2025-08-09 14:00;1;0;4.526361;1.0;4.526361;False;
cost peluang;2025-08-09 14:00;1;0;4.526361;1.0;4.526361;False;
rapat harga;2025-08-09 14:00;1;0;4.526361;1.0;4.526361;False;
peluang mark;2025-08-09 14:00;1;0;4.526361;1.0;4.526361;False;
jaga rapat;2025-08-09 14:00;1;0;4.526361;1.0;4.526361;False;
mbg dana;2025-08-09 14:00;1;2;3.427748;1.0;3.427748;False;
mbg anggar;2025-08-09 14:00;1;2;3.427748;1.0;3.427748;False;
ga korupsi;2025-08-09 14:00;1;0;4.526361;1.0;4.526361;False;
penuh ga;2025-08-09 14:00;1;0;4.526361;1.0;4.526361;False;
awas penuh;2025-08-09 14:00;3;0;4.526361;1.0;13.579082;False;
up biaya;2025-08-09 14:00;1;0;4.526361;1.0;4.526361;False;
biaya sesuai;2025-08-09 14:00;1;0;4.526361;1.0;4.526361;False;
penuh bpkp;2025-08-09 14:00;1;0;4.526361;1.5;6.789541;True;ORG
gratis mark;2025-08-09 14:00;1;0;4.526361;1.0;4.526361;False;
pasar dana;2025-08-09 14:00;1;0;4.526361;1.0;4.526361;False;
kppn bpkp;2025-08-09 14:00;1;0;4.526361;1.5;6.789541;True;ORG
anggar pantau;2025-08-09 14:00;1;0;4.526361;1.0;4.526361;False;
pantau bareng;2025-08-09 14:00;1;0;4.526361;1.0;4.526361;False;
bareng kppn;2025-08-09 14:00;1;0;4.526361;1.5;6.789541;True;ORG
kawal bpkp;2025-08-09 14:00;1;1;3.833213;1.5;5.74982;True;ORG
hadir anak;2025-08-09 14:00;1;1;3.833213;1.0;3.833213;False;
bangsa proses;2025-08-09 14:00;1;1;3.833213;1.0;3.833213;False;
pasar kawal;2025-08-09 14:00;1;0;4.526361;1.0;4.526361;False;
proses dana;2025-08-09 14:00;1;0;4.526361;1.0;4.526361;False;
hadir dgn;2025-08-09 14:00;1;0;4.526361;1.0;4.526361;False;
dgn makan;2025-08-09 14:00;1;0;4.526361;1.0;4.526361;False;
transparan at;2025-08-09 14:00;1;3;3.140066;1.0;3.140066;False;
dl buang;2025-08-09 14:00;1;0;4.526361;1.0;4.526361;False;
ego kampanye;2025-08-09 14:00;1;0;4.526361;1.0;4.526361;False;
atuh suruh;2025-08-09 14:00;1;0;4.526361;1.0;4.526361;False;
amsiong stop;2025-08-09 14:00;1;0;4.526361;1.0;4.526361;False;
org tua;2025-08-09 14:00;1;0;4.526361;1.0;4.526361;False;
gk produktif;2025-08-09 14:00;1;0;4.526361;1.0;4.526361;False;
masakin negara;2025-08-09 14:00;1;0;4.526361;1.0;4.526361;False;
suruh org;2025-08-09 14:00;1;0;4.526361;1.0;4.526361;False;
kesampingankan ego;2025-08-09 14:00;1;0;4.526361;1.0;4.526361;False;
anak makan;2025-08-09 14:00;1;1;3.833213;1.0;3.833213;False;
gk makan;2025-08-09 14:00;1;0;4.526361;1.0;4.526361;False;
stop dl;2025-08-09 14:00;1;0;4.526361;1.0;4.526361;False;
produktif anak;2025-08-09 14:00;1;0;4.526361;1.0;4.526361;False;
buang anggar;2025-08-09 14:00;1;0;4.526361;1.0;4.526361;False;
negara lg;2025-08-09 14:00;1;0;4.526361;1.0;4.526361;False;
jg bs;2025-08-09 14:00;1;0;4.526361;1.0;4.526361;False;
bs atuh;2025-08-09 14:00;1;0;4.526361;1.0;4.526361;False;
anggar gk;2025-08-09 14:00;1;0;4.526361;1.0;4.526361;False;
gratis kali;2025-08-09 14:00;1;0;4.526361;1.0;4.526361;False;
kerja kantin;2025-08-09 14:00;1;0;4.526361;1.0;4.526361;False;
makan siang;2025-08-09 14:00;1;0;4.526361;1.0;4.526361;False;
sekolah jg;2025-08-09 14:00;1;0;4.526361;1.0;4.526361;False;
mbg niat;2025-08-09 14:00;1;0;4.526361;1.0;4.526361;False;
kali keluarga;2025-08-09 14:00;1;0;4.526361;1.0;4.526361;False;
kampanye evaluasi;2025-08-09 14:00;1;0;4.526361;1.0;4.526361;False;
evaluasi mbg;2025-08-09 14:00;1;0;4.526361;1.0;4.526361;False;
makan malam;2025-08-09 14:00;1;0;4.526361;1.0;4.526361;False;
kantin sekolah;2025-08-09 14:00;1;0;4.526361;1.0;4.526361;False;
tua masakin;2025-08-09 14:00;1;0;4.526361;1.0;4.526361;False;
niat kerja;2025-08-09 14:00;1;0;4.526361;1.0;4.526361;False;
siang gratis;2025-08-09 14:00;1;0;4.526361;1.0;4.526361;False;
lg amsiong;2025-08-09 14:00;1;0;4.526361;1.0;4.526361;False;
keluarga gk;2025-08-09 14:00;1;0;4.526361;1.0;4.526361;False;
up dana;2025-08-09 14:00;1;0;4.526361;1.0;4.526361;False;
dana kppn;2025-08-09 14:00;1;0;4.526361;1.5;6.789541;True;ORG
penuh kpk;2025-08-09 14:00;1;0;4.526361;1.5;6.789541;True;ORG
hadir komitmen;2025-08-09 14:00;1;0;4.526361;1.0;4.526361;False;
bersih harga;2025-08-09 14:00;1;0;4.526361;1.0;4.526361;False;
disalahgunakan berkat;2025-08-09 14:00;1;0;4.526361;1.0;4.526361;False;
anggar disalahgunakan;2025-08-09 14:00;1;0;4.526361;1.0;4.526361;False;
berkat awas;2025-08-09 14:00;1;0;4.526361;1.0;4.526361;False;
hadir pelopor;2025-08-09 14:00;1;0;4.526361;1.0;4.526361;False;
pelopor makan;2025-08-09 14:00;1;0;4.526361;1.0;4.526361;False;
kppn biar;2025-08-09 15:00;1;0;4.526361;1.5;6.789541;True;ORG
dana kppn;2025-08-09 15:00;1;1;3.833213;1.5;5.74982;True;ORG
mbg at;2025-08-09 15:00;1;2;3.427748;1.0;3.427748;False;
biar transparan;2025-08-09 15:00;1;0;4.526361;1.0;4.526361;False;
kpk pantau;2025-08-09 15:00;1;1;3.833213;1.5;5.74982;True;ORG
program makan;2025-08-09 15:00;2;10;2.128465;1.0;4.256931;False;
cost kelola;2025-08-09 15:00;1;3;3.140066;1.0;3.140066;False;
bpkp kpk;2025-08-09 15:00;5;37;0.888774;1.5;6.665808;True;ORG
transparan bpkp;2025-08-09 15:00;1;0;4.526361;1.5;6.789541;True;ORG
at cost;2025-08-09 15:00;5;50;0.594535;1.0;2.972674;False;
gizi gratis;2025-08-09 15:00;15;109;-0.17412;1.0;-2.611798;False;
kelola dana;2025-08-09 15:00;1;4;2.916923;1.0;2.916923;False;
gratis mbg;2025-08-09 15:00;6;34;0.971012;1.0;5.826075;False;
makan gizi;2025-08-09 15:00;15;109;-0.17412;1.0;-2.611798;False;
transparan plus;2025-08-09 15:00;1;0;4.526361;1.0;4.526361;False;
gratis bukti;2025-08-09 15:00;1;1;3.833213;1.0;3.833213;False;
plus awas;2025-08-09 15:00;1;0;4.526361;1.0;4.526361;False;
awas ketat;2025-08-09 15:00;1;9;2.223775;1.0;2.223775;False;
anggar transparan;2025-08-09 15:00;1;5;2.734601;1.0;2.734601;False;
cerah anggar;2025-08-09 15:00;1;0;4.526361;1.0;4.526361;False;
ketat bpkp;2025-08-09 15:00;1;4;2.916923;1.5;4.375384;True;ORG
perintah hadir;2025-08-09 15:00;1;2;3.427748;1.0;3.427748;False;
hadir cerah;2025-08-09 15:00;1;0;4.526361;1.0;4.526361;False;
mbg makan;2025-08-09 15:00;4;25;1.268264;1.0;5.073056;False;
bukti perintah;2025-08-09 15:00;1;1;3.833213;1.0;3.833213;False;
perintah bukti;2025-08-09 15:00;1;1;3.833213;1.0;3.833213;False;
gratis kelola;2025-08-09 15:00;2;7;2.446919;1.0;4.893838;False;
amp kpk;2025-08-09 15:00;1;7;2.446919;1.5;3.670378;True;ORG
harga at;2025-08-09 15:00;3;22;1.390866;1.0;4.172599;False;
bukti mbg;2025-08-09 15:00;1;0;4.526361;1.0;4.526361;False;
transparan pakai;2025-08-09 15:00;1;0;4.526361;1.0;4.526361;False;
pakai harga;2025-08-09 15:00;1;0;4.526361;1.0;4.526361;False;
awas bpkp;2025-08-09 15:00;3;19;1.530628;1.5;6.887827;True;ORG
kelola transparan;2025-08-09 15:00;2;11;2.041454;1.0;4.082908;False;
cost awas;2025-08-09 15:00;3;11;2.041454;1.0;6.124362;False;
bpkp amp;2025-08-09 15:00;1;7;2.446919;1.5;3.670378;True;ORG
mbg buka;2025-08-09 15:00;1;2;3.427748;1.0;3.427748;False;
prioritas negeri;2025-08-09 15:00;1;0;4.526361;1.0;4.526361;False;
gratis prioritas;2025-08-09 15:00;1;1;3.833213;1.0;3.833213;False;
buka dana;2025-08-09 15:00;1;0;4.526361;1.0;4.526361;False;
negeri mbg;2025-08-09 15:00;1;0;4.526361;1.0;4.526361;False;
dana harga;2025-08-09 15:00;2;0;4.526361;1.0;9.052721;False;
awas resmi;2025-08-09 15:00;1;0;4.526361;1.0;4.526361;False;
resmi jalan;2025-08-09 15:00;1;0;4.526361;1.0;4.526361;False;
mbg sembunyi;2025-08-09 15:00;1;0;4.526361;1.0;4.526361;False;
kppn harga;2025-08-09 15:00;2;7;2.446919;1.5;7.340757;True;ORG
awas ganda;2025-08-09 15:00;1;0;4.526361;1.0;4.526361;False;
anggar makan;2025-08-09 15:00;1;3;3.140066;1.0;3.140066;False;
sembunyi kppn;2025-08-09 15:00;1;0;4.526361;1.5;6.789541;True;ORG
negara aman;2025-08-09 15:00;1;0;4.526361;1.0;4.526361;False;
gratis uang;2025-08-09 15:00;1;0;4.526361;1.0;4.526361;False;
uang negara;2025-08-09 15:00;1;1;3.833213;1.0;3.833213;False;
harga transparan;2025-08-09 15:00;2;0;4.526361;1.0;9.052721;False;
transparan awas;2025-08-09 15:00;3;2;3.427748;1.0;10.283245;False;
aman kppn;2025-08-09 15:00;1;0;4.526361;1.5;6.789541;True;ORG
program mbg;2025-08-09 15:00;1;4;2.916923;1.0;2.916923;False;
mbg pasti;2025-08-09 15:00;2;1;3.833213;1.0;7.666427;False;
gratis sasar;2025-08-09 15:00;1;0;4.526361;1.0;4.526361;False;
pasti makan;2025-08-09 15:00;1;0;4.526361;1.0;4.526361;False;
bersih korupsi;2025-08-09 15:00;1;0;4.526361;1.0;4.526361;False;
biar bersih;2025-08-09 15:00;1;1;3.833213;1.0;3.833213;False;
awas penuh;2025-08-09 15:00;1;3;3.140066;1.0;3.140066;False;
sasar dana;2025-08-09 15:00;1;0;4.526361;1.0;4.526361;False;
penuh biar;2025-08-09 15:00;1;0;4.526361;1.0;4.526361;False;
gratis awas;2025-08-09 15:00;1;1;3.833213;1.0;3.833213;False;
hadir makan;2025-08-09 15:00;2;9;2.223775;1.0;4.447551;False;
awas kelola;2025-08-09 15:00;1;1;3.833213;1.0;3.833213;False;
mbg hadir;2025-08-09 15:00;2;20;1.481838;1.0;2.963676;False;
khawatir mbg;2025-08-09 15:00;1;0;4.526361;1.0;4.526361;False;
sasar generasi;2025-08-09 15:00;1;0;4.526361;1.0;4.526361;False;
generasi indonesia;2025-08-09 15:00;1;0;4.526361;1.5;6.789541;True;LOC
hadir tuk;2025-08-09 15:00;1;0;4.526361;1.0;4.526361;False;
tuk makan;2025-08-09 15:00;1;0;4.526361;1.0;4.526361;False;
gratis bersih;2025-08-09 15:00;1;6;2.58045;1.0;2.58045;False;
kpk sasar;2025-08-09 15:00;1;0;4.526361;1.5;6.789541;True;ORG
cost transparan;2025-08-09 15:00;1;2;3.427748;1.0;3.427748;False;
bersih at;2025-08-09 15:00;1;1;3.833213;1.0;3.833213;False;
awas maksimal;2025-08-09 15:00;1;4;2.916923;1.0;2.916923;False;
kelola mark;2025-08-09 15:00;1;0;4.526361;1.0;4.526361;False;
biar bener;2025-08-09 15:00;1;0;4.526361;1.0;4.526361;False;
mbg solusi;2025-08-09 15:00;1;0;4.526361;1.0;4.526361;False;
solusi makan;2025-08-09 15:00;1;0;4.526361;1.0;4.526361;False;
mark up;2025-08-09 15:00;2;23;1.348307;1.0;2.696613;False;
maksimal biar;2025-08-09 15:00;1;1;3.833213;1.0;3.833213;False;
up awas;2025-08-09 15:00;2;5;2.734601;1.0;5.469202;False;
buka diawasin;2025-08-09 15:00;1;0;4.526361;1.0;4.526361;False;
mbg kelola;2025-08-09 15:00;1;4;2.916923;1.0;2.916923;False;
anggar buka;2025-08-09 15:00;1;3;3.140066;1.0;3.140066;False;
kpk generasi;2025-08-09 15:00;1;0;4.526361;1.5;6.789541;True;ORG
diawasin bpkp;2025-08-09 15:00;1;0;4.526361;1.5;6.789541;True;ORG
generasi muda;2025-08-09 15:00;1;0;4.526361;1.0;4.526361;False;
serius hadir;2025-08-09 15:00;1;2;3.427748;1.0;3.427748;False;
sehat cerdas;2025-08-09 15:00;2;0;4.526361;1.0;9.052721;False;
muda sehat;2025-08-09 15:00;1;0;4.526361;1.0;4.526361;False;
kelola anggar;2025-08-09 15:00;1;3;3.140066;1.0;3.140066;False;
percaya mbg;2025-08-09 15:00;1;1;3.833213;1.0;3.833213;False;
khawatir buka;2025-08-09 15:00;1;0;4.526361;1.0;4.526361;False;
ayo percaya;2025-08-09 15:00;1;0;4.526361;1.0;4.526361;False;
gratis khawatir;2025-08-09 15:00;1;0;4.526361;1.0;4.526361;False;
buka awas;2025-08-09 15:00;1;3;3.140066;1.0;3.140066;False;
jaga rapi;2025-08-09 15:00;1;0;4.526361;1.0;4.526361;False;
awas biar;2025-08-09 15:00;1;1;3.833213;1.0;3.833213;False;
pasti anggar;2025-08-09 15:00;1;1;3.833213;1.0;3.833213;False;
biar sasar;2025-08-09 15:00;1;1;3.833213;1.0;3.833213;False;
rapi gak;2025-08-09 15:00;1;0;4.526361;1.0;4.526361;False;
gak mark;2025-08-09 15:00;1;0;4.526361;1.0;4.526361;False;
anggar jaga;2025-08-09 15:00;1;0;4.526361;1.0;4.526361;False;
bandung jl;2025-08-09 15:00;1;0;4.526361;1.0;4.526361;False;
smp n;2025-08-09 15:00;1;1;3.833213;1.0;3.833213;False;
batununggal kota;2025-08-09 15:00;1;0;4.526361;1.0;4.526361;False;
lengkong kota;2025-08-09 15:00;1;0;4.526361;1.0;4.526361;False;
kota bandung;2025-08-09 15:00;1;0;4.526361;1.0;4.526361;False;
kel samoja;2025-08-09 15:00;1;0;4.526361;1.0;4.526361;False;
i smp;2025-08-09 15:00;1;0;4.526361;1.0;4.526361;False;
jl samoja;2025-08-09 15:00;1;0;4.526361;1.0;4.526361;False;
kec lengkong;2025-08-09 15:00;1;0;4.526361;1.0;4.526361;False;
samoja kota;2025-08-09 15:00;1;0;4.526361;1.0;4.526361;False;
samoja camat;2025-08-09 15:00;1;0;4.526361;1.0;4.526361;False;
mbg smp;2025-08-09 15:00;1;0;4.526361;1.0;4.526361;False;
bandung siswa;2025-08-09 15:00;1;0;4.526361;1.0;4.526361;False;
monitoring makan;2025-08-09 15:00;1;0;4.526361;1.0;4.526361;False;
mbg dapur;2025-08-09 15:00;1;0;4.526361;1.0;4.526361;False;
dapur kec;2025-08-09 15:00;1;0;4.526361;1.0;4.526361;False;
camat batununggal;2025-08-09 15:00;1;0;4.526361;1.0;4.526361;False;
lurah samoja;2025-08-09 15:00;1;0;4.526361;1.0;4.526361;False;
negeri lurah;2025-08-09 15:00;1;0;4.526361;1.0;4.526361;False;
samoja kel;2025-08-09 15:00;1;0;4.526361;1.0;4.526361;False;
giat monitoring;2025-08-09 15:00;1;0;4.526361;1.0;4.526361;False;
n kota;2025-08-09 15:00;1;0;4.526361;1.0;4.526361;False;
siswa i;2025-08-09 15:00;1;0;4.526361;1.0;4.526361;False;
terima makan;2025-08-09 15:00;1;0;4.526361;1.0;4.526361;False;
bandung terima;2025-08-09 15:00;1;0;4.526361;1.0;4.526361;False;
smp negeri;2025-08-09 15:00;1;0;4.526361;1.0;4.526361;False;
transparan atur;2025-08-09 15:00;1;0;4.526361;1.0;4.526361;False;
anak bangsa;2025-08-09 15:00;1;8;2.329136;1.0;2.329136;False;
pasar anak;2025-08-09 15:00;1;0;4.526361;1.0;4.526361;False;
atur sesuai;2025-08-09 15:00;1;0;4.526361;1.0;4.526361;False;
mbg jamin;2025-08-09 15:00;1;3;3.140066;1.0;3.140066;False;
jamin transparan;2025-08-09 15:00;1;0;4.526361;1.0;4.526361;False;
