ngram;time_slot;df;df_prev;idft;boost;df_idft;is_entity;entity_type
olah pangan;2025-11-09 12:00;1;0;4.526361;1.0;4.526361;False;
kader sekolah;2025-11-09 12:00;1;0;4.526361;1.0;4.526361;False;
pangan kantin;2025-11-09 12:00;1;0;4.526361;1.0;4.526361;False;
aman pangan;2025-11-09 12:00;1;0;4.526361;1.0;4.526361;False;
nutrisi imbang;2025-11-09 12:00;1;0;4.526361;1.0;4.526361;False;
peran kader;2025-11-09 12:00;1;0;4.526361;1.0;4.526361;False;
sekolah aman;2025-11-09 12:00;1;0;4.526361;1.0;4.526361;False;
imbang peran;2025-11-09 12:00;1;0;4.526361;1.0;4.526361;False;
pilih olah;2025-11-09 12:00;1;0;4.526361;1.0;4.526361;False;
materi pilih;2025-11-09 12:00;1;0;4.526361;1.0;4.526361;False;
sekolah materi;2025-11-09 12:00;1;0;4.526361;1.0;4.526361;False;
pangan implementasi;2025-11-09 12:00;1;0;4.526361;1.0;4.526361;False;
pangan program;2025-11-09 12:00;1;0;4.526361;1.0;4.526361;False;
kantin sekolah;2025-11-09 12:00;1;1;3.833213;1.0;3.833213;False;
pangan nutrisi;2025-11-09 12:00;1;0;4.526361;1.0;4.526361;False;
kader aman;2025-11-09 12:00;1;0;4.526361;1.0;4.526361;False;
implementasi aman;2025-11-09 12:00;1;0;4.526361;1.0;4.526361;False;
ekonom program;2025-11-09 12:00;1;0;4.526361;1.0;4.526361;False;
pabrikan langsung;2025-11-09 12:00;1;0;4.526361;1.0;4.526361;False;
spt minyak;2025-11-09 12:00;1;0;4.526361;1.0;4.526361;False;
mbg orang;2025-11-09 12:00;1;0;4.526361;1.0;4.526361;False;
kelola mbg;2025-11-09 12:00;1;2;3.427748;1.0;3.427748;False;
tuntut ekonom;2025-11-09 12:00;1;0;4.526361;1.0;4.526361;False;
lai pabrikan;2025-11-09 12:00;1;0;4.526361;1.0;4.526361;False;
kering lai;2025-11-09 12:00;1;0;4.526361;1.0;4.526361;False;
duit belanja;2025-11-09 12:00;1;0;4.526361;1.0;4.526361;False;
tani prosentasenya;2025-11-09 12:00;1;0;4.526361;1.0;4.526361;False;
program prabowo;2025-11-09 12:00;1;0;4.526361;1.5;6.789541;True;PER
bahan kering;2025-11-09 12:00;1;0;4.526361;1.0;4.526361;False;
budiman sudjatmiko;2025-11-09 12:00;1;0;4.526361;1.0;4.526361;False;
minyak bahan;2025-11-09 12:00;1;0;4.526361;1.0;4.526361;False;
prosentasenya budiman;2025-11-09 12:00;1;0;4.526361;1.0;4.526361;False;
belanja butuh;2025-11-09 12:00;1;0;4.526361;1.0;4.526361;False;
sudjatmiko tuntut;2025-11-09 12:00;1;0;4.526361;1.0;4.526361;False;
langsung tani;2025-11-09 12:00;1;0;4.526361;1.0;4.526361;False;
orang duit;2025-11-09 12:00;1;0;4.526361;1.0;4.526361;False;
butuh spt;2025-11-09 12:00;1;0;4.526361;1.0;4.526361;False;
anggar mbg;2025-11-09 12:00;1;4;2.916923;1.0;2.916923;False;
mbg tuh;2025-11-09 12:00;1;0;4.526361;1.0;4.526361;False;
tuh wok;2025-11-09 12:00;1;0;4.526361;1.0;4.526361;False;
jatah mbg;2025-11-09 12:00;1;0;4.526361;1.0;4.526361;False;
dapet jatah;2025-11-09 12:00;1;0;4.526361;1.0;4.526361;False;
lemes beut;2025-11-09 12:00;1;0;4.526361;1.0;4.526361;False;
mbg lemes;2025-11-09 12:00;1;0;4.526361;1.0;4.526361;False;
kek dapet;2025-11-09 12:00;1;0;4.526361;1.0;4.526361;False;
komuk kek;2025-11-09 12:00;1;0;4.526361;1.0;4.526361;False;
kkn boros;2025-11-09 13:00;1;0;4.526361;1.0;4.526361;False;
pajak rakyat;2025-11-09 13:00;1;0;4.526361;1.0;4.526361;False;
konstitusi amp;2025-11-09 13:00;1;0;4.526361;1.0;4.526361;False;
sumber amp;2025-11-09 13:00;1;0;4.526361;1.0;4.526361;False;
sasar langgar;2025-11-09 13:00;1;0;4.526361;1.0;4.526361;False;
sarang kkn;2025-11-09 13:00;1;0;4.526361;1.0;4.526361;False;
presiden sasar;2025-11-09 13:00;1;0;4.526361;1.5;6.789541;True;PER
boros uang;2025-11-09 13:00;1;0;4.526361;1.0;4.526361;False;
rencana bangun;2025-11-09 13:00;1;0;4.526361;1.0;4.526361;False;
sesuai prioritas;2025-11-09 13:00;1;0;4.526361;1.0;4.526361;False;
henti presiden;2025-11-09 13:00;1;0;4.526361;1.5;6.789541;True;PER
amp uu;2025-11-09 13:00;1;0;4.526361;1.0;4.526361;False;
rakyat tambah;2025-11-09 13:00;1;0;4.526361;1.0;4.526361;False;
prioritas rencana;2025-11-09 13:00;1;0;4.526361;1.0;4.526361;False;
tambah beban;2025-11-09 13:00;1;0;4.526361;1.0;4.526361;False;
alas program;2025-11-09 13:00;1;0;4.526361;1.0;4.526361;False;
beban apbn;2025-11-09 13:00;1;0;4.526361;1.0;4.526361;False;
uang pajak;2025-11-09 13:00;1;0;4.526361;1.0;4.526361;False;
apbn sesuai;2025-11-09 13:00;1;0;4.526361;1.0;4.526361;False;
program mbg;2025-11-09 13:00;1;8;2.329136;1.0;2.329136;False;
uu sumber;2025-11-09 13:00;1;0;4.526361;1.0;4.526361;False;
mbg henti;2025-11-09 13:00;1;0;4.526361;1.0;4.526361;False;
langgar konstitusi;2025-11-09 13:00;1;0;4.526361;1.0;4.526361;False;
amp sarang;2025-11-09 13:00;1;0;4.526361;1.0;4.526361;False;
pesan kamtibmas;2025-11-09 13:00;1;0;4.526361;1.0;4.526361;False;
kab madina;2025-11-09 13:00;1;0;4.526361;1.0;4.526361;False;
s bahri;2025-11-09 13:00;1;0;4.526361;1.0;4.526361;False;
silaturahmi warga;2025-11-09 13:00;1;0;4.526361;1.0;4.526361;False;
sdr aswar;2025-11-09 13:00;1;0;4.526361;1.0;4.526361;False;
laksana sambang;2025-11-09 13:00;1;0;4.526361;1.0;4.526361;False;
polsek muara;2025-11-09 13:00;1;0;4.526361;1.0;4.526361;False;
mantan milik;2025-11-09 13:00;1;0;4.526361;1.0;4.526361;False;
lubis laksana;2025-11-09 13:00;1;0;4.526361;1.0;4.526361;False;
muara batang;2025-11-09 13:00;1;0;4.526361;1.0;4.526361;False;
milik sdr;2025-11-09 13:00;1;0;4.526361;1.0;4.526361;False;
pesan pesan;2025-11-09 13:00;1;0;4.526361;1.0;4.526361;False;
tabuyung kec;2025-11-09 13:00;1;0;4.526361;1.0;4.526361;False;
sambang silaturahmi;2025-11-09 13:00;1;0;4.526361;1.0;4.526361;False;
aiptu s;2025-11-09 13:00;1;0;4.526361;1.0;4.526361;False;
makan cafe;2025-11-09 13:00;1;0;4.526361;1.0;4.526361;False;
gadis aiptu;2025-11-09 13:00;1;0;4.526361;1.0;4.526361;False;
bahri lubis;2025-11-09 13:00;1;0;4.526361;1.0;4.526361;False;
bhabinkamtibmas polsek;2025-11-09 13:00;1;0;4.526361;1.0;4.526361;False;
gadis kab;2025-11-09 13:00;1;0;4.526361;1.0;4.526361;False;
batang gadis;2025-11-09 13:00;1;0;4.526361;1.0;4.526361;False;
aswar desa;2025-11-09 13:00;1;0;4.526361;1.5;6.789541;True;LOC
rumah makan;2025-11-09 13:00;1;0;4.526361;1.0;4.526361;False;
kamtibmas rumah;2025-11-09 13:00;1;0;4.526361;1.0;4.526361;False;
cafe mantan;2025-11-09 13:00;1;0;4.526361;1.0;4.526361;False;
warga pesan;2025-11-09 13:00;1;0;4.526361;1.0;4.526361;False;
desa tabuyung;2025-11-09 13:00;1;0;4.526361;1.5;6.789541;True;LOC
kec muara;2025-11-09 13:00;1;0;4.526361;1.0;4.526361;False;
doi masuk;2025-11-09 13:00;1;0;4.526361;1.0;4.526361;False;
dana didik;2025-11-09 13:00;1;2;3.427748;1.0;3.427748;False;
cabut dana;2025-11-09 13:00;1;0;4.526361;1.0;4.526361;False;
ngakal in;2025-11-09 13:00;1;0;4.526361;1.0;4.526361;False;
gila mbg;2025-11-09 13:00;1;0;4.526361;1.0;4.526361;False;
minimal apbn;2025-11-09 13:00;1;0;4.526361;1.0;4.526361;False;
mbg doi;2025-11-09 13:00;1;0;4.526361;1.0;4.526361;False;
apbn ngakal;2025-11-09 13:00;1;0;4.526361;1.0;4.526361;False;
didik notabene;2025-11-09 13:00;1;0;4.526361;1.0;4.526361;False;
in bgt;2025-11-09 13:00;1;0;4.526361;1.0;4.526361;False;
didik lt;2025-11-09 13:00;1;0;4.526361;1.0;4.526361;False;
salah gila;2025-11-09 13:00;1;0;4.526361;1.0;4.526361;False;
mbg ambil;2025-11-09 13:00;1;0;4.526361;1.0;4.526361;False;
mbg cabut;2025-11-09 13:00;1;0;4.526361;1.0;4.526361;False;
masuk dana;2025-11-09 13:00;1;0;4.526361;1.0;4.526361;False;
ambil dana;2025-11-09 13:00;1;0;4.526361;1.0;4.526361;False;
notabene minimal;2025-11-09 13:00;1;0;4.526361;1.0;4.526361;False;
didik mbg;2025-11-09 13:00;1;0;4.526361;1.0;4.526361;False;
apbn mbg;2025-11-09 13:00;1;0;4.526361;1.0;4.526361;False;
lt apbn;2025-11-09 13:00;1;0;4.526361;1.0;4.526361;False;
indonesia belanda;2025-11-09 13:00;1;0;4.526361;1.5;6.789541;True;LOC
utang merdeka;2025-11-09 13:00;1;1;3.833213;1.0;3.833213;False;
mbg tara;2025-11-09 13:00;1;0;4.526361;1.0;4.526361;False;
funfact mindblowingg;2025-11-09 13:00;1;0;4.526361;1.0;4.526361;False;
tara utang;2025-11-09 13:00;1;0;4.526361;1.0;4.526361;False;
merdeka indonesia;2025-11-09 13:00;1;0;4.526361;1.5;6.789541;True;LOC
mindblowingg mbg;2025-11-09 13:00;1;0;4.526361;1.0;4.526361;False;
gizi gratis;2025-11-09 13:00;2;173;-0.632695;1.0;-1.26539;False;
siang anak;2025-11-09 13:00;1;0;4.526361;1.0;4.526361;False;
makan gizi;2025-11-09 13:00;2;174;-0.638425;1.0;-1.276851;False;
anak makan;2025-11-09 13:00;1;3;3.140066;1.0;3.140066;False;
kembang pesat;2025-11-09 13:00;1;0;4.526361;1.0;4.526361;False;
kayak ilmu;2025-11-09 13:00;1;0;4.526361;1.0;4.526361;False;
alih masuk;2025-11-09 13:00;1;0;4.526361;1.0;4.526361;False;
subsidi bbm;2025-11-09 13:00;1;0;4.526361;1.0;4.526361;False;
ilmu administrative;2025-11-09 13:00;1;0;4.526361;1.0;4.526361;False;
didik subsidi;2025-11-09 13:00;1;0;4.526361;1.0;4.526361;False;
belanja tanda;2025-11-09 13:00;1;0;4.526361;1.0;4.526361;False;
fungsi didik;2025-11-09 13:00;1;0;4.526361;1.0;4.526361;False;
pesat indonesia;2025-11-09 13:00;1;0;4.526361;1.5;6.789541;True;LOC
engineering kembang;2025-11-09 13:00;1;0;4.526361;1.0;4.526361;False;
lihat anggar;2025-11-09 13:00;1;0;4.526361;1.0;4.526361;False;
administrative engineering;2025-11-09 13:00;1;0;4.526361;1.0;4.526361;False;
masuk kompensasi;2025-11-09 13:00;1;0;4.526361;1.0;4.526361;False;
kompensasi belanja;2025-11-09 13:00;1;0;4.526361;1.0;4.526361;False;
rang alih;2025-11-09 13:00;1;0;4.526361;1.0;4.526361;False;
anggar fungsi;2025-11-09 13:00;1;0;4.526361;1.0;4.526361;False;
anggap anggar;2025-11-09 13:00;1;0;4.526361;1.0;4.526361;False;
mbg anggap;2025-11-09 13:00;1;0;4.526361;1.0;4.526361;False;
anggar mbg;2025-11-09 13:00;2;5;2.734601;1.0;5.469202;False;
tanda kayak;2025-11-09 13:00;1;0;4.526361;1.0;4.526361;False;
bbm rang;2025-11-09 13:00;1;0;4.526361;1.0;4.526361;False;
jabat negara;2025-11-09 13:00;1;0;4.526361;1.0;4.526361;False;
produksi porsi;2025-11-09 13:00;1;0;4.526361;1.0;4.526361;False;
porsi laba;2025-11-09 13:00;1;0;4.526361;1.0;4.526361;False;
porsi sppg;2025-11-09 13:00;1;0;4.526361;1.0;4.526361;False;
juta belah;2025-11-09 13:00;1;0;4.526361;1.0;4.526361;False;
dunia jabat;2025-11-09 13:00;1;0;4.526361;1.0;4.526361;False;
menu mbg;2025-11-09 13:00;1;2;3.427748;1.0;3.427748;False;
jatah titik;2025-11-09 13:00;1;0;4.526361;1.0;4.526361;False;
mbg total;2025-11-09 13:00;1;0;4.526361;1.0;4.526361;False;
rp porsi;2025-11-09 13:00;1;0;4.526361;1.0;4.526361;False;
negara jatah;2025-11-09 13:00;1;0;4.526361;1.0;4.526361;False;
titik sppg;2025-11-09 13:00;1;0;4.526361;1.0;4.526361;False;
sppg produksi;2025-11-09 13:00;1;0;4.526361;1.0;4.526361;False;
review menu;2025-11-09 13:00;1;0;4.526361;1.0;4.526361;False;
laba juta;2025-11-09 13:00;1;0;4.526361;1.0;4.526361;False;
total rp;2025-11-09 13:00;1;0;4.526361;1.0;4.526361;False;
belah dunia;2025-11-09 13:00;1;0;4.526361;1.0;4.526361;False;
anggar gk;2025-11-09 13:00;1;1;3.833213;1.0;3.833213;False;
sih ndut;2025-11-09 13:00;1;0;4.526361;1.0;4.526361;False;
gk mbg;2025-11-09 13:00;1;0;4.526361;1.0;4.526361;False;
ikn sih;2025-11-09 13:00;1;0;4.526361;1.0;4.526361;False;
mbg sm;2025-11-09 13:00;1;0;4.526361;1.0;4.526361;False;
sm ikn;2025-11-09 13:00;1;0;4.526361;1.0;4.526361;False;
hemat anggar;2025-11-09 13:00;1;1;3.833213;1.0;3.833213;False;
ndut simpel;2025-11-09 13:00;1;0;4.526361;1.0;4.526361;False;
klau hemat;2025-11-09 13:00;1;0;4.526361;1.0;4.526361;False;
baik perata;2025-11-09 13:00;1;0;4.526361;1.0;4.526361;False;
infrastruktur didik;2025-11-09 13:00;1;0;4.526361;1.0;4.526361;False;
output tai;2025-11-09 13:00;1;0;4.526361;1.0;4.526361;False;
prabowo gendut;2025-11-09 13:00;1;0;4.526361;1.5;6.789541;True;PER
mbg output;2025-11-09 13:00;1;0;4.526361;1.0;4.526361;False;
didik gblok;2025-11-09 13:00;1;0;4.526361;1.0;4.526361;False;
pilih mbg;2025-11-09 13:00;1;0;4.526361;1.0;4.526361;False;
kebih pilih;2025-11-09 13:00;1;0;4.526361;1.0;4.526361;False;
tai ketimbang;2025-11-09 13:00;1;0;4.526361;1.0;4.526361;False;
gendut kebih;2025-11-09 13:00;1;0;4.526361;1.0;4.526361;False;
ketimbang baik;2025-11-09 13:00;1;0;4.526361;1.0;4.526361;False;
perata infrastruktur;2025-11-09 13:00;1;0;4.526361;1.0;4.526361;False;
mbg stop;2025-11-09 13:00;1;0;4.526361;1.0;4.526361;False;
sea wall;2025-11-09 13:00;1;0;4.526361;1.0;4.526361;False;
sby hambalang;2025-11-09 13:00;1;0;4.526361;1.0;4.526361;False;
hambalang jokowi;2025-11-09 13:00;1;0;4.526361;1.5;6.789541;True;PER
whoosh prabowo;2025-11-09 13:00;1;0;4.526361;1.5;6.789541;True;PER
prabowo mbg;2025-11-09 13:00;1;0;4.526361;1.5;6.789541;True;PER
giant sea;2025-11-09 13:00;1;0;4.526361;1.0;4.526361;False;
mbg giant;2025-11-09 13:00;1;0;4.526361;1.0;4.526361;False;
jokowi ikn;2025-11-09 13:00;1;0;4.526361;1.5;6.789541;True;PER
esemka whoosh;2025-11-09 13:00;1;0;4.526361;1.0;4.526361;False;
ikn esemka;2025-11-09 13:00;1;0;4.526361;1.0;4.526361;False;
blm dapet;2025-11-09 13:00;1;0;4.526361;1.0;4.526361;False;
ga dapet;2025-11-09 13:00;1;0;4.526361;1.0;4.526361;False;
ga makan;2025-11-09 13:00;1;0;4.526361;1.0;4.526361;False;
mbg sampe;2025-11-09 13:00;1;1;3.833213;1.0;3.833213;False;
dapet harap;2025-11-09 13:00;1;0;4.526361;1.0;4.526361;False;
dapet huhu;2025-11-09 13:00;1;0;4.526361;1.0;4.526361;False;
sampe muntah;2025-11-09 13:00;1;0;4.526361;1.0;4.526361;False;
kalo ga;2025-11-09 13:00;1;0;4.526361;1.0;4.526361;False;
kak racun;2025-11-09 13:00;1;0;4.526361;1.0;4.526361;False;
dapet kalo;2025-11-09 13:00;1;0;4.526361;1.0;4.526361;False;
makan gimana;2025-11-09 13:00;1;0;4.526361;1.0;4.526361;False;
gimana sekolah;2025-11-09 13:00;1;0;4.526361;1.0;4.526361;False;
sekolah blm;2025-11-09 13:00;1;0;4.526361;1.0;4.526361;False;
gt dapet;2025-11-09 13:00;1;0;4.526361;1.0;4.526361;False;
muntah gt;2025-11-09 13:00;1;0;4.526361;1.0;4.526361;False;
harap ga;2025-11-09 13:00;1;0;4.526361;1.0;4.526361;False;
racun mbg;2025-11-09 13:00;1;4;2.916923;1.0;2.916923;False;
temenku kak;2025-11-09 13:00;1;0;4.526361;1.0;4.526361;False;
gk masup;2025-11-09 13:00;1;0;4.526361;1.0;4.526361;False;
lapang kerja;2025-11-09 13:00;1;1;3.833213;1.0;3.833213;False;
at least;2025-11-09 13:00;1;0;4.526361;1.0;4.526361;False;
masup akal;2025-11-09 13:00;1;0;4.526361;1.0;4.526361;False;
least gk;2025-11-09 13:00;1;0;4.526361;1.0;4.526361;False;
mbg juta;2025-11-09 13:00;1;0;4.526361;1.0;4.526361;False;
juta lapang;2025-11-09 13:00;1;0;4.526361;1.0;4.526361;False;
akal at;2025-11-09 13:00;1;0;4.526361;1.0;4.526361;False;
akal mbg;2025-11-09 13:00;1;0;4.526361;1.0;4.526361;False;
menkeu purbaya;2025-11-09 13:00;1;0;4.526361;1.0;4.526361;False;
mbg menkeu;2025-11-09 13:00;1;0;4.526361;1.0;4.526361;False;
kawal ketat;2025-11-09 13:00;1;0;4.526361;1.0;4.526361;False;
purbaya bgn;2025-11-09 13:00;1;0;4.526361;1.0;4.526361;False;
bgn transparan;2025-11-09 13:00;1;0;4.526361;1.0;4.526361;False;
transparan publik;2025-11-09 13:00;1;0;4.526361;1.0;4.526361;False;
ketat anggar;2025-11-09 13:00;1;0;4.526361;1.0;4.526361;False;
dapur mbg;2025-11-09 13:00;1;3;3.140066;1.0;3.140066;False;
mbg kapolres;2025-11-09 13:00;1;0;4.526361;1.0;4.526361;False;
endro aribowo;2025-11-09 13:00;1;0;4.526361;1.0;4.526361;False;
persegi siap;2025-11-09 13:00;1;0;4.526361;1.0;4.526361;False;
bangun dapur;2025-11-09 13:00;1;1;3.833213;1.0;3.833213;False;
lahan meter;2025-11-09 13:00;1;0;4.526361;1.0;4.526361;False;
area mapolsek;2025-11-09 13:00;1;0;4.526361;1.0;4.526361;False;
baturaja timur;2025-11-09 13:00;1;0;4.526361;1.0;4.526361;False;
mapolsek baturaja;2025-11-09 13:00;1;0;4.526361;1.0;4.526361;False;
timur bangun;2025-11-09 13:00;1;0;4.526361;1.0;4.526361;False;
oku akbp;2025-11-09 13:00;1;0;4.526361;1.0;4.526361;False;
kapolres oku;2025-11-09 13:00;1;0;4.526361;1.0;4.526361;False;
akbp endro;2025-11-09 13:00;1;0;4.526361;1.0;4.526361;False;
meter persegi;2025-11-09 13:00;1;0;4.526361;1.0;4.526361;False;
siap area;2025-11-09 13:00;1;0;4.526361;1.0;4.526361;False;
holy bell;2025-11-09 13:00;1;0;4.526361;1.0;4.526361;False;
gratis program;2025-11-09 13:00;1;2;3.427748;1.0;3.427748;False;
swasta nepal;2025-11-09 13:00;1;0;4.526361;1.0;4.526361;False;
cari baru;2025-11-09 13:00;1;0;4.526361;1.0;4.526361;False;
program makan;2025-11-09 13:00;1;40;0.812788;1.0;0.812788;False;
bell school;2025-11-09 13:00;1;0;4.526361;1.0;4.526361;False;
gratis nepal;2025-11-09 13:00;1;0;4.526361;1.0;4.526361;False;
makan siang;2025-11-09 13:00;1;1;3.833213;1.0;3.833213;False;
negeri swasta;2025-11-09 13:00;1;0;4.526361;1.0;4.526361;False;
school sekolah;2025-11-09 13:00;1;0;4.526361;1.0;4.526361;False;
sekolah swasta;2025-11-09 13:00;1;0;4.526361;1.0;4.526361;False;
swasta dasar;2025-11-09 13:00;1;0;4.526361;1.0;4.526361;False;
utama sekolah;2025-11-09 13:00;1;0;4.526361;1.0;4.526361;False;
dasar cari;2025-11-09 13:00;1;0;4.526361;1.0;4.526361;False;
siang gratis;2025-11-09 13:00;1;1;3.833213;1.0;3.833213;False;
nepal utama;2025-11-09 13:00;1;0;4.526361;1.0;4.526361;False;
baru september;2025-11-09 13:00;1;0;4.526361;1.0;4.526361;False;
informasi siswa;2025-11-09 13:00;1;0;4.526361;1.0;4.526361;False;
nepal terima;2025-11-09 13:00;1;0;4.526361;1.0;4.526361;False;
sekolah negeri;2025-11-09 13:00;1;0;4.526361;1.0;4.526361;False;
terima makan;2025-11-09 13:00;1;1;3.833213;1.0;3.833213;False;
siswa holy;2025-11-09 13:00;1;0;4.526361;1.0;4.526361;False;
desa puntukrejo;2025-11-09 14:00;1;0;4.526361;1.5;6.789541;True;LOC
plkb kec;2025-11-09 14:00;1;0;4.526361;1.0;4.526361;False;
hasanto babinsa;2025-11-09 14:00;1;0;4.526361;1.0;4.526361;False;
balita terima;2025-11-09 14:00;1;0;4.526361;1.0;4.526361;False;
komsos muryanto;2025-11-09 14:00;1;0;4.526361;1.0;4.526361;False;
kristin tugas;2025-11-09 14:00;1;0;4.526361;1.0;4.526361;False;
program b;2025-11-09 14:00;1;0;4.526361;1.0;4.526361;False;
makan gizi;2025-11-09 14:00;1;176;-0.649789;1.0;-0.649789;False;
laksana komsos;2025-11-09 14:00;1;0;4.526361;1.0;4.526361;False;
tugas plkb;2025-11-09 14:00;1;0;4.526361;1.0;4.526361;False;
hamil susu;2025-11-09 14:00;1;1;3.833213;1.0;3.833213;False;
terima manfaat;2025-11-09 14:00;1;2;3.427748;1.0;3.427748;False;
kec ngargoyoso;2025-11-09 14:00;1;0;4.526361;1.0;4.526361;False;
gizi gratis;2025-11-09 14:00;1;175;-0.644123;1.0;-0.644123;False;
serka hasanto;2025-11-09 14:00;1;0;4.526361;1.0;4.526361;False;
babinsa desa;2025-11-09 14:00;1;1;3.833213;1.5;5.74982;True;LOC
puntukrejo laksana;2025-11-09 14:00;1;0;4.526361;1.0;4.526361;False;
muryanto kristin;2025-11-09 14:00;1;0;4.526361;1.0;4.526361;False;
koordinasi rencana;2025-11-09 14:00;1;0;4.526361;1.0;4.526361;False;
b hamil;2025-11-09 14:00;1;0;4.526361;1.0;4.526361;False;
manfaat makan;2025-11-09 14:00;1;0;4.526361;1.0;4.526361;False;
rencana depan;2025-11-09 14:00;1;0;4.526361;1.0;4.526361;False;
depan program;2025-11-09 14:00;1;0;4.526361;1.0;4.526361;False;
ngargoyoso koordinasi;2025-11-09 14:00;1;0;4.526361;1.0;4.526361;False;
susu balita;2025-11-09 14:00;1;1;3.833213;1.0;3.833213;False;
sisi mbg;2025-11-09 14:00;1;0;4.526361;1.0;4.526361;False;
rokok beras;2025-11-09 14:00;1;0;4.526361;1.0;4.526361;False;
tuh jarang;2025-11-09 14:00;1;0;4.526361;1.0;4.526361;False;
anak tuh;2025-11-09 14:00;1;0;4.526361;1.0;4.526361;False;
pikir program;2025-11-09 14:00;1;0;4.526361;1.0;4.526361;False;
beli rokok;2025-11-09 14:00;1;0;4.526361;1.0;4.526361;False;
gizi anak;2025-11-09 14:00;1;1;3.833213;1.0;3.833213;False;
program bagus;2025-11-09 14:00;1;0;4.526361;1.0;4.526361;False;
perhati tumbuh;2025-11-09 14:00;1;0;4.526361;1.0;4.526361;False;
beras kayak;2025-11-09 14:00;1;0;4.526361;1.0;4.526361;False;
kerja pabrik;2025-11-09 14:00;1;0;4.526361;1.0;4.526361;False;
bagus sih;2025-11-09 14:00;1;0;4.526361;1.0;4.526361;False;
makan siang;2025-11-09 14:00;1;2;3.427748;1.0;3.427748;False;
sih keluar;2025-11-09 14:00;1;0;4.526361;1.0;4.526361;False;
jarang perhati;2025-11-09 14:00;1;0;4.526361;1.0;4.526361;False;
kayak gizi;2025-11-09 14:00;1;0;4.526361;1.0;4.526361;False;
padat sama;2025-11-09 14:00;1;0;4.526361;1.0;4.526361;False;
pikir pikir;2025-11-09 14:00;1;0;4.526361;1.0;4.526361;False;
tumbuh jadwal;2025-11-09 14:00;1;0;4.526361;1.0;4.526361;False;
keluar beli;2025-11-09 14:00;1;0;4.526361;1.0;4.526361;False;
sama kerja;2025-11-09 14:00;1;0;4.526361;1.0;4.526361;False;
sekolah padat;2025-11-09 14:00;1;0;4.526361;1.0;4.526361;False;
siang gratis;2025-11-09 14:00;1;2;3.427748;1.0;3.427748;False;
gratis pikir;2025-11-09 14:00;1;0;4.526361;1.0;4.526361;False;
jadwal sekolah;2025-11-09 14:00;1;0;4.526361;1.0;4.526361;False;
mbg makan;2025-11-09 14:00;1;31;1.060625;1.0;1.060625;False;
samapta polsek;2025-11-09 14:00;1;0;4.526361;1.0;4.526361;False;
kab madina;2025-11-09 14:00;1;1;3.833213;1.0;3.833213;False;
akbar laksana;2025-11-09 14:00;1;0;4.526361;1.0;4.526361;False;
kamtibmas warung;2025-11-09 14:00;1;0;4.526361;1.0;4.526361;False;
warung kopi;2025-11-09 14:00;1;0;4.526361;1.0;4.526361;False;
polsek muara;2025-11-09 14:00;1;1;3.833213;1.0;3.833213;False;
muara batang;2025-11-09 14:00;1;1;3.833213;1.0;3.833213;False;
kanit samapta;2025-11-09 14:00;1;0;4.526361;1.0;4.526361;False;
kopi gisman;2025-11-09 14:00;1;0;4.526361;1.0;4.526361;False;
laksana patroli;2025-11-09 14:00;1;0;4.526361;1.0;4.526361;False;
manuncang kec;2025-11-09 14:00;1;0;4.526361;1.0;4.526361;False;
ali akbar;2025-11-09 14:00;1;0;4.526361;1.0;4.526361;False;
aiptu indra;2025-11-09 14:00;1;0;4.526361;1.0;4.526361;False;
ganggu kamtibmas;2025-11-09 14:00;1;0;4.526361;1.0;4.526361;False;
gadis aiptu;2025-11-09 14:00;1;1;3.833213;1.0;3.833213;False;
desa manuncang;2025-11-09 14:00;1;0;4.526361;1.5;6.789541;True;LOC
gadis kab;2025-11-09 14:00;1;1;3.833213;1.0;3.833213;False;
batang gadis;2025-11-09 14:00;1;1;3.833213;1.0;3.833213;False;
gisman desa;2025-11-09 14:00;1;0;4.526361;1.5;6.789541;True;LOC
antisipasi ganggu;2025-11-09 14:00;1;0;4.526361;1.0;4.526361;False;
patroli sambang;2025-11-09 14:00;1;0;4.526361;1.0;4.526361;False;
indra ali;2025-11-09 14:00;1;0;4.526361;1.0;4.526361;False;
sambang antisipasi;2025-11-09 14:00;1;0;4.526361;1.0;4.526361;False;
kec muara;2025-11-09 14:00;1;1;3.833213;1.0;3.833213;False;
mbg mulu;2025-11-09 14:00;1;0;4.526361;1.0;4.526361;False;
mas mbg;2025-11-09 14:00;1;0;4.526361;1.0;4.526361;False;
mulu astagfirullah;2025-11-09 14:00;1;0;4.526361;1.0;4.526361;False;
ni kucing;2025-11-09 14:00;1;0;4.526361;1.0;4.526361;False;
kampung mentang;2025-11-09 14:00;1;0;4.526361;1.0;4.526361;False;
kerja bunting;2025-11-09 14:00;1;0;4.526361;1.0;4.526361;False;
mulu kerja;2025-11-09 14:00;1;0;4.526361;1.0;4.526361;False;
mentang gua;2025-11-09 14:00;1;0;4.526361;1.0;4.526361;False;
bunting mulu;2025-11-09 14:00;1;0;4.526361;1.0;4.526361;False;
gua mas;2025-11-09 14:00;1;0;4.526361;1.0;4.526361;False;
kucing kampung;2025-11-09 14:00;1;0;4.526361;1.0;4.526361;False;
menkeu udah;2025-11-09 14:00;1;0;4.526361;1.0;4.526361;False;
owi owo;2025-11-09 14:00;1;0;4.526361;1.0;4.526361;False;
katain pimpin;2025-11-09 14:00;1;0;4.526361;1.0;4.526361;False;
