created_at,full_text,tweet_url,media,relevan,link,case_folding,noise_removed,non_alpha_removed,stopword_removed,clean_text
23/09/2025 17:36,60T dipake MBG 2 bulan juga abis kwkwkwk,https://x.com/undefined/status/1970542699402125340,suspend,relevan,https://x.com/undefined/status/1970542699402125340,60t dipake mbg 2 bulan juga abis kwkwkwk,60t dipake mbg 2 bulan juga abis kwkwkwk,t dipake mbg bulan juga abis kwkwkwk,t dipake mbg abis kwkwkwk,t dipake mbg abis kwkwkwk
23/09/2025 22:04,Dengan kasus sebanyak itu dan korban mbg sebanyak itu di tiktok masi aja yang belain yang punya program,https://x.com/undefined/status/1970610149422440592,individual,relevan,https://x.com/undefined/status/1970610149422440592,dengan kasus sebanyak itu dan korban mbg sebanyak itu di tiktok masi aja yang belain yang punya program,dengan kasus sebanyak itu dan korban mbg sebanyak itu di tiktok masi aja yang belain yang punya program,dengan kasus sebanyak itu dan korban mbg sebanyak itu di tiktok masi aja yang belain yang punya program,korban mbg tiktok masi belain program,korban mbg tiktok mas bain program
23/09/2025 22:27,Menu lokal jadi bagian makan bergizi gratis anak-anak makin dekat dengan tradisi mereka https://t.co/6eNn0Qf2Wg,https://x.com/undefined/status/1970615973175796021,suspend,relevan,https://x.com/undefined/status/1970615973175796021,menu lokal jadi bagian makan bergizi gratis anak-anak makin dekat dengan tradisi mereka https://t.co/6enn0qf2wg,menu lokal jadi bagian makan bergizi gratis anak-anak makin dekat dengan tradisi mereka ,menu lokal jadi bagian makan bergizi gratis anak anak makin dekat dengan tradisi mereka,menu lokal makan bergizi gratis anak anak tradisi,menu lokal makan gizi gratis anak anak tradisi
23/09/2025 15:48,Tidak ada yg lebih urgent dari MBG ,https://x.com/undefined/status/1970515562519507275,individual,relevan,https://x.com/undefined/status/1970515562519507275,tidak ada yg lebih urgent dari mbg ,tidak ada yg lebih urgent dari mbg ,tidak ada yg lebih urgent dari mbg,urgent mbg,urgent mbg
23/09/2025 17:26,Ini org emg cuma naik jd presiden krn target diri aja ges aslinya kopong dan emg dasarnya pelanggar HAM yaudah mereka akan berpihak pada hal yg sama Anak2 keracunan MBG aja dia gk peduli ini lg sok sok mau akui israel. Kan emg dongo aja,https://x.com/undefined/status/1970540346347245995,individual,relevan,https://x.com/undefined/status/1970540346347245995,ini org emg cuma naik jd presiden krn target diri aja ges aslinya kopong dan emg dasarnya pelanggar ham yaudah mereka akan berpihak pada hal yg sama anak2 keracunan mbg aja dia gk peduli ini lg sok sok mau akui israel. kan emg dongo aja,ini org emg cuma naik jd presiden krn target diri aja ges aslinya kopong dan emg dasarnya pelanggar ham yaudah mereka akan berpihak pada hal yg sama anak2 keracunan mbg aja dia gk peduli ini lg sok sok mau akui israel. kan emg dongo aja,ini org emg cuma naik jd presiden krn target diri aja ges aslinya kopong dan emg dasarnya pelanggar ham yaudah mereka akan berpihak pada hal yg sama anak keracunan mbg aja dia gk peduli ini lg sok sok mau akui israel kan emg dongo aja,org emg jd presiden krn target ges aslinya kopong emg dasarnya pelanggar ham yaudah berpihak anak keracunan mbg gk peduli lg sok sok akui israel emg dongo,org emg jd presiden krn target ges asli kopong emg dasar langgar ham yaudah pihak anak racun mbg gk peduli lg sok sok aku israel emg dongo
23/09/2025 22:25,Anak-anak Indonesia makin kuat karena menu makan bergizi gratis disesuaiin daerah masing-masing https://t.co/oZyc385qBQ,https://x.com/undefined/status/1970615476389851461,suspend,relevan,https://x.com/undefined/status/1970615476389851461,anak-anak indonesia makin kuat karena menu makan bergizi gratis disesuaiin daerah masing-masing https://t.co/ozyc385qbq,anak-anak indonesia makin kuat karena menu makan bergizi gratis disesuaiin daerah masing-masing ,anak anak indonesia makin kuat karena menu makan bergizi gratis disesuaiin daerah masing masing,anak anak indonesia kuat menu makan bergizi gratis disesuaiin daerah,anak anak indonesia kuat menu makan gizi gratis disesuaiin daerah
23/09/2025 23:51,Mending mbg dikasih ransum sekalian (taunya ransum basi),https://x.com/undefined/status/1970637166561894762,individual,relevan,https://x.com/undefined/status/1970637166561894762,mending mbg dikasih ransum sekalian (taunya ransum basi),mending mbg dikasih ransum sekalian (taunya ransum basi),mending mbg dikasih ransum sekalian taunya ransum basi,mending mbg dikasih ransum taunya ransum basi,mending mbg kasih ransum tau ransum basi
23/09/2025 22:26,Makan bergizi gratis hadir dengan menu khas daerah bikin anak-anak kuat dan bahagia ️ https://t.co/kOkvAg2wAm,https://x.com/undefined/status/1970615789595304329,suspend,relevan,https://x.com/undefined/status/1970615789595304329,makan bergizi gratis hadir dengan menu khas daerah bikin anak-anak kuat dan bahagia ️ https://t.co/kokvag2wam,makan bergizi gratis hadir dengan menu khas daerah bikin anak-anak kuat dan bahagia ️ ,makan bergizi gratis hadir dengan menu khas daerah bikin anak anak kuat dan bahagia,makan bergizi gratis hadir menu khas daerah bikin anak anak kuat bahagia,makan gizi gratis hadir menu khas daerah bikin anak anak kuat bahagia
23/09/2025 22:25,Anak-anak makin kuat karena makan bergizi gratis sesuai porsi lokal https://t.co/lojyLPKFdI,https://x.com/undefined/status/1970615647563595820,suspend,relevan,https://x.com/undefined/status/1970615647563595820,anak-anak makin kuat karena makan bergizi gratis sesuai porsi lokal https://t.co/lojylpkfdi,anak-anak makin kuat karena makan bergizi gratis sesuai porsi lokal ,anak anak makin kuat karena makan bergizi gratis sesuai porsi lokal,anak anak kuat makan bergizi gratis sesuai porsi lokal,anak anak kuat makan gizi gratis sesuai porsi lokal
23/09/2025 22:25,Menu makan bergizi gratis bikin anak-anak semangat sekolah dan tumbuh pintar https://t.co/M3SxQ4rtR6,https://x.com/undefined/status/1970615603699556477,suspend,relevan,https://x.com/undefined/status/1970615603699556477,menu makan bergizi gratis bikin anak-anak semangat sekolah dan tumbuh pintar https://t.co/m3sxq4rtr6,menu makan bergizi gratis bikin anak-anak semangat sekolah dan tumbuh pintar ,menu makan bergizi gratis bikin anak anak semangat sekolah dan tumbuh pintar,menu makan bergizi gratis bikin anak anak semangat sekolah tumbuh pintar,menu makan gizi gratis bikin anak anak semangat sekolah tumbuh pintar
23/09/2025 23:35,Bon Appetit your Majesty MBG = Mamah Bikin Gimbab Terimakasih Pak Prabowo berkat MBG saya sadar kalo masakan saya ga parah parah banget ️ https://t.co/ti8NjhcGKR,https://x.com/undefined/status/1970633170237395198,individual,not relevan,https://x.com/undefined/status/1970633170237395198,bon appetit your majesty mbg = mamah bikin gimbab terimakasih pak prabowo berkat mbg saya sadar kalo masakan saya ga parah parah banget ️ https://t.co/ti8njhcgkr,bon appetit your majesty mbg = mamah bikin gimbab terimakasih pak prabowo berkat mbg saya sadar kalo masakan saya ga parah parah banget ️ ,bon appetit your majesty mbg mamah bikin gimbab terimakasih pak prabowo berkat mbg saya sadar kalo masakan saya ga parah parah banget,bon appetit your majesty mbg mamah bikin gimbab terimakasih prabowo berkat mbg sadar kalo masakan ga parah parah banget,bon appetit your majesty mbg mamah bikin gimbab terimakasih prabowo berkat mbg sadar kalo masakan ga parah parah banget
23/09/2025 22:55,Pak @prabowo tolong evaluasi MBG pak banyak anak sekolah yg jd korban. Maksud bpk baik tp yg menjalankan program ini org2nya tdk sejalan dgn ide bpk. Mereka mencari celah untuk mendapatkan keuntungan dr program bpk. Tdk profesional.,https://x.com/undefined/status/1970623048207499621,individual,relevan,https://x.com/undefined/status/1970623048207499621,pak @prabowo tolong evaluasi mbg pak banyak anak sekolah yg jd korban. maksud bpk baik tp yg menjalankan program ini org2nya tdk sejalan dgn ide bpk. mereka mencari celah untuk mendapatkan keuntungan dr program bpk. tdk profesional.,pak  tolong evaluasi mbg pak banyak anak sekolah yg jd korban. maksud bpk baik tp yg menjalankan program ini org2nya tdk sejalan dgn ide bpk. mereka mencari celah untuk mendapatkan keuntungan dr program bpk. tdk profesional.,pak tolong evaluasi mbg pak banyak anak sekolah yg jd korban maksud bpk baik tp yg menjalankan program ini org nya tdk sejalan dgn ide bpk mereka mencari celah untuk mendapatkan keuntungan dr program bpk tdk profesional,evaluasi mbg anak sekolah jd korban maksud bpk tp menjalankan program org tdk sejalan dgn ide bpk mencari celah keuntungan dr program bpk tdk profesional,evaluasi mbg anak sekolah jd korban maksud bpk tp jalan program org tdk jalan dgn ide bpk cari celah untung dr program bpk tdk profesional
23/09/2025 23:57,Mental2 Maling. Jelaslah menolak apanya yang mau dikorupsi jika MBG diganti dg duit cash. https://t.co/6DBnoMPYBT,https://x.com/undefined/status/1970638788054655149,individual,relevan,https://x.com/undefined/status/1970638788054655149,mental2 maling. jelaslah menolak apanya yang mau dikorupsi jika mbg diganti dg duit cash. https://t.co/6dbnompybt,mental2 maling. jelaslah menolak apanya yang mau dikorupsi jika mbg diganti dg duit cash. ,mental maling jelaslah menolak apanya yang mau dikorupsi jika mbg diganti dg duit cash,mental maling menolak apanya dikorupsi mbg diganti dg duit cash,mental maling tolak apa korupsi mbg ganti dg duit cash
23/09/2025 23:24,Menurut orang yg punya dapur MBG MBG ini gak merata standarisasinya. Mereka masih dibagi jadi grade a b dan c. Grade A biasanya org2 yg punya resto dan catering makanya klo kalian liat testi murid2 yg bagus itu berarti mereka dpt dapur yg A. Emg udh salah dari awal MBG ini.,https://x.com/undefined/status/1970630367477669976,individual,relevan,https://x.com/undefined/status/1970630367477669976,menurut orang yg punya dapur mbg mbg ini gak merata standarisasinya. mereka masih dibagi jadi grade a b dan c. grade a biasanya org2 yg punya resto dan catering makanya klo kalian liat testi murid2 yg bagus itu berarti mereka dpt dapur yg a. emg udh salah dari awal mbg ini.,menurut orang yg punya dapur mbg mbg ini gak merata standarisasinya. mereka masih dibagi jadi grade a b dan c. grade a biasanya org2 yg punya resto dan catering makanya klo kalian liat testi murid2 yg bagus itu berarti mereka dpt dapur yg a. emg udh salah dari awal mbg ini.,menurut orang yg punya dapur mbg mbg ini gak merata standarisasinya mereka masih dibagi jadi grade a b dan c grade a biasanya org yg punya resto dan catering makanya klo kalian liat testi murid yg bagus itu berarti mereka dpt dapur yg a emg udh salah dari awal mbg ini,orang dapur mbg mbg gak merata standarisasinya dibagi grade a b c grade a org resto catering klo liat testi murid bagus dpt dapur a emg udh salah mbg,orang dapur mbg mbg gak rata standar bagi grade a b c grade a org resto catering klo liat testi murid bagus dpt dapur a emg udh salah mbg
23/09/2025 23:36,Dapur MBG nya di mana sekolahnya di mana. Tolol wowo dongo,https://x.com/undefined/status/1970633511884456426,individual,relevan,https://x.com/undefined/status/1970633511884456426,dapur mbg nya di mana sekolahnya di mana. tolol wowo dongo,dapur mbg nya di mana sekolahnya di mana. tolol wowo dongo,dapur mbg nya di mana sekolahnya di mana tolol wowo dongo,dapur mbg sekolahnya tolol wowo dongo,dapur mbg sekolah tolol wowo dongo
23/09/2025 23:29,Mau makin se-miskin apa mental negara ini kalo apa-apa diduitin? Mending dana MBG diganti pembangunan sekolah LAYAK di pelosok-pelosok renovasi sekolah dan fasilitas karena masih banyak sekolah negeri yang jelek bahkan ada sekolah yang masih ngontrak karena blm dapet lahan,https://x.com/undefined/status/1970631524908449894,individual,relevan,https://x.com/undefined/status/1970631524908449894,mau makin se-miskin apa mental negara ini kalo apa-apa diduitin? mending dana mbg diganti pembangunan sekolah layak di pelosok-pelosok renovasi sekolah dan fasilitas karena masih banyak sekolah negeri yang jelek bahkan ada sekolah yang masih ngontrak karena blm dapet lahan,mau makin se-miskin apa mental negara ini kalo apa-apa diduitin? mending dana mbg diganti pembangunan sekolah layak di pelosok-pelosok renovasi sekolah dan fasilitas karena masih banyak sekolah negeri yang jelek bahkan ada sekolah yang masih ngontrak karena blm dapet lahan,mau makin se miskin apa mental negara ini kalo apa apa diduitin mending dana mbg diganti pembangunan sekolah layak di pelosok pelosok renovasi sekolah dan fasilitas karena masih banyak sekolah negeri yang jelek bahkan ada sekolah yang masih ngontrak karena blm dapet lahan,miskin mental negara kalo diduitin mending dana mbg diganti pembangunan sekolah layak pelosok pelosok renovasi sekolah fasilitas sekolah negeri jelek sekolah ngontrak blm dapet lahan,miskin mental negara kalo diduitin mending dana mbg ganti bangun sekolah layak pelosok pelosok renovasi sekolah fasilitas sekolah negeri jelek sekolah ngontrak blm dapet lahan
23/09/2025 20:25,karna jakarta ini warga nya berisik dan tukang komplain menu MBG nya enak² wkwkwkwkwk,https://x.com/undefined/status/1970585277598179462,individual,relevan,https://x.com/undefined/status/1970585277598179462,karna jakarta ini warga nya berisik dan tukang komplain menu mbg nya enak² wkwkwkwkwk,karna jakarta ini warga nya berisik dan tukang komplain menu mbg nya enak² wkwkwkwkwk,karna jakarta ini warga nya berisik dan tukang komplain menu mbg nya enak wkwkwkwkwk,karna jakarta warga berisik tukang komplain menu mbg enak wkwkwkwkwk,karna jakarta warga berisik tukang komplain menu mbg enak wkwkwkwkwk
23/09/2025 16:59,Justru yg dipilih ahli gizi paling bodoh biar nggak paham akg harian. Kalau itu disebut MBG maka harusnya nilai gizinya mencukupi setidaknya 1/2 dari total kebutuhan gizi harian Orang bodoh sangat disukai rezim badut,https://x.com/undefined/status/1970533382762430639,individual,relevan,https://x.com/undefined/status/1970533382762430639,justru yg dipilih ahli gizi paling bodoh biar nggak paham akg harian. kalau itu disebut mbg maka harusnya nilai gizinya mencukupi setidaknya 1/2 dari total kebutuhan gizi harian orang bodoh sangat disukai rezim badut,justru yg dipilih ahli gizi paling bodoh biar nggak paham akg harian. kalau itu disebut mbg maka harusnya nilai gizinya mencukupi setidaknya 1/2 dari total kebutuhan gizi harian orang bodoh sangat disukai rezim badut,justru yg dipilih ahli gizi paling bodoh biar nggak paham akg harian kalau itu disebut mbg maka harusnya nilai gizinya mencukupi setidaknya dari total kebutuhan gizi harian orang bodoh sangat disukai rezim badut,dipilih ahli gizi bodoh biar paham akg harian mbg nilai gizinya mencukupi total kebutuhan gizi harian orang bodoh disukai rezim badut,pilih ahli gizi bodoh biar paham akg hari mbg nilai gizi cukup total butuh gizi hari orang bodoh suka rezim badut
23/09/2025 22:50,@tempodotco padahal udah banyak kasus anak² keracunan MBG &amp; makanannya ga layak tetep dikirim ke sekolah.. di sekolah anakku (SD) &amp; beberapa sekolah lainnya yg 1 SPPG sejak kemarin MBG nya terhenti karna ada kasus lintah di daun selada saat menunya burger..,https://x.com/undefined/status/1970621883512176832,individual,relevan,https://x.com/undefined/status/1970621883512176832,@tempodotco padahal udah banyak kasus anak² keracunan mbg &amp; makanannya ga layak tetep dikirim ke sekolah.. di sekolah anakku (sd) &amp; beberapa sekolah lainnya yg 1 sppg sejak kemarin mbg nya terhenti karna ada kasus lintah di daun selada saat menunya burger.., padahal udah banyak kasus anak² keracunan mbg &amp; makanannya ga layak tetep dikirim ke sekolah.. di sekolah anakku (sd) &amp; beberapa sekolah lainnya yg 1 sppg sejak kemarin mbg nya terhenti karna ada kasus lintah di daun selada saat menunya burger..,padahal udah banyak kasus anak keracunan mbg amp makanannya ga layak tetep dikirim ke sekolah di sekolah anakku sd amp beberapa sekolah lainnya yg sppg sejak kemarin mbg nya terhenti karna ada kasus lintah di daun selada saat menunya burger,udah anak keracunan mbg amp makanannya ga layak tetep dikirim sekolah sekolah anakku sd amp sekolah sppg kemarin mbg terhenti karna lintah daun selada menunya burger,udah anak racun mbg amp makan ga layak tetep kirim sekolah sekolah anak sd amp sekolah sppg kemarin mbg henti karna lintah daun selada menu burger
23/09/2025 20:47,Ini kalo di tt isi komennya yang dikasi mbg anak2 bukan kalian . aaaaarrghhhh,https://x.com/undefined/status/1970590840260305334,individual,relevan,https://x.com/undefined/status/1970590840260305334,ini kalo di tt isi komennya yang dikasi mbg anak2 bukan kalian . aaaaarrghhhh,ini kalo di tt isi komennya yang dikasi mbg anak2 bukan kalian . aaaaarrghhhh,ini kalo di tt isi komennya yang dikasi mbg anak bukan kalian aaaaarrghhhh,kalo tt isi komennya dikasi mbg anak aaaaarrghhhh,kalo tt isi komennya kasi mbg anak aaaaarrghhhh
23/09/2025 16:55,orang jayapura ga hancurin aja dapur mbg nya ?? sy gatel banget yg bgini dibiarin,https://x.com/undefined/status/1970532405565104492,individual,relevan,https://x.com/undefined/status/1970532405565104492,orang jayapura ga hancurin aja dapur mbg nya ?? sy gatel banget yg bgini dibiarin,orang jayapura ga hancurin aja dapur mbg nya ?? sy gatel banget yg bgini dibiarin,orang jayapura ga hancurin aja dapur mbg nya sy gatel banget yg bgini dibiarin,orang jayapura ga hancurin dapur mbg sy gatel banget bgini dibiarin,orang jayapura ga hancurin dapur mbg sy gatel banget bgini dibiarin
23/09/2025 17:20,@KerjaSeskabRI Mohon info APA PADA MENUNGGU ADA ANAK YANG MATI KERACUNAN MBG ????,https://x.com/undefined/status/1970538700250681720,suspend,relevan,https://x.com/undefined/status/1970538700250681720,@kerjaseskabri mohon info apa pada menunggu ada anak yang mati keracunan mbg ????, mohon info apa pada menunggu ada anak yang mati keracunan mbg ????,mohon info apa pada menunggu ada anak yang mati keracunan mbg,mohon info menunggu anak mati keracunan mbg,mohon info tunggu anak mati racun mbg
23/09/2025 16:29,. Apa sudah KLB kalau begitu... Stop MBG ganti dengan program lain‼️... Evaluasi jg bukannya berkurang malah makin berulang2 . https://t.co/mJR2xdoWG8,https://x.com/undefined/status/1970525832990081117,individual,relevan,https://x.com/undefined/status/1970525832990081117,. apa sudah klb kalau begitu... stop mbg ganti dengan program lain‼️... evaluasi jg bukannya berkurang malah makin berulang2 . https://t.co/mjr2xdowg8,. apa sudah klb kalau begitu... stop mbg ganti dengan program lain‼️... evaluasi jg bukannya berkurang malah makin berulang2 . ,apa sudah klb kalau begitu stop mbg ganti dengan program lain evaluasi jg bukannya berkurang malah makin berulang,klb stop mbg ganti program evaluasi jg berkurang berulang,klb stop mbg ganti program evaluasi jg kurang ulang
23/09/2025 22:24,Menu lokal jadi bagian makan bergizi gratis anak-anak makin dekat dengan tradisi daerah https://t.co/C0wQJfrCVG,https://x.com/undefined/status/1970615379094622533,suspend,relevan,https://x.com/undefined/status/1970615379094622533,menu lokal jadi bagian makan bergizi gratis anak-anak makin dekat dengan tradisi daerah https://t.co/c0wqjfrcvg,menu lokal jadi bagian makan bergizi gratis anak-anak makin dekat dengan tradisi daerah ,menu lokal jadi bagian makan bergizi gratis anak anak makin dekat dengan tradisi daerah,menu lokal makan bergizi gratis anak anak tradisi daerah,menu lokal makan gizi gratis anak anak tradisi daerah
23/09/2025 22:26,Anak-anak makin sehat karena makan bergizi gratis sesuai menu khas daerah mereka https://t.co/7zLnKUaxbE,https://x.com/undefined/status/1970615881215680690,suspend,relevan,https://x.com/undefined/status/1970615881215680690,anak-anak makin sehat karena makan bergizi gratis sesuai menu khas daerah mereka https://t.co/7zlnkuaxbe,anak-anak makin sehat karena makan bergizi gratis sesuai menu khas daerah mereka ,anak anak makin sehat karena makan bergizi gratis sesuai menu khas daerah mereka,anak anak sehat makan bergizi gratis sesuai menu khas daerah,anak anak sehat makan gizi gratis sesuai menu khas daerah
23/09/2025 23:58,Keracunan akibat MBG mencapai 6k-an. Sampai hr ini disekolah anakku blm ada MBG. Kl ada sy akan ajukan penolakan utk ikut serta. Problemnya ada pd tingkat higienisnya. kl cm utk makanan segitu tp tingkat higienis diragukan masa iya hrs mengorbankan anak?! @prabowo @Gerindra,https://x.com/undefined/status/1970639045035524344,individual,relevan,https://x.com/undefined/status/1970639045035524344,keracunan akibat mbg mencapai 6k-an. sampai hr ini disekolah anakku blm ada mbg. kl ada sy akan ajukan penolakan utk ikut serta. problemnya ada pd tingkat higienisnya. kl cm utk makanan segitu tp tingkat higienis diragukan masa iya hrs mengorbankan anak?! @prabowo @gerindra,keracunan akibat mbg mencapai 6k-an. sampai hr ini disekolah anakku blm ada mbg. kl ada sy akan ajukan penolakan utk ikut serta. problemnya ada pd tingkat higienisnya. kl cm utk makanan segitu tp tingkat higienis diragukan masa iya hrs mengorbankan anak?!  ,keracunan akibat mbg mencapai k an sampai hr ini disekolah anakku blm ada mbg kl ada sy akan ajukan penolakan utk ikut serta problemnya ada pd tingkat higienisnya kl cm utk makanan segitu tp tingkat higienis diragukan masa iya hrs mengorbankan anak,keracunan akibat mbg mencapai k an hr disekolah anakku blm mbg kl sy ajukan penolakan problemnya pd tingkat higienisnya kl cm makanan segitu tp tingkat higienis diragukan iya hrs mengorbankan anak,racun akibat mbg capai k an hr seko anak blm mbg kl sy aju tolak problem pd tingkat higienis kl cm makan segitu tp tingkat higienis ragu iya hrs korban anak
23/09/2025 22:24,Anak-anak makin ceria karena makan bergizi gratis sesuai menu khas daerah mereka https://t.co/H1bJ7VZC5t,https://x.com/undefined/status/1970615392587727347,suspend,relevan,https://x.com/undefined/status/1970615392587727347,anak-anak makin ceria karena makan bergizi gratis sesuai menu khas daerah mereka https://t.co/h1bj7vzc5t,anak-anak makin ceria karena makan bergizi gratis sesuai menu khas daerah mereka ,anak anak makin ceria karena makan bergizi gratis sesuai menu khas daerah mereka,anak anak ceria makan bergizi gratis sesuai menu khas daerah,anak anak ceria makan gizi gratis sesuai menu khas daerah
23/09/2025 22:25,Bersyukur banget anak-anak bisa sehat dan kenyang dengan makan bergizi gratis https://t.co/xZZLvERmCU,https://x.com/undefined/status/1970615419011768637,suspend,relevan,https://x.com/undefined/status/1970615419011768637,bersyukur banget anak-anak bisa sehat dan kenyang dengan makan bergizi gratis https://t.co/xzzlvermcu,bersyukur banget anak-anak bisa sehat dan kenyang dengan makan bergizi gratis ,bersyukur banget anak anak bisa sehat dan kenyang dengan makan bergizi gratis,bersyukur banget anak anak sehat kenyang makan bergizi gratis,syukur banget anak anak sehat kenyang makan gizi gratis
23/09/2025 22:23,Dari lontong sayur sampe ikan bakar makan bergizi gratis bikin anak-anak kuat dan ceria https://t.co/FRhqq7X5J9,https://x.com/undefined/status/1970615085451415587,suspend,relevan,https://x.com/undefined/status/1970615085451415587,dari lontong sayur sampe ikan bakar makan bergizi gratis bikin anak-anak kuat dan ceria https://t.co/frhqq7x5j9,dari lontong sayur sampe ikan bakar makan bergizi gratis bikin anak-anak kuat dan ceria ,dari lontong sayur sampe ikan bakar makan bergizi gratis bikin anak anak kuat dan ceria,lontong sayur sampe ikan bakar makan bergizi gratis bikin anak anak kuat ceria,lontong sayur sampe ikan bakar makan gizi gratis bikin anak anak kuat ceria
23/09/2025 22:33,@PreciosaKanti @Dahnilanzar . Bisa gak sih Pak @prabowo diberikan laporan apa adanya? . Atau dibuat kompilasi video semua kejadian keracunan MBG diserahkan ke Pak @prabowo untuk dijadikan bahan renungan? . Duit pajak triliunan DIBUANG sia sia? Mubazir. . Bisa nya kita rakyat mengingatkan...,https://x.com/undefined/status/1970617560921239918,individual,relevan,https://x.com/undefined/status/1970617560921239918,@preciosakanti @dahnilanzar . bisa gak sih pak @prabowo diberikan laporan apa adanya? . atau dibuat kompilasi video semua kejadian keracunan mbg diserahkan ke pak @prabowo untuk dijadikan bahan renungan? . duit pajak triliunan dibuang sia sia? mubazir. . bisa nya kita rakyat mengingatkan...,  . bisa gak sih pak  diberikan laporan apa adanya? . atau dibuat kompilasi video semua kejadian keracunan mbg diserahkan ke pak  untuk dijadikan bahan renungan? . duit pajak triliunan dibuang sia sia? mubazir. . bisa nya kita rakyat mengingatkan...,bisa gak sih pak diberikan laporan apa adanya atau dibuat kompilasi video semua kejadian keracunan mbg diserahkan ke pak untuk dijadikan bahan renungan duit pajak triliunan dibuang sia sia mubazir bisa nya kita rakyat mengingatkan,gak sih laporan kompilasi video kejadian keracunan mbg diserahkan dijadikan bahan renungan duit pajak triliunan dibuang sia sia mubazir rakyat,gak sih lapor kompilasi video jadi racun mbg serah jadi bahan renung duit pajak triliun buang sia sia mubazir rakyat
23/09/2025 23:44,@JohnAlbertJA @msaid_didu @prabowo Ya kritik soal MBG sebagai alat memperkaya lingkaran penguasa (seperti Prabowo &amp; kroni) sering muncul di media (Tempo ICW 2025: seruan hentikan karena konflik BGN &amp; mitra minim transparansi; Stratsea: persiapan buruk). Pemain seperti BGN (Badan Gizi Nasional) &amp; SPPG (mungkin,https://x.com/undefined/status/1970635418875130061,media,relevan,https://x.com/undefined/status/1970635418875130061,@johnalbertja @msaid_didu @prabowo ya kritik soal mbg sebagai alat memperkaya lingkaran penguasa (seperti prabowo &amp; kroni) sering muncul di media (tempo icw 2025: seruan hentikan karena konflik bgn &amp; mitra minim transparansi; stratsea: persiapan buruk). pemain seperti bgn (badan gizi nasional) &amp; sppg (mungkin,   ya kritik soal mbg sebagai alat memperkaya lingkaran penguasa (seperti prabowo &amp; kroni) sering muncul di media (tempo icw 2025: seruan hentikan karena konflik bgn &amp; mitra minim transparansi; stratsea: persiapan buruk). pemain seperti bgn (badan gizi nasional) &amp; sppg (mungkin,ya kritik soal mbg sebagai alat memperkaya lingkaran penguasa seperti prabowo amp kroni sering muncul di media tempo icw seruan hentikan karena konflik bgn amp mitra minim transparansi stratsea persiapan buruk pemain seperti bgn badan gizi nasional amp sppg mungkin,kritik mbg alat memperkaya lingkaran penguasa prabowo amp kroni muncul media tempo icw seruan hentikan konflik bgn amp mitra minim transparansi stratsea persiapan buruk pemain bgn badan gizi nasional amp sppg,kritik mbg alat kaya lingkar kuasa prabowo amp kroni muncul media tempo icw seru henti konflik bgn amp mitra minim transparansi stratsea siap buruk main bgn badan gizi nasional amp sppg
23/09/2025 22:08,Selama MBG pake vendor maka akan ada selalu celah korupsi kemungkinan keracunan makanan karena tidak terawasi. Setiap sekolah hrsnya punya dapur sendiri yg diawasi 1 ahli gizi. Kalo gak bisa ya udah gak usah maksa ada MBG. Bagusin dulu pembangunan sekolah di seluruh Indonesia,https://x.com/undefined/status/1970611208320622884,individual,relevan,https://x.com/undefined/status/1970611208320622884,selama mbg pake vendor maka akan ada selalu celah korupsi kemungkinan keracunan makanan karena tidak terawasi. setiap sekolah hrsnya punya dapur sendiri yg diawasi 1 ahli gizi. kalo gak bisa ya udah gak usah maksa ada mbg. bagusin dulu pembangunan sekolah di seluruh indonesia,selama mbg pake vendor maka akan ada selalu celah korupsi kemungkinan keracunan makanan karena tidak terawasi. setiap sekolah hrsnya punya dapur sendiri yg diawasi 1 ahli gizi. kalo gak bisa ya udah gak usah maksa ada mbg. bagusin dulu pembangunan sekolah di seluruh indonesia,selama mbg pake vendor maka akan ada selalu celah korupsi kemungkinan keracunan makanan karena tidak terawasi setiap sekolah hrsnya punya dapur sendiri yg diawasi ahli gizi kalo gak bisa ya udah gak usah maksa ada mbg bagusin dulu pembangunan sekolah di seluruh indonesia,mbg pake vendor celah korupsi keracunan makanan terawasi sekolah hrsnya dapur diawasi ahli gizi kalo gak udah gak maksa mbg bagusin pembangunan sekolah indonesia,mbg pake vendor celah korupsi racun makan awas sekolah hrsnya dapur awas ahli gizi kalo gak udah gak maksa mbg bagusin bangun sekolah indonesia
23/09/2025 20:21,Kalo naik becak di Surabaya... Kata Abang becaknya bayar 10.000 kok mau pake rem Sama aja dgn MBG Mau kenyang dan bergizi kok bayar 10.000 ??,https://x.com/undefined/status/1970584210193940563,individual,relevan,https://x.com/undefined/status/1970584210193940563,kalo naik becak di surabaya... kata abang becaknya bayar 10.000 kok mau pake rem sama aja dgn mbg mau kenyang dan bergizi kok bayar 10.000 ??,kalo naik becak di surabaya... kata abang becaknya bayar 10.000 kok mau pake rem sama aja dgn mbg mau kenyang dan bergizi kok bayar 10.000 ??,kalo naik becak di surabaya kata abang becaknya bayar kok mau pake rem sama aja dgn mbg mau kenyang dan bergizi kok bayar,kalo becak surabaya abang becaknya bayar pake rem dgn mbg kenyang bergizi bayar,kalo becak surabaya abang becak bayar pake rem dgn mbg kenyang gizi bayar
