created_at,full_text,tweet_url,media,relevan,link,case_folding,noise_removed,non_alpha_removed,stopword_removed,clean_text
23/09/2025 21:44,Program yang kurang tepat dan dipaksakan akhirnya memakan korban. Sudah berapa banyak korban dr MBG ini tapi pemerintah seakan tuli dan buta masih saja si teruskan . Menjalankan program 1 aja kok amburadul gak karuan . @prabowo @KemenkesRI @KemensosRI https://t.co/N1piEwm41Q,https://x.com/undefined/status/1970605277180522656,individual,relevan,https://x.com/undefined/status/1970605277180522656,program yang kurang tepat dan dipaksakan akhirnya memakan korban. sudah berapa banyak korban dr mbg ini tapi pemerintah seakan tuli dan buta masih saja si teruskan . menjalankan program 1 aja kok amburadul gak karuan . @prabowo @kemenkesri @kemensosri https://t.co/n1piewm41q,program yang kurang tepat dan dipaksakan akhirnya memakan korban. sudah berapa banyak korban dr mbg ini tapi pemerintah seakan tuli dan buta masih saja si teruskan . menjalankan program 1 aja kok amburadul gak karuan .    ,program yang kurang tepat dan dipaksakan akhirnya memakan korban sudah berapa banyak korban dr mbg ini tapi pemerintah seakan tuli dan buta masih saja si teruskan menjalankan program aja kok amburadul gak karuan,program dipaksakan memakan korban korban dr mbg pemerintah seakan tuli buta si teruskan menjalankan program amburadul gak karuan,program paksa makan korban korban dr mbg perintah akan tuli buta si terus jalan program amburadul gak karuan
23/09/2025 22:30,Dukung makan bergizi gratis di Papua #MakanBergiziGratis #MakanBergiziGratisBantuUMKM #MBGPapua https://t.co/5iI98eQJoq,https://x.com/undefined/status/1970616669908410776,media,relevan,https://x.com/undefined/status/1970616669908410776,dukung makan bergizi gratis di papua #makanbergizigratis #makanbergizigratisbantuumkm #mbgpapua https://t.co/5ii98eqjoq,dukung makan bergizi gratis di papua    ,dukung makan bergizi gratis di papua,dukung makan bergizi gratis papua,dukung makan gizi gratis papua
23/09/2025 23:51,Ketika dapat MBG ayam geprek tapi belum digeprek akhirnya digeprek manual... @prabowo https://t.co/ajMDKM6CoE,https://x.com/undefined/status/1970637278214250613,individual,not relevan,https://x.com/undefined/status/1970637278214250613,ketika dapat mbg ayam geprek tapi belum digeprek akhirnya digeprek manual... @prabowo https://t.co/ajmdkm6coe,ketika dapat mbg ayam geprek tapi belum digeprek akhirnya digeprek manual...  ,ketika dapat mbg ayam geprek tapi belum digeprek akhirnya digeprek manual,mbg ayam geprek digeprek digeprek manual,mbg ayam geprek digeprek digeprek manual
23/09/2025 23:52,Dari dulu jg sdh ketebak MBG ini proyek korup dengan versi terbaru https://t.co/BMvp2XtPQl,https://x.com/undefined/status/1970637340042502637,individual,relevan,https://x.com/undefined/status/1970637340042502637,dari dulu jg sdh ketebak mbg ini proyek korup dengan versi terbaru https://t.co/bmvp2xtpql,dari dulu jg sdh ketebak mbg ini proyek korup dengan versi terbaru ,dari dulu jg sdh ketebak mbg ini proyek korup dengan versi terbaru,jg sdh ketebak mbg proyek korup versi terbaru,jg sdh tebak mbg proyek korup versi baru
23/09/2025 23:01,Pak Presiden yang terhormat @prabowo tidak bisakah MBG diganti program lain saja seperti program Pendidikan gratis? Melihat disana-sini anak-anak masa depan bangsa banyak sekali yang keracunan. Please open your eyes and stop.. jangan ada lagi korban keracunan MBG.,https://x.com/undefined/status/1970624560539238676,individual,relevan,https://x.com/undefined/status/1970624560539238676,pak presiden yang terhormat @prabowo tidak bisakah mbg diganti program lain saja seperti program pendidikan gratis? melihat disana-sini anak-anak masa depan bangsa banyak sekali yang keracunan. please open your eyes and stop.. jangan ada lagi korban keracunan mbg.,pak presiden yang terhormat  tidak bisakah mbg diganti program lain saja seperti program pendidikan gratis? melihat disana-sini anak-anak masa depan bangsa banyak sekali yang keracunan. please open your eyes and stop.. jangan ada lagi korban keracunan mbg.,pak presiden yang terhormat tidak bisakah mbg diganti program lain saja seperti program pendidikan gratis melihat disana sini anak anak masa depan bangsa banyak sekali yang keracunan please open your eyes and stop jangan ada lagi korban keracunan mbg,presiden terhormat mbg diganti program program pendidikan gratis disana anak anak bangsa keracunan please open your eyes and stop korban keracunan mbg,presiden hormat mbg ganti program program didik gratis sana anak anak bangsa racun please open your eyes and stop korban racun mbg
23/09/2025 23:09,nganter MBG https://t.co/BkMKoLaBNs,https://x.com/undefined/status/1970626558349156754,individual,not relevan,https://x.com/undefined/status/1970626558349156754,nganter mbg https://t.co/bkmkolabns,nganter mbg ,nganter mbg,nganter mbg,nganter mbg
23/09/2025 22:56,Bhabinkamtibmas kalurahan potorono melaksanakan Sambang SMP 5 Banguntapan dan pantauan pendistribusian MBG serta sambang warga di wilayah kalurahan Potorono. https://t.co/lWkXjsOhxa,https://x.com/undefined/status/1970623447110910412,media,relevan,https://x.com/undefined/status/1970623447110910412,bhabinkamtibmas kalurahan potorono melaksanakan sambang smp 5 banguntapan dan pantauan pendistribusian mbg serta sambang warga di wilayah kalurahan potorono. https://t.co/lwkxjsohxa,bhabinkamtibmas kalurahan potorono melaksanakan sambang smp 5 banguntapan dan pantauan pendistribusian mbg serta sambang warga di wilayah kalurahan potorono. ,bhabinkamtibmas kalurahan potorono melaksanakan sambang smp banguntapan dan pantauan pendistribusian mbg serta sambang warga di wilayah kalurahan potorono,bhabinkamtibmas kalurahan potorono melaksanakan sambang smp banguntapan pantauan pendistribusian mbg sambang warga wilayah kalurahan potorono,bhabinkamtibmas kalurahan potorono laksana sambang smp banguntapan pantau distribusi mbg sambang warga wilayah kalurahan potorono
23/09/2025 22:34,Makin dzalim ajah eeh tapii kan sesuai SOP (Standar Obokobok Peraturan) VIRAL Menu MBG di Banyumas Cuma Kacang Rebus Roti Tawar dan Susu https://t.co/zgDuO7xcSm via @tribunnews https://t.co/GsnOZjK3kG,https://x.com/undefined/status/1970617674599473419,individual,relevan,https://x.com/undefined/status/1970617674599473419,makin dzalim ajah eeh tapii kan sesuai sop (standar obokobok peraturan) viral menu mbg di banyumas cuma kacang rebus roti tawar dan susu https://t.co/zgduo7xcsm via @tribunnews https://t.co/gsnozjk3kg,makin dzalim ajah eeh tapii kan sesuai sop (standar obokobok peraturan) viral menu mbg di banyumas cuma kacang rebus roti tawar dan susu  via  ,makin dzalim ajah eeh tapii kan sesuai sop standar obokobok peraturan viral menu mbg di banyumas cuma kacang rebus roti tawar dan susu via,dzalim ajah eeh tapii sesuai sop standar obokobok peraturan viral menu mbg banyumas kacang rebus roti tawar susu via,dzalim ajah eeh tapi sesuai sop standar obokobok atur viral menu mbg banyumas kacang rebus roti tawar susu via
23/09/2025 22:41,Setiap terjadi keracunan seakan-akan dianggap hal yang biasa. Apakah tdk ada tindakan nyata dari Pemerintah dengan menjerat penyedia makanan ke ranah hukum. Benar2 aneh bagi seorang awan seperti saya. 364 Siswa Keracunan MBG Bupati Tetapkan KLB https://t.co/vnkVSS0oUO,https://x.com/undefined/status/1970619456490803703,individual,relevan,https://x.com/undefined/status/1970619456490803703,setiap terjadi keracunan seakan-akan dianggap hal yang biasa. apakah tdk ada tindakan nyata dari pemerintah dengan menjerat penyedia makanan ke ranah hukum. benar2 aneh bagi seorang awan seperti saya. 364 siswa keracunan mbg bupati tetapkan klb https://t.co/vnkvss0ouo,setiap terjadi keracunan seakan-akan dianggap hal yang biasa. apakah tdk ada tindakan nyata dari pemerintah dengan menjerat penyedia makanan ke ranah hukum. benar2 aneh bagi seorang awan seperti saya. 364 siswa keracunan mbg bupati tetapkan klb ,setiap terjadi keracunan seakan akan dianggap hal yang biasa apakah tdk ada tindakan nyata dari pemerintah dengan menjerat penyedia makanan ke ranah hukum benar aneh bagi seorang awan seperti saya siswa keracunan mbg bupati tetapkan klb,keracunan seakan dianggap tdk tindakan nyata pemerintah menjerat penyedia makanan ranah hukum aneh awan siswa keracunan mbg bupati tetapkan klb,racun akan anggap tdk tindak nyata perintah jerat sedia makan ranah hukum aneh awan siswa racun mbg bupati tetap klb
23/09/2025 16:00,KEJADIAN HARI INI Selasa 23 September 2025 Lagi-lagi para siswa keracunan MBG kini puluhan siswa SDN 12 Benua Kayong Kecamatan Benua Kayong Kabupaten Ketapang Kalimantan Barat mengalami gejala keracunan usai menyantap makanan siang yang disediakan melalui program Makan https://t.co/5xDztbTlhX,https://x.com/undefined/status/1970518703709327480,individual,relevan,https://x.com/undefined/status/1970518703709327480,kejadian hari ini selasa 23 september 2025 lagi-lagi para siswa keracunan mbg kini puluhan siswa sdn 12 benua kayong kecamatan benua kayong kabupaten ketapang kalimantan barat mengalami gejala keracunan usai menyantap makanan siang yang disediakan melalui program makan https://t.co/5xdztbtlhx,kejadian hari ini selasa 23 september 2025 lagi-lagi para siswa keracunan mbg kini puluhan siswa sdn 12 benua kayong kecamatan benua kayong kabupaten ketapang kalimantan barat mengalami gejala keracunan usai menyantap makanan siang yang disediakan melalui program makan ,kejadian hari ini selasa september lagi lagi para siswa keracunan mbg kini puluhan siswa sdn benua kayong kecamatan benua kayong kabupaten ketapang kalimantan barat mengalami gejala keracunan usai menyantap makanan siang yang disediakan melalui program makan,kejadian selasa september siswa keracunan mbg puluhan siswa sdn benua kayong kecamatan benua kayong kabupaten ketapang kalimantan barat mengalami gejala keracunan menyantap makanan siang disediakan program makan,jadi selasa september siswa racun mbg puluh siswa sdn benua kayong camat benua kayong kabupaten ketapang kalimantan barat alami gejala racun santap makan siang sedia program makan
23/09/2025 23:09,Gw paling ga bs relate sm becandaan yg mainin makanan. Terlepas apa pandangan kamu dgn program #MBG tp makanannya itu sendiri jgn dimainin. Kalo ayam gepreknya blm digeprek maka gepreklah dgn wajar di tempat bersih tnp jd becandaan.,https://x.com/undefined/status/1970626651580178724,individual,relevan,https://x.com/undefined/status/1970626651580178724,gw paling ga bs relate sm becandaan yg mainin makanan. terlepas apa pandangan kamu dgn program #mbg tp makanannya itu sendiri jgn dimainin. kalo ayam gepreknya blm digeprek maka gepreklah dgn wajar di tempat bersih tnp jd becandaan.,gw paling ga bs relate sm becandaan yg mainin makanan. terlepas apa pandangan kamu dgn program  tp makanannya itu sendiri jgn dimainin. kalo ayam gepreknya blm digeprek maka gepreklah dgn wajar di tempat bersih tnp jd becandaan.,gw paling ga bs relate sm becandaan yg mainin makanan terlepas apa pandangan kamu dgn program tp makanannya itu sendiri jgn dimainin kalo ayam gepreknya blm digeprek maka gepreklah dgn wajar di tempat bersih tnp jd becandaan,gw ga bs relate sm becandaan mainin makanan terlepas pandangan dgn program tp makanannya jgn dimainin kalo ayam gepreknya blm digeprek gepreklah dgn wajar bersih tnp jd becandaan,gw ga bs relate sm becandaan mainin makan lepas pandang dgn program tp makan jgn dimainin kalo ayam gepreknya blm digeprek gepreklah dgn wajar bersih tnp jd becandaan
23/09/2025 23:27,Kalau kata temenku survival skill ku bagus. Jadi gak perlu MBG. Kasih duitnya aja biar masak sendiri.,https://x.com/undefined/status/1970631057851687234,individual,relevan,https://x.com/undefined/status/1970631057851687234,kalau kata temenku survival skill ku bagus. jadi gak perlu mbg. kasih duitnya aja biar masak sendiri.,kalau kata temenku survival skill ku bagus. jadi gak perlu mbg. kasih duitnya aja biar masak sendiri.,kalau kata temenku survival skill ku bagus jadi gak perlu mbg kasih duitnya aja biar masak sendiri,temenku survival skill ku bagus gak mbg kasih duitnya biar masak,temenku survival skill ku bagus gak mbg kasih duit biar masak
23/09/2025 22:08,@liputan6dotcom Dimana mana berita siswa/siswi keracunan MBG hentikan meracuni generasi penerus bangsa pak @prabowo jgn tunggu Ada korban jiwa baru anda bertindak ,https://x.com/undefined/status/1970611378240258415,media,relevan,https://x.com/undefined/status/1970611378240258415,@liputan6dotcom dimana mana berita siswa/siswi keracunan mbg hentikan meracuni generasi penerus bangsa pak @prabowo jgn tunggu ada korban jiwa baru anda bertindak , dimana mana berita siswa/siswi keracunan mbg hentikan meracuni generasi penerus bangsa pak  jgn tunggu ada korban jiwa baru anda bertindak ,dimana mana berita siswa siswi keracunan mbg hentikan meracuni generasi penerus bangsa pak jgn tunggu ada korban jiwa baru anda bertindak,berita siswa siswi keracunan mbg hentikan meracuni generasi penerus bangsa jgn tunggu korban jiwa bertindak,berita siswa siswi racun mbg henti racun generasi terus bangsa jgn tunggu korban jiwa tindak
23/09/2025 21:50,program mbg banyak yang keracunan netizen toktok pasti ada yang sengaja mau ngegagalin program ini eh woy what did u expect dari makanan yang dimasak tengah malam dan disajikan tengah hari?!! nampannya basah karna nasi masih panas dah ditutup bau dari nampan ga ilang ilang,https://x.com/undefined/status/1970606706884501739,individual,relevan,https://x.com/undefined/status/1970606706884501739,program mbg banyak yang keracunan netizen toktok pasti ada yang sengaja mau ngegagalin program ini eh woy what did u expect dari makanan yang dimasak tengah malam dan disajikan tengah hari?!! nampannya basah karna nasi masih panas dah ditutup bau dari nampan ga ilang ilang,program mbg banyak yang keracunan netizen toktok pasti ada yang sengaja mau ngegagalin program ini eh woy what did u expect dari makanan yang dimasak tengah malam dan disajikan tengah hari?!! nampannya basah karna nasi masih panas dah ditutup bau dari nampan ga ilang ilang,program mbg banyak yang keracunan netizen toktok pasti ada yang sengaja mau ngegagalin program ini eh woy what did u expect dari makanan yang dimasak tengah malam dan disajikan tengah hari nampannya basah karna nasi masih panas dah ditutup bau dari nampan ga ilang ilang,program mbg keracunan netizen toktok sengaja ngegagalin program eh woy what did u expect makanan dimasak malam disajikan nampannya basah karna nasi panas dah ditutup bau nampan ga ilang ilang,program mbg racun netizen toktok sengaja ngegagalin program eh woy what did u expect makan masak malam saji nampan basah karna nasi panas dah tutup bau nampan ga ilang ilang
23/09/2025 22:46,Datangkan ahli gizi kaliber dunia pun pening kepala kena bau amis ekosistem MBG,https://x.com/undefined/status/1970620713808851336,individual,relevan,https://x.com/undefined/status/1970620713808851336,datangkan ahli gizi kaliber dunia pun pening kepala kena bau amis ekosistem mbg,datangkan ahli gizi kaliber dunia pun pening kepala kena bau amis ekosistem mbg,datangkan ahli gizi kaliber dunia pun pening kepala kena bau amis ekosistem mbg,datangkan ahli gizi kaliber dunia pening kepala kena bau amis ekosistem mbg,datang ahli gizi kaliber dunia pening kepala kena bau amis ekosistem mbg
23/09/2025 22:27,Porsi tiap daerah beda-beda tapi tujuan makan bergizi gratis tetap sama: anak sehat https://t.co/NCnRwUAkmo,https://x.com/undefined/status/1970615955383558190,suspend,relevan,https://x.com/undefined/status/1970615955383558190,porsi tiap daerah beda-beda tapi tujuan makan bergizi gratis tetap sama: anak sehat https://t.co/ncnrwuakmo,porsi tiap daerah beda-beda tapi tujuan makan bergizi gratis tetap sama: anak sehat ,porsi tiap daerah beda beda tapi tujuan makan bergizi gratis tetap sama anak sehat,porsi daerah beda beda tujuan makan bergizi gratis anak sehat,porsi daerah beda beda tuju makan gizi gratis anak sehat
23/09/2025 23:08,Dapur MBG ini apa ga ada standarisasinya Ku lihat macam2 sekali Ada yg proper kek bikin bangunan semi permanen di ruko di garasi orang sampe teropan tenda kek nikahan,https://x.com/undefined/status/1970626346788495727,individual,relevan,https://x.com/undefined/status/1970626346788495727,dapur mbg ini apa ga ada standarisasinya ku lihat macam2 sekali ada yg proper kek bikin bangunan semi permanen di ruko di garasi orang sampe teropan tenda kek nikahan,dapur mbg ini apa ga ada standarisasinya ku lihat macam2 sekali ada yg proper kek bikin bangunan semi permanen di ruko di garasi orang sampe teropan tenda kek nikahan,dapur mbg ini apa ga ada standarisasinya ku lihat macam sekali ada yg proper kek bikin bangunan semi permanen di ruko di garasi orang sampe teropan tenda kek nikahan,dapur mbg ga standarisasinya ku lihat proper kek bikin bangunan semi permanen ruko garasi orang sampe teropan tenda kek nikahan,dapur mbg ga standar ku lihat proper kek bikin bangun semi permanen ruko garasi orang sampe teropan tenda kek nikah
23/09/2025 22:24,Porsi makan bergizi gratis disesuaiin budaya lokal bikin anak-anak makin sehat dan ceria https://t.co/qz4vf7eDnC,https://x.com/undefined/status/1970615230066762065,suspend,relevan,https://x.com/undefined/status/1970615230066762065,porsi makan bergizi gratis disesuaiin budaya lokal bikin anak-anak makin sehat dan ceria https://t.co/qz4vf7ednc,porsi makan bergizi gratis disesuaiin budaya lokal bikin anak-anak makin sehat dan ceria ,porsi makan bergizi gratis disesuaiin budaya lokal bikin anak anak makin sehat dan ceria,porsi makan bergizi gratis disesuaiin budaya lokal bikin anak anak sehat ceria,porsi makan gizi gratis disesuaiin budaya lokal bikin anak anak sehat ceria
23/09/2025 19:47,MBG itu gede banget ya dananya kenapa ga dipake buat mencerdaskan bangsa dan bikin gaji guru jadi manusiawi ,https://x.com/undefined/status/1970575849390014796,individual,relevan,https://x.com/undefined/status/1970575849390014796,mbg itu gede banget ya dananya kenapa ga dipake buat mencerdaskan bangsa dan bikin gaji guru jadi manusiawi ,mbg itu gede banget ya dananya kenapa ga dipake buat mencerdaskan bangsa dan bikin gaji guru jadi manusiawi ,mbg itu gede banget ya dananya kenapa ga dipake buat mencerdaskan bangsa dan bikin gaji guru jadi manusiawi,mbg gede banget dananya ga dipake mencerdaskan bangsa bikin gaji guru manusiawi,mbg gede banget dana ga dipake cerdas bangsa bikin gaji guru manusiawi
