time_slot;ngram;n;df_idft
2025-08-09;m e;2;0.06474820143884892
2025-08-09;e g;2;0.07194244604316546
2025-08-09;i t;2;0.1366906474820144
2025-08-09;n g;2;0.5899280575539568
2025-08-09;m b;2;0.935251798561151
2025-08-09;t  ;2;0.5755395683453237
2025-08-09;a y;2;0.15827338129496402
2025-08-09;  b;2;0.762589928057554
2025-08-09;e r;2;0.45323741007194246
2025-08-09;a l;2;0.2014388489208633
2025-08-09;n  ;2;0.9928057553956835
2025-08-09;r a;2;0.9928057553956835
2025-08-09;l  ;2;0.16546762589928057
2025-08-09;  j;2;0.2302158273381295
2025-08-09;  m;2;0.9856115107913669
2025-08-09;i b;2;0.04316546762589928
2025-08-09;t u;2;0.1223021582733813
2025-08-09;g a;2;0.6474820143884892
2025-08-09;p r;2;0.28776978417266186
2025-08-09;g  ;2;0.9640287769784173
2025-08-09;  s;2;0.4172661870503597
2025-08-09;t a;2;0.38848920863309355
2025-08-09;y i;2;0.014388489208633094
2025-08-09;  a;2;0.9136690647482014
2025-08-09;y y;2;0.007194244604316547
2025-08-09;a m;2;0.37410071942446044
2025-08-09;  p;2;0.5971223021582733
2025-08-09;p e;2;0.3381294964028777
2025-08-09;h a;2;0.5971223021582733
2025-08-09;m a;2;0.9928057553956835
2025-08-09;g r;2;0.9712230215827338
2025-08-09;n u;2;0.1079136690647482
2025-08-09;t m;2;0.03597122302158273
2025-08-09;c e;2;0.1223021582733813
2025-08-09;p  ;2;0.5539568345323741
2025-08-09;e p;2;0.05755395683453238
2025-08-09;i c;2;0.007194244604316547
2025-08-09;b i;2;0.20863309352517986
2025-08-09;i r;2;0.23741007194244604
2025-08-09;n s;2;0.4460431654676259
2025-08-09;  n;2;0.1510791366906475
2025-08-09;k e;2;0.539568345323741
2025-08-09;u s;2;0.11510791366906475
2025-08-09;r k;2;0.2517985611510791
2025-08-09;k  ;2;0.5827338129496403
2025-08-09;a r;2;0.841726618705036
2025-08-09;l o;2;0.41007194244604317
2025-08-09;s p;2;0.43884892086330934
2025-08-09;o r;2;0.2302158273381295
2025-08-09;r u;2;0.17985611510791366
2025-08-09;a d;2;0.2589928057553957
2025-08-09;o l;2;0.4460431654676259
2025-08-09;p s;2;0.11510791366906475
2025-08-09;r  ;2;0.6690647482014388
2025-08-09;t r;2;0.49640287769784175
2025-08-09;k t;2;0.10071942446043165
2025-08-09;i u;2;0.04316546762589928
2025-08-09;a  ;2;0.7985611510791367
2025-08-09;u k;2;0.3669064748201439
2025-08-09;d i;2;0.26618705035971224
2025-08-09;e l;2;0.5035971223021583
2025-08-09;  u;2;0.2589928057553957
2025-08-09;u p;2;0.35251798561151076
2025-08-09;s i;2;0.460431654676259
2025-08-09;y a;2;0.20863309352517986
2025-08-09;n y;2;0.07913669064748201
2025-08-09;c o;2;0.4028776978417266
2025-08-09;  l;2;0.17266187050359713
