created_at,full_text,tweet_url,media,relevan,link,case_folding,noise_removed,non_alpha_removed,stopword_removed,clean_text
02/10/2025 23:56,Banyak SPPG dapur MBG yg mempunyai SOP spt ini dan patut di acungin jempol hasil review dr seorang dokter nih Yang miris itu kadang anggaran MBG dr pusat yg 15 rebu bnyak di potong shg di beri ke SPPG mepet bgt harga nya jd kasian mrk kdg bingung utk menu Mungkin harus https://t.co/aymN19VGyv,https://x.com/undefined/status/1973900049404035506,individual,relevan,https://x.com/undefined/status/1973900049404035506,banyak sppg dapur mbg yg mempunyai sop spt ini dan patut di acungin jempol hasil review dr seorang dokter nih yang miris itu kadang anggaran mbg dr pusat yg 15 rebu bnyak di potong shg di beri ke sppg mepet bgt harga nya jd kasian mrk kdg bingung utk menu mungkin harus https://t.co/aymn19vgyv,banyak sppg dapur mbg yg mempunyai sop spt ini dan patut di acungin jempol hasil review dr seorang dokter nih yang miris itu kadang anggaran mbg dr pusat yg 15 rebu bnyak di potong shg di beri ke sppg mepet bgt harga nya jd kasian mrk kdg bingung utk menu mungkin harus ,banyak sppg dapur mbg yg mempunyai sop spt ini dan patut di acungin jempol hasil review dr seorang dokter nih yang miris itu kadang anggaran mbg dr pusat yg rebu bnyak di potong shg di beri ke sppg mepet bgt harga nya jd kasian mrk kdg bingung utk menu mungkin harus,sppg dapur mbg sop spt patut acungin jempol hasil review dr dokter nih miris kadang anggaran mbg dr pusat rebu bnyak potong shg sppg mepet bgt harga jd kasian mrk kdg bingung menu,sppg dapur mbg sop spt patut acungin jempol hasil review dr dokter nih miris kadang anggar mbg dr pusat rebu bnyak potong shg sppg mepet bgt harga jd kasi mrk kdg bingung menu
02/10/2025 17:09,Ratusan Siswa di Bojonegoro Ker*cunan MBG dari 2 SPPG Beda Pemilik Siswa di tiga sekolah yang berada di Kec Kedungadem mngalami ker*cunan masal usai menyantap menu MBG. Mereka diketahui ker*cunan stelah mndapat MBG dr Satuan Pelayanan Pemenuhan Gizi (SPPG) yang berbeda. Ketiga https://t.co/PFNsyGk35U,https://x.com/undefined/status/1973797500218925122,individual,relevan,https://x.com/undefined/status/1973797500218925122,ratusan siswa di bojonegoro ker*cunan mbg dari 2 sppg beda pemilik siswa di tiga sekolah yang berada di kec kedungadem mngalami ker*cunan masal usai menyantap menu mbg. mereka diketahui ker*cunan stelah mndapat mbg dr satuan pelayanan pemenuhan gizi (sppg) yang berbeda. ketiga https://t.co/pfnsygk35u,ratusan siswa di bojonegoro ker*cunan mbg dari 2 sppg beda pemilik siswa di tiga sekolah yang berada di kec kedungadem mngalami ker*cunan masal usai menyantap menu mbg. mereka diketahui ker*cunan stelah mndapat mbg dr satuan pelayanan pemenuhan gizi (sppg) yang berbeda. ketiga ,ratusan siswa di bojonegoro ker cunan mbg dari sppg beda pemilik siswa di tiga sekolah yang berada di kec kedungadem mngalami ker cunan masal usai menyantap menu mbg mereka diketahui ker cunan stelah mndapat mbg dr satuan pelayanan pemenuhan gizi sppg yang berbeda ketiga,ratusan siswa bojonegoro ker cunan mbg sppg beda pemilik siswa sekolah kec kedungadem mngalami ker cunan masal menyantap menu mbg ker cunan stelah mndapat mbg dr satuan pelayanan pemenuhan gizi sppg berbeda ketiga,ratus siswa bojonegoro ker cun mbg sppg beda milik siswa sekolah kec kedungadem mngalami ker cun masal santap menu mbg ker cun stelah mndapat mbg dr satu layan penuh gizi sppg beda tiga
02/10/2025 20:01,Koperasi Merah Putih Lempake Bidik Pasar Program MBG di Samarinda https://t.co/Ui4nLTZgLx,https://x.com/undefined/status/1973840694377861529,media,not relevan,https://x.com/undefined/status/1973840694377861529,koperasi merah putih lempake bidik pasar program mbg di samarinda https://t.co/ui4nltzglx,koperasi merah putih lempake bidik pasar program mbg di samarinda ,koperasi merah putih lempake bidik pasar program mbg di samarinda,koperasi merah putih lempake bidik pasar program mbg samarinda,koperasi merah putih lempake bidik pasar program mbg samarinda
02/10/2025 22:19,Operasional dapur program Makan Bergizi Gratis (MBG) di Cipatat Bandung Barat dihentikan sementara setelah ditemukan praktik pencucian nampan ompreng yang tidak higienis. Petugas terlihat mencuci nampan di bak berisi air sabun lalu memasukkannya ke bak air yang tidak steril https://t.co/gvef0kCnO3,https://x.com/undefined/status/1973875440919163322,media,relevan,https://x.com/undefined/status/1973875440919163322,operasional dapur program makan bergizi gratis (mbg) di cipatat bandung barat dihentikan sementara setelah ditemukan praktik pencucian nampan ompreng yang tidak higienis. petugas terlihat mencuci nampan di bak berisi air sabun lalu memasukkannya ke bak air yang tidak steril https://t.co/gvef0kcno3,operasional dapur program makan bergizi gratis (mbg) di cipatat bandung barat dihentikan sementara setelah ditemukan praktik pencucian nampan ompreng yang tidak higienis. petugas terlihat mencuci nampan di bak berisi air sabun lalu memasukkannya ke bak air yang tidak steril ,operasional dapur program makan bergizi gratis mbg di cipatat bandung barat dihentikan sementara setelah ditemukan praktik pencucian nampan ompreng yang tidak higienis petugas terlihat mencuci nampan di bak berisi air sabun lalu memasukkannya ke bak air yang tidak steril,operasional dapur program makan bergizi gratis mbg cipatat bandung barat dihentikan ditemukan praktik pencucian nampan ompreng higienis petugas mencuci nampan bak berisi air sabun memasukkannya bak air steril,operasional dapur program makan gizi gratis mbg cipatat bandung barat henti temu praktik cuci nampan ompreng higienis tugas cuci nampan bak isi air sabun masuk bak air steril
02/10/2025 22:11,@geloraco KENAPA SEJAK AWAL GAK PERNAH SETUJU SAMA PROGRAM 'MAKAN BERGIZI GRATIS'? . 1. Anggarannya terlalu besar 2. Sasarannya gak jelas (sangat susah buat jadi adil di sini) 3. Teknis pelaksanaannya bakal ribet banget Dan ya terbukti sekarang; BANYAK MASALAH.,https://x.com/undefined/status/1973873407684125045,individual,relevan,https://x.com/undefined/status/1973873407684125045,@geloraco kenapa sejak awal gak pernah setuju sama program 'makan bergizi gratis'? . 1. anggarannya terlalu besar 2. sasarannya gak jelas (sangat susah buat jadi adil di sini) 3. teknis pelaksanaannya bakal ribet banget dan ya terbukti sekarang; banyak masalah., kenapa sejak awal gak pernah setuju sama program 'makan bergizi gratis'? . 1. anggarannya terlalu besar 2. sasarannya gak jelas (sangat susah buat jadi adil di sini) 3. teknis pelaksanaannya bakal ribet banget dan ya terbukti sekarang; banyak masalah.,kenapa sejak awal gak pernah setuju sama program makan bergizi gratis anggarannya terlalu besar sasarannya gak jelas sangat susah buat jadi adil di sini teknis pelaksanaannya bakal ribet banget dan ya terbukti sekarang banyak masalah,gak setuju program makan bergizi gratis anggarannya sasarannya gak susah adil teknis pelaksanaannya ribet banget terbukti,gak tuju program makan gizi gratis anggar sasar gak susah adil teknis laksana ribet banget bukti
02/10/2025 23:29,@msaid_didu Harus nya dia minta maaf secara nasional bagi yg terdampak keracunan MBG ini..mmang dasar pejabat dungu !,https://x.com/undefined/status/1973893079745826888,individual,relevan,https://x.com/undefined/status/1973893079745826888,@msaid_didu harus nya dia minta maaf secara nasional bagi yg terdampak keracunan mbg ini..mmang dasar pejabat dungu !, harus nya dia minta maaf secara nasional bagi yg terdampak keracunan mbg ini..mmang dasar pejabat dungu !,harus nya dia minta maaf secara nasional bagi yg terdampak keracunan mbg ini mmang dasar pejabat dungu,maaf nasional terdampak keracunan mbg mmang dasar pejabat dungu,maaf nasional dampak racun mbg mmang dasar jabat dungu
02/10/2025 23:26,MBG seharusnya menambah gizi anak2 bukan menyebabkan anak2 sakit... MBG seharusnya membuat anak2 semangat untuk makan... bukan membuat anak2 ketakutan... MBG seharusnya disantap dengan santai bukan diawasi tentara atau polisi... MBG seharusnya dipersiapkan dengan baik bukan,https://x.com/undefined/status/1973892295742361716,individual,relevan,https://x.com/undefined/status/1973892295742361716,mbg seharusnya menambah gizi anak2 bukan menyebabkan anak2 sakit... mbg seharusnya membuat anak2 semangat untuk makan... bukan membuat anak2 ketakutan... mbg seharusnya disantap dengan santai bukan diawasi tentara atau polisi... mbg seharusnya dipersiapkan dengan baik bukan,mbg seharusnya menambah gizi anak2 bukan menyebabkan anak2 sakit... mbg seharusnya membuat anak2 semangat untuk makan... bukan membuat anak2 ketakutan... mbg seharusnya disantap dengan santai bukan diawasi tentara atau polisi... mbg seharusnya dipersiapkan dengan baik bukan,mbg seharusnya menambah gizi anak bukan menyebabkan anak sakit mbg seharusnya membuat anak semangat untuk makan bukan membuat anak ketakutan mbg seharusnya disantap dengan santai bukan diawasi tentara atau polisi mbg seharusnya dipersiapkan dengan baik bukan,mbg menambah gizi anak menyebabkan anak sakit mbg anak semangat makan anak ketakutan mbg disantap santai diawasi tentara polisi mbg dipersiapkan,mbg tambah gizi anak sebab anak sakit mbg anak semangat makan anak takut mbg santap santai awas tentara polisi mbg siap
02/10/2025 22:01,Yuk kita intip distribusi MBG dari SPPG Polres Tulungagung di SDN 3 Sambirobyong Kec. Sumbergempol Kab. Tulungagung. https://t.co/lusHijR8XI,https://x.com/undefined/status/1973870989068079250,individual,relevan,https://x.com/undefined/status/1973870989068079250,yuk kita intip distribusi mbg dari sppg polres tulungagung di sdn 3 sambirobyong kec. sumbergempol kab. tulungagung. https://t.co/lushijr8xi,yuk kita intip distribusi mbg dari sppg polres tulungagung di sdn 3 sambirobyong kec. sumbergempol kab. tulungagung. ,yuk kita intip distribusi mbg dari sppg polres tulungagung di sdn sambirobyong kec sumbergempol kab tulungagung,yuk intip distribusi mbg sppg polres tulungagung sdn sambirobyong kec sumbergempol kab tulungagung,yuk intip distribusi mbg sppg polres tulungagung sdn sambirobyong kec sumbergempol kab tulungagung
02/10/2025 23:22,Setelah banyak korban anak yg keracunan akhir'nya Deddy Corbuzier klarifikasi dan minta maaf pernah ngomelin anak yang kritik MBG https://t.co/gvjNzPVWpU,https://x.com/undefined/status/1973891319371338135,individual,relevan,https://x.com/undefined/status/1973891319371338135,setelah banyak korban anak yg keracunan akhir'nya deddy corbuzier klarifikasi dan minta maaf pernah ngomelin anak yang kritik mbg https://t.co/gvjnzpvwpu,setelah banyak korban anak yg keracunan akhir'nya deddy corbuzier klarifikasi dan minta maaf pernah ngomelin anak yang kritik mbg ,setelah banyak korban anak yg keracunan akhir nya deddy corbuzier klarifikasi dan minta maaf pernah ngomelin anak yang kritik mbg,korban anak keracunan deddy corbuzier klarifikasi maaf ngomelin anak kritik mbg,korban anak racun deddy corbuzier klarifikasi maaf ngomelin anak kritik mbg
02/10/2025 22:25, gess ada KORBAN MBG lagi MBG nih ceritanya buat memperbaiki gizi atau gmn? 4 ambulance bolak balik ini kasian banget. kalo mau buat lunch di sekolah gini sbnrnya bagus2 aja tp jgn ky gni sistemnya knp ga ky di LN aja yg prasmanan gtu ya? :(((( https://t.co/QBT5PSuNC2,https://x.com/undefined/status/1973876930375000206,individual,relevan,https://x.com/undefined/status/1973876930375000206, gess ada korban mbg lagi mbg nih ceritanya buat memperbaiki gizi atau gmn? 4 ambulance bolak balik ini kasian banget. kalo mau buat lunch di sekolah gini sbnrnya bagus2 aja tp jgn ky gni sistemnya knp ga ky di ln aja yg prasmanan gtu ya? :(((( https://t.co/qbt5psunc2, gess ada korban mbg lagi mbg nih ceritanya buat memperbaiki gizi atau gmn? 4 ambulance bolak balik ini kasian banget. kalo mau buat lunch di sekolah gini sbnrnya bagus2 aja tp jgn ky gni sistemnya knp ga ky di ln aja yg prasmanan gtu ya? :(((( ,gess ada korban mbg lagi mbg nih ceritanya buat memperbaiki gizi atau gmn ambulance bolak balik ini kasian banget kalo mau buat lunch di sekolah gini sbnrnya bagus aja tp jgn ky gni sistemnya knp ga ky di ln aja yg prasmanan gtu ya,gess korban mbg mbg nih ceritanya memperbaiki gizi gmn ambulance bolak kasian banget kalo lunch sekolah gini sbnrnya bagus tp jgn ky gni sistemnya knp ga ky ln prasmanan gtu,gess korban mbg mbg nih cerita baik gizi gmn ambulance bolak kasi banget kalo lunch sekolah gin sbnrnya bagus tp jgn ky gni sistem knp ga ky ln prasmanan gtu
02/10/2025 18:09,@GoodRecom Mereka sedang membuktikan bahwa jajanan abang2 pinggir jalan yg diklaim dan dijudge tidak sehat lebih aman dimakan daripada MBG ,https://x.com/undefined/status/1973812515684692475,individual,relevan,https://x.com/undefined/status/1973812515684692475,@goodrecom mereka sedang membuktikan bahwa jajanan abang2 pinggir jalan yg diklaim dan dijudge tidak sehat lebih aman dimakan daripada mbg , mereka sedang membuktikan bahwa jajanan abang2 pinggir jalan yg diklaim dan dijudge tidak sehat lebih aman dimakan daripada mbg ,mereka sedang membuktikan bahwa jajanan abang pinggir jalan yg diklaim dan dijudge tidak sehat lebih aman dimakan daripada mbg,membuktikan jajanan abang pinggir jalan diklaim dijudge sehat aman dimakan mbg,bukti jajan abang pinggir jalan klaim dijudge sehat aman makan mbg
02/10/2025 22:36,@kompascom oh tidak masyarakat mulai notice kejanggalan dalam pemerintahan setelah ribuan anak-anak keracunan MBG dan kelangkaan/monopoli BBM saatnya bikin pengalihan dengan menangkap orang random dan buat dia seakan-akan kriminal We know your playbook gov.,https://x.com/undefined/status/1973879885107224709,individual,relevan,https://x.com/undefined/status/1973879885107224709,@kompascom oh tidak masyarakat mulai notice kejanggalan dalam pemerintahan setelah ribuan anak-anak keracunan mbg dan kelangkaan/monopoli bbm saatnya bikin pengalihan dengan menangkap orang random dan buat dia seakan-akan kriminal we know your playbook gov., oh tidak masyarakat mulai notice kejanggalan dalam pemerintahan setelah ribuan anak-anak keracunan mbg dan kelangkaan/monopoli bbm saatnya bikin pengalihan dengan menangkap orang random dan buat dia seakan-akan kriminal we know your playbook gov.,oh tidak masyarakat mulai notice kejanggalan dalam pemerintahan setelah ribuan anak anak keracunan mbg dan kelangkaan monopoli bbm saatnya bikin pengalihan dengan menangkap orang random dan buat dia seakan akan kriminal we know your playbook gov,masyarakat notice kejanggalan pemerintahan ribuan anak anak keracunan mbg kelangkaan monopoli bbm bikin pengalihan menangkap orang random seakan kriminal we know your playbook gov,masyarakat notice janggal perintah ribu anak anak racun mbg langka monopoli bbm bikin alih tangkap orang random akan kriminal we know your playbook gov
02/10/2025 23:08,Jujur saja MBG hanya modus korupsi triliunan dan ini skandal memalukan.,https://x.com/undefined/status/1973887936824557579,individual,relevan,https://x.com/undefined/status/1973887936824557579,jujur saja mbg hanya modus korupsi triliunan dan ini skandal memalukan.,jujur saja mbg hanya modus korupsi triliunan dan ini skandal memalukan.,jujur saja mbg hanya modus korupsi triliunan dan ini skandal memalukan,jujur mbg modus korupsi triliunan skandal memalukan,jujur mbg modus korupsi triliun skandal malu
02/10/2025 22:31,Gubernur Ansar Tegaskan Program MBG dan Penuntasan TBC di Kepri Harus Berjalan Baik https://t.co/TDVmCy1O5I,https://x.com/undefined/status/1973878492141093085,media,relevan,https://x.com/undefined/status/1973878492141093085,gubernur ansar tegaskan program mbg dan penuntasan tbc di kepri harus berjalan baik https://t.co/tdvmcy1o5i,gubernur ansar tegaskan program mbg dan penuntasan tbc di kepri harus berjalan baik ,gubernur ansar tegaskan program mbg dan penuntasan tbc di kepri harus berjalan baik,gubernur ansar tegaskan program mbg penuntasan tbc kepri berjalan,gubernur ansar tegas program mbg tuntas tbc kepri jalan
02/10/2025 23:50,@geloraco MBG= makan bergizi gratis MBGPNM= makan bergizi gratis prioritas nggak mampu.,https://x.com/undefined/status/1973898345442914592,individual,relevan,https://x.com/undefined/status/1973898345442914592,@geloraco mbg= makan bergizi gratis mbgpnm= makan bergizi gratis prioritas nggak mampu., mbg= makan bergizi gratis mbgpnm= makan bergizi gratis prioritas nggak mampu.,mbg makan bergizi gratis mbgpnm makan bergizi gratis prioritas nggak mampu,mbg makan bergizi gratis mbgpnm makan bergizi gratis prioritas,mbg makan gizi gratis mbgpnm makan gizi gratis prioritas
02/10/2025 23:21,Siswi di Bandung Meninggal Dunia Diduga Keracunan Dinkes Sebut Tak Berkaitan dengan MBG https://t.co/e73GwEZiTF,https://x.com/undefined/status/1973891077146095845,media,relevan,https://x.com/undefined/status/1973891077146095845,siswi di bandung meninggal dunia diduga keracunan dinkes sebut tak berkaitan dengan mbg https://t.co/e73gwezitf,siswi di bandung meninggal dunia diduga keracunan dinkes sebut tak berkaitan dengan mbg ,siswi di bandung meninggal dunia diduga keracunan dinkes sebut tak berkaitan dengan mbg,siswi bandung meninggal dunia diduga keracunan dinkes berkaitan mbg,siswi bandung tinggal dunia duga racun dinkes kait mbg
02/10/2025 22:48,Menanti Aturan Main MBG: Bukan Hanya Soal Tata Kelola https://t.co/meoyABo3xf,https://x.com/undefined/status/1973882780510777394,media,relevan,https://x.com/undefined/status/1973882780510777394,menanti aturan main mbg: bukan hanya soal tata kelola https://t.co/meoyabo3xf,menanti aturan main mbg: bukan hanya soal tata kelola ,menanti aturan main mbg bukan hanya soal tata kelola,aturan main mbg tata kelola,atur main mbg tata kelola
